0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 11)","(0, 3)","(0, 10)","(1, 2)","(1, 3)","(1, 12)","(1, 4)","(1, 11)","(2, 3)","(2, 4)","(2, 5)","(2, 12)","(3, 4)","(3, 5)","(3, 6)","(4, 5)","(4, 6)","(4, 7)","(5, 6)","(5, 7)","(5, 8)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(11, 12)"
112,43
4,0,3,2,1
5,1,4,3,2
6,2,5,4,3
0,7,10,6,3,4,5,2,1,8,12,11,9
1,4,0,3,2
1,6,3,4,0,10,2,11,7,5,9,12,8
1,7,4,0,10,3,2,11,6,5,9,12,8
1,10,0,11,7,4,9,6,3,2,12,5,8
2,4,0,3,1
2,5,1,4,3
2,6,3,4,5,0,10,1,7,8,11,9,12
2,7,4,5,0,10,3,1,6,8,11,9,12
2,11,1,0,12
3,4,0,2,1
3,5,1,4,2
3,7,4,5,6,0,10,2,1,8,11,12,9
3,8,5,6,2,12,4,0,1,9,7,10,11
3,9,6,2,12,5,4,0,1,8,7,11,10
4,0,3,2,1,12,10,6,7,11,9,8,5
5,1,4,3,2,6,0,10,8,7,11,12,9
6,2,5,4,3,7,0,10,1,8,11,12,9
7,4,0,10,3,2,1,6,11,5,9,12,8
7,3,6,5,4,8,2,12,9,0,1,10,11
8,4,7,6,5,2,12,3,1,9,0,11,10
8,5,1,12,4,3,2,0,6,7,10,9,11
8,4,7,6,5,9,2,12,3,1,0,11,10
8,4,7,6,5,10,3,0,12,1,2,9,11
9,4,7,6,2,12,5,3,1,8,0,11,10
9,5,8,7,6,2,12,4,3,1,0,11,10
9,6,2,12,5,4,3,8,1,0,7,10,11
9,5,8,7,6,10,3,4,0,2,1,12,11
10,4,7,6,3,0,5,1,2,8,11,12,9
10,5,8,7,6,3,0,4,2,12,1,11,9
11,6,10,9,5,8,12,7,2,0,1,3,4
12,6,9,8,5,2,7,3,4,1,0,11,10
0,2,12
1,2,4,0,3
1,3,4,0,2
2,3,4,0,1
2,3,11,1,0,12
3,6,4,0,10,2,1,7,11,5,9,12,8
10,6,7,3,0,5,4,2,1,8,12,11,9
2,3,5,4,0,1
