0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 16)","(0, 2)","(0, 15)","(0, 3)","(0, 14)","(0, 4)","(0, 8)","(1, 2)","(1, 16)","(1, 4)","(1, 15)","(1, 5)","(1, 14)","(1, 13)","(1, 8)","(1, 11)","(2, 4)","(2, 5)","(2, 6)","(2, 8)","(2, 12)","(2, 10)","(2, 13)","(3, 5)","(3, 6)","(3, 7)","(3, 16)","(3, 11)","(4, 11)","(4, 9)","(4, 10)","(4, 16)","(5, 7)","(5, 8)","(5, 9)","(5, 14)","(5, 15)","(6, 7)","(6, 9)","(6, 12)","(6, 11)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 15)","(8, 11)","(8, 10)","(8, 16)","(8, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 11)","(10, 13)","(11, 12)","(11, 14)","(11, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)"
129,65
5,0,3,2,8,1,14,15,6,7,16,11,12,13,9,10,4
6,1,2,11,4,8,12,10,13,9,0,16,7,14,15,5,3
7,2,6,8,5,10,9,11,3,12,13,4,1,14,0,16,15
9,3,7,11,6,5,8,14,1,2,0,16,13,12,15,4,10
10,1,11,13,8,4,2,12,6,16,9,0,14,15,7,3,5
11,0,8,14,3,4,1,5,16,7,2,10,9,15,13,12,6
12,1,11,14,15,16,2,7,13,8,3,4,10,6,0,5,9
13,0,14,15,16,1,2,12,5,8,4,11,9,3,10,7,6
0,3,15,5,7,2,8,1,14,6,12,13,10,11,16,9,4
1,5,0,3,2,8,14,15,16,11,6,7,12,13,4,9,10
1,11,3,0,16,5,14,4,8,2,15,13,12,7,9,10,6
1,13,0,14,15,16,2,12,5,8,4,11,9,3,10,7,6
2,5,0,3,8,1,14,15,6,7,16,11,13,12,9,10,4
2,6,11,1,4,8,12,10,13,16,15,14,9,0,7,3,5
2,10,3,0,5,6,11,7,4,8,1,15,14,9,12,13,16
2,12,5,14,9,15,13,0,1,11,10,6,4,8,7,16,3
2,13,0,14,15,16,1,12,5,8,4,11,9,3,10,7,6
3,5,6,7,2,9,8,10,0,4,12,13,11,16,1,15,14
3,6,5,7,9,2,8,10,11,12,13,4,0,16,1,14,15
3,7,4,0,16,11,9,10,15,8,1,14,2,13,12,6,5
3,11,5,9,8,14,7,1,6,12,13,4,0,16,15,2,10
3,16
4,9,6,2,11,5,8,12,10,13,1,3,7,14,15,0,16
8,5,0,3,2,1,14,15,7,16,11,6,12,13,10,9,4
8,7,4,11,2,0,1,10,16,9,12,6,13,14,3,5,15
8,9,4,11,2,0,1,10,16,12,6,13,14,3,5,15,7
8,10,1,11,13,4,2,12,6,16,9,0,14,15,7,3,5
8,11,0,14,3,4,1,16,5,7,2,9,10,13,12,15,6
14,5,0,3,2,8,1,15,16,11,6,7,12,13,4,9,10
14,11,0,8,3,4,1,5,16,7,2,10,9,15,13,12,6
15,5,0,3,2,8,1,14,7,6,16,11,12,13,10,9,4
15,7,4,0,1,9,10,11,3,8,2,14,5,13,12,16,6
15,12,13,11,14,9,16,2,7,1,8,3,4,10,6,5,0
15,13,0,14,16,1,2,12,5,8,4,11,9,3,7,10,6
16,12,13,11,14,9,15,2,8,3,4,1,7,10,6,5,0
16,13,0,14,15,1,2,12,5,4,8,11,9,3,10,7,6
0,1,2,3,16,5,11,6,13,12,8,4,14,15,7,9,10
0,1,14,13,16,2,15,12,8,4,5,11,9,10,7,3,6
0,1,15,3,16,5,11,7,14,13,12,8,4,2,9,10,6
0,1,16,3,5,11,2,8,14,15,7,9,4,12,13,6,10
0,2,4
0,2,8
0,4,16
0,8,16
0,14,15
0,14,16
1,2,4
1,2,5,7,15,8,11,6,10,13,0,12,14,9,4,3,16
1,4,16
1,8,5,0,3,2,14,15,16,11,7,6,12,13,4,9,10
1,8,16
1,14,5,13,2,9,15,0,12,4,6,8,10,11,7,3,16
1,14,11,12,2,16,15,0,5,13,4,6,8,10,3,7,9
1,14,13,10,2,4,8,11,0,5,12,6,16,9,15,3,7
1,15,5,13,2,9,14,0,12,4,6,8,10,11,7,3,16
1,15,13,12,2,16,14,11,9,0,5,4,8,6,10,3,7
1,16,13,12,2,15,14,11,9,0,4,8,5,6,10,7,3
2,8,5,0,3,1,14,15,6,7,16,11,13,12,9,10,4
3,6,7,10,11,9,2,12,8,4,1,13,5,0,16,15,14
3,11,6,5,9,8,14,7,1,2,12,13,4,10,0,16,15
8,7,5,6,11,2,9,3,14,1,10,12,4,13,0,16,15
8,9,5,6,7,11,2,3,10,14,1,12,4,13,0,16,15
15,14,5,0,3,2,8,1,7,16,11,6,12,13,10,9,4
15,14,13,0,16,1,2,12,8,4,5,11,9,7,10,3,6
16,14,13,0,15,1,2,12,5,4,8,11,9,3,10,7,6
