0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 2)","(0, 12)","(0, 11)","(0, 10)","(0, 8)","(1, 2)","(1, 3)","(1, 4)","(1, 12)","(1, 5)","(2, 3)","(2, 4)","(2, 13)","(2, 6)","(2, 9)","(3, 5)","(3, 6)","(3, 7)","(3, 12)","(4, 5)","(4, 7)","(4, 8)","(5, 6)","(5, 8)","(6, 7)","(6, 8)","(6, 9)","(7, 9)","(7, 10)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(10, 11)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
95,46
3,0,2,1,12,13,7,10,6,9,4,11,8,5
4,0,2,1,8,6,9,5,7,3,10,11,13,12
5,0,8,1,4,2,3,6,9,12,7,10,11,13
6,1,5,3,2,4,7,8,9,13,10,0,11,12
9,0,8,10,11,2,6,4,13,7,5,1,3,12
0,8,9,2,11,10,4,6,13,1,7,5,12,3
1,3,0,2,12,13,7,4,10,6,9,5,8,11
1,4,0,2,8,6,9,5,3,7,10,11,12,13
1,5,2,4,6,3,7,8,9,13,10,0,11,12
2,3,0,1,12,13,7,6,9,4,10,8,5,11
2,4,0,1,8,5,9,6,3,7,10,11,12,13
2,6,1,5,3,4,7,8,9,13,10,0,11,12
2,9,0,8,10,11,6,4,13,7,5,1,3,12
2,13
7,3,5,6,4,8,2,1,9,10,0,13,11,12
7,6,2,9,4,3,13,8,10,11,5,1,12,0
7,9,5,6,4,3,8,2,1,10,13,0,11,12
8,4,3,6,5,2,1,7,0,9,13,10,12,11
8,5,2,9,6,4,0,3,1,7,10,11,12,13
10,5,8,9,6,7,4,3,2,1,0,13,11,12
11,4,8,3,12,5,2,1,7,6,0,13,9,10
11,5,8,3,12,6,1,0,9,4,2,10,7,13
11,6,9,8,4,5,7,2,3,1,10,13,0,12
12,3,0,2,1,13,7,10,6,9,4,11,8,5
12,8,11,0,9,2,10,1,3,13,4,6,5,7
12,10,11,0,13,7,3,9,2,1,6,8,4,5
13,0,1,2,12,3,7,10,4,6,9,11,8,5
13,7,0,10
13,8,0,11,10,9,2,7,4,6,3,1,5,12
0,1,12,10,11,13,2,3,9,7,6,8,4,5
0,8,10,9,2,11,4,6,13,1,7,5,12,3
0,10,11,7,13,9,2,8,3,4,6,1,12,5
0,10,13,6,2,8,9,7,4,3,11,1,5,12
1,5,3,11,0,12,8,2,4,6,13,9,7,10
1,12,3,4,2,5,7,0,13,6,9,8,10,11
7,10,13
8,4,5,10,7,6,9,3,2,1,0,13,11,12
11,0,8,9,2,10,13,4,6,7,1,5,3,12
11,8,9,4,7,2,10,13,6,3,0,12,5,1
12,11,13
13,10,11
13,11,0,7,10,9,2,8,3,4,6,12,1,5
13,12,0,7,3,10,2,1,11,4,6,9,8,5
0,8,10,11,9,2,4,6,13,1,7,5,12,3
11,0,12,13,7,10,9,3,8,2,6,1,4,5
13,10,11,0,7,9,2,8,3,4,6,12,1,5
