0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 7)","(0, 9)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 9)","(1, 10)","(1, 11)","(2, 4)","(2, 5)","(2, 6)","(2, 8)","(2, 9)","(2, 11)","(3, 4)","(3, 8)","(3, 10)","(3, 13)","(4, 8)","(4, 10)","(4, 11)","(4, 13)","(5, 6)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(6, 7)","(6, 8)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 11)","(7, 12)","(8, 13)","(9, 10)","(9, 12)","(10, 12)","(10, 13)","(11, 13)","(12, 13)"
109,56
6,0,1,2,5,7,4,9,11,12,8,10,13,3
8,1,3,4,5,6,0,10,13,2,11,7,9,12
10,0,1,3,4,5,9,8,2,11,6,13,7,12
11,0,1,2,4,5,7,6,9,8,10,12,13,3
12,2,5,6,9,1,10,0,4,11,7,3,13,8
13,0,3,4
0,1,2,4,5,6,9,11,8,10,13,7,12,3
0,2,3,4,8,5,1,10,11,6,9,13,7,12
0,7,2,6,11,1,5,4,9,12,8,10,13,3
1,6,4,2,8,10,11,13,0,5,9,3,7,12
1,10,2,0,4,5,6,9,11,3,7,8,13,12
1,11,3,4,13,6,10,8,2,5,0,9,12,7
2,6,4,1,8,10,11,13,0,5,9,3,7,12
2,8,3,0,4,5,1,10,11,6,9,13,7,12
2,11,3,0,4,8,1,13,5,7,6,9,10,12
3,8,2,0,4,5,1,10,11,6,9,13,7,12
3,10,0,1,4,5,9,2,8,11,6,13,7,12
3,12,10,13,2,0,4,8,5,6,9,11,7,1
3,13,0,4
4,8,1,3,5,6,0,10,13,2,11,7,9,12
4,10,0,1,3,5,9,8,2,11,6,13,7,12
4,11,0,1,2,5,7,6,9,8,10,12,13,3
4,12,10,13,2,5,6,9,8,11,0,1,3,7
4,13,0,3
5,6,0,1,2,7,4,9,11,12,8,10,13,3
5,8,1,3,4,6,0,10,13,2,11,7,9,12
5,10,0,1,3,4,9,8,2,11,6,13,7,12
5,11,0,1,2,4,7,6,9,8,10,12,13,3
5,12,4,0,1,2,8,10,11,13,7,9,3,6
7,6,5,0,11,12,1,2,4,9,13,10,3,8
7,11,5,0,6,12,1,2,4,9,13,10,3,8
7,12,5,0,6,11,9,1,2,4,13,10,3,8
9,10,0,1,3,4,5,8,2,11,6,13,7,12
9,12,4,0,1,2,10,13,5,7,3,6,11,8
0,1,3,2,4,5,6,9,11,8,10,13,7,12
0,4,1,2,5,6,9,11,8,10,7,13,12,3
0,5,1,8,2,3,4,6,9,11,10,13,7,12
0,5,2,8,3,4,1,10,11,6,9,13,7,12
0,9,1,4,2,10,5,6,11,3,8,7,12,13
0,9,2,4,1,10,5,6,11,3,8,7,12,13
1,3,10,2,0,4,5,6,9,11,8,7,13,12
1,4,10,2,0,5,6,9,11,3,7,8,13,12
1,5,6,9,2,10,12,0,4,11,7,3,8,13
1,5,10,4,0,2,8,11,3,9,7,6,13,12
1,5,11,4,0,2,8,10,7,3,9,6,13,12
1,9,10,4,0,2,3,5,6,11,8,13,12,7
2,5,6,7,0,11,12,1,4,9,13,10,3,8
2,5,8,4,0,1,10,11,3,9,7,6,13,12
2,5,11,4,0,1,8,10,7,3,9,6,13,12
3,4,8,12,10,13,5,6,11,0,1,2,7,9
3,4,10,0,1,5,9,8,2,11,6,13,7,12
5,9,10,0,1,3,4,8,2,11,6,13,7,12
5,9,12,8,2,6,13,4,11,1,10,0,7,3
5,12,6,9,1,2,10,0,4,11,7,3,8,13
7,12,6,9,0,1,2,5,10,3,4,11,13,8
3,4,13,10,11,1,5,6,0,8,2,12,9,7
