0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 2)","(0, 14)","(0, 13)","(0, 5)","(0, 12)","(1, 2)","(1, 3)","(1, 4)","(1, 14)","(1, 11)","(1, 9)","(2, 3)","(2, 4)","(2, 5)","(2, 15)","(2, 6)","(2, 9)","(3, 5)","(3, 6)","(3, 14)","(4, 5)","(4, 6)","(4, 7)","(4, 13)","(5, 7)","(5, 8)","(5, 15)","(6, 7)","(6, 9)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 14)","(10, 11)","(10, 12)","(10, 13)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(12, 15)","(13, 15)","(14, 15)"
99,42
3,0,2,1,5,14,15,9,4,13,12,6,8,7,11,10
4,0,5,2,1,13,3,15,11,6,14,12,8,7,9,10
6,0,2
8,4,7,5
9,0,14,2,1,3,15,6,5,13,12,4,7,10,8,11
11,0,13,14,1,12,15,4,10,2,5,9,7,8,3,6
15,1,2,14,3,0,9,5,6,13,12,4,7,8,10,11
0,5,1,4,3,2,13,6,14,15,11,12,7,9,8,10
0,7,5,6,2,4,3,9,1,13,14,8,10,11,15,12
0,8,5,6,2,7,9,4,3,14,1,13,11,15,12,10
1,3,0,2,5,14,15,9,4,13,12,6,8,7,11,10
1,4,0,5,2,13,3,15,11,6,14,12,8,9,7,10
1,9,0,14,2,3,15,6,5,13,12,4,7,10,8,11
1,11,0,13,14,4,12,15,5,2,10,3,8,7,9,6
2,3,0,1,5,14,4,15,9,6,13,7,12,8,10,11
2,4,0,5,1,13,3,15,11,6,14,12,8,7,9,10
2,9,0,14,1,3,15,6,5,13,12,4,7,10,8,11
2,15,4,13,5,0,14,12,1,3,9,11,6,7,10,8
5,3,1,4,2,0,6,13,14,7,9,15,12,11,10,8
5,4,1,3,2,0,6,14,13,7,9,15,12,11,10,8
5,10,7,8,9,2,4,6,13,1,3,15,0,11,12,14
5,11,8,6,4,3,7,2,10,9,14,1,13,12,0,15
5,15,1,4,3,2,0,14,13,6,9,12,11,10,7,8
7,4,3,6,5,2,1,9,0,14,8,13,15,11,12,10
10,4,7,13,11,1,8,9,0,5,6,2,14,12,15,3
10,6,9,7,5,8,4,3,2,13,1,14,11,12,15,0
10,7,3,9,6,14,11,12,2,1,8,5,4,13,0,15
12,4,13,6,10,9,14,7,3,15,2,0,11,1,8,5
12,7,10,3,14,6,5,9,11,2,1,8,0,15,4,13
12,8,10,6,13,4,9,14,7,3,15,2,0,11,1,5
13,0,9,10,1,2,14,12,11,4,15,3,8,5,6,7
13,4,5,15,0,2,12,14,1,3,9,11,6,10,7,8
14,3,0,2,1,5,15,9,4,13,12,6,8,7,11,10
14,9,0,2,1,3,15,6,5,13,12,4,7,10,8,11
0,1,14,11,13,4,12,15,5,2,10,3,8,7,9,6
0,12,13,9,1,2,14,10,4,11,15,3,5,6,7,8
1,14,3,10,11,9,12,2,6,5,7,8,13,4,0,15
1,14,11,2,0,3,9,15,13,5,12,6,8,10,4,7
5,7,4,6,3,2,1,9,0,8,14,13,11,15,10,12
5,7,15,6,4,3,2,13,1,14,9,0,10,12,11,8
13,10,11,7,4,8,1,5,0,9,2,3,15,12,14,6
14,0,12
