0,1,2,3,4,5,6,7,8,9
"(0, 8)","(0, 3)","(0, 6)","(0, 9)","(1, 2)","(1, 3)","(1, 4)","(2, 9)","(2, 7)","(2, 6)","(2, 3)","(3, 8)","(3, 6)","(3, 9)","(3, 5)","(4, 9)","(4, 5)","(6, 8)","(7, 9)","(8, 9)"
66,27
0,2,3,6,9,8
0,1,3,6,2,9,4,8,5
0,2,3,6,9,8,4,1,5
1,2,0,3,9,6,4,8,5
4,1,0,9,3,2,5,6,8
4,5,0,9,3,1,2,6,8
5,0,3,4,9,1,2,6,8
5,2,3,0,9,6,4,8,1
6,0,1,3,2,9,8,4,5
6,2,1,3
7,0,9,1,2,3,4,6,5,8
7,1,2,0,9,3,6,4,8,5
8,0,2,9,6,3
8,1,3
9,0,1,2,4,3,6,5,8
9,2,1,4,3,5
0,3,6,1,2,9,8,4,5
1,2,3,0,9,6,4,8,5
3,8,9
3,9,0,1,2,4,6,5,8
4,0,9,7,6,8,2,1,3,5
4,7,9,8
5,0,3,6,4,9,1,8,2
3,8,0,5,4,1,9,2,6
3,8,0,6,1,2,9,4,5
3,8,5,6
3,8,9,0,1,2,4,6,5
