0,1,2,3,4,5,6,7,8,9,10,11
"(0, 5)","(0, 8)","(0, 1)","(0, 4)","(0, 10)","(1, 6)","(1, 8)","(1, 5)","(2, 9)","(2, 6)","(2, 8)","(2, 7)","(2, 5)","(3, 10)","(3, 8)","(3, 7)","(3, 9)","(3, 11)","(3, 6)","(4, 11)","(4, 9)","(4, 6)","(4, 10)","(5, 9)","(5, 11)","(5, 6)","(6, 11)","(6, 7)","(6, 10)","(6, 9)","(7, 8)","(8, 9)","(8, 11)","(9, 10)","(9, 11)","(10, 11)"
60,32
2,3,9,6,8,7,1,11,5,0,10,4
3,2,8,7,9,6,1,11,5,0,10,4
6,0,1,5,10,4,9,11,8,3,2,7
9,1,5,8,6,0,11,2,3,7,4,10
11,2,6,5,9,8,1,7,3,0,10,4
0,1,4,6,5,10,9,11,8,3,2,7
0,4,9,5,8,10,11,6,1,2,3,7
0,5
1,6,4,0,5,10,9,11,8,3,2,7
1,8
2,4,9,6,8,11,0,1,7,3,5,10
4,6,1,0,5,10,9,11,8,3,2,7
5,2,4,0,9,11,6,8,10,1,3,7
5,6,0,1,10,4,9,11,8,2,3,7
7,2,4,6,9,3,8,10,11,0,1,5
7,3,5,6,2,9,11,8,0,1,10,4
7,6,1,8,3,2,9,11,5,0,4,10
8,2,6,1,3,7,9,11,5,0,4,10
8,3,6,1,2,7,9,11,5,0,10,4
8,9,1,5,6,0,11,2,7,3,4,10
8,11,2,6,5,9,1,7,3,0,10,4
9,2,3,6,8,7,1,11,5,0,4,10
10,0,3,8,9,11,5,4,6,1,2,7
10,2,9,6,3,8,7,0,11,1,5,4
10,3,2,9,6,8,7,1,11,0,5,4
10,6,1,0,5,4,9,11,8,3,2,7
11,3,2,6,5,9,8,7,1,0,4,10
5,2,6,4,0,9,11,8,1,10,3,7
7,3,6,9,2,8,1,11,5,0,10,4
7,6,2,4,9,3,8,10,11,1,0,5
8,11,3,7,6,1,2,9,5,0,4,10
10,4,6,1,0,5,9,11,8,3,2,7
