0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 11)","(0, 15)","(1, 3)","(1, 15)","(1, 16)","(2, 6)","(2, 12)","(2, 14)","(2, 15)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 14)","(4, 5)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 15)","(5, 7)","(6, 8)","(6, 16)","(7, 9)","(7, 11)","(7, 15)","(8, 10)","(8, 12)","(9, 13)","(9, 15)","(9, 16)","(10, 11)","(10, 13)","(10, 16)","(12, 13)","(12, 14)","(13, 14)","(13, 16)","(14, 15)","(15, 16)"
99,44
3,0,1
4,2,12,15,14,3,8,1,7,10,6,16,13,5,9,11,0
5,0,3,1,4,11,7,15,14,9,12,13,10,16,2,8,6
6,0,2,15,16,1
7,1,3,15,4,14,5,9,11,12,16,13,0,10,2,8,6
8,0,3,1,10,11,4,7,16,12,15,5,9,6,2,14,13
12,1,2,15,4,14,3,8,13,16,6,7,10,9,5,11,0
13,0,9,15,14,16,10,11,1,4,7,3,12,5,8,2,6
16,0,1,15
0,6,1,16,15,2,8,3,11,10,4,7,14,12,13,9,5
1,5,3,7,15,4,14,9,11,12,16,13,0,10,2,8,6
1,6,16,0,2,15
1,8,3,4,15,10,12,7,14,2,6,16,13,5,9,11,0
1,10,16,12,3,4,15,8,14,2,13,7,9,6,11,5,0
1,13,16,5,3,9,4,10,12,7,14,15,8,11,2,6,0
2,6,0,15,16,1
2,7,15,8,6,12,3,1,4,14,16,10,9,5,13,11,0
2,12,5,4,15,14,3,7,9,11,1,8,13,16,10,6,0
4,3,2,12,15,14,8,1,7,10,6,16,13,5,9,11,0
9,4,14,13,15,3,12,10,16,1,7,2,8,11,6,5,0
9,6,16,0,15,2,1
9,7,1,15,16,3,4,14,5,11,10,12,13,0,8,2,6
9,13,5,4,7,10,12,14,3,11,15,8,2,16,0,1,6
9,2,15,16,6,0,1
10,4,3,8,12,13,14,9,15,16,7,6,1,2,11,5,0
10,6,8,16,9,4,13,3,12,7,15,2,5,11,14,1,0
10,8,5,4,3,12,13,14,9,7,15,16,6,11,2,1,0
11,4,9,7,3,5,15,1,14,0,16,12,13,10,2,8,6
11,7,9,4,3,5,15,1,14,0,16,12,13,10,2,8,6
11,8,10,5,4,7,3,12,9,15,13,2,14,16,6,0,1
14,0,15,1,3,4,7,12,11,5,9,2,8,13,16,10,6
14,3,1,15,4,7,12,5,9,11,8,2,13,16,0,10,6
14,12,1,3,15,2,4,8,13,16,7,6,10,9,5,11,0
14,13,1,3,15,16,4,7,9,12,10,5,11,2,8,0,6
15,4,8,1,3,7,14,2,6,16,12,10,13,5,9,11,0
15,6,2,16,0,1
15,7,1,3,4,14,5,9,11,12,16,13,0,10,2,8,6
15,16,0,1
0,1,2,15,5,3,11,4,7,12,14,8,10,13,9,16,6
1,2,15,9,16,6
2,14,12,11,4,15,0,7,3,13,10,5,9,1,16,8,6
2,14,15
9,15,7,1,16,3,4,14,5,11,10,12,13,0,8,2,6
9,15,16,0,1
