0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 15)","(0, 2)","(0, 14)","(0, 3)","(1, 3)","(1, 15)","(1, 14)","(1, 6)","(1, 9)","(2, 3)","(2, 4)","(2, 5)","(2, 15)","(2, 7)","(2, 12)","(3, 4)","(3, 5)","(3, 6)","(3, 10)","(4, 5)","(4, 6)","(4, 12)","(4, 7)","(5, 7)","(5, 8)","(5, 11)","(5, 13)","(6, 7)","(6, 8)","(6, 9)","(7, 9)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(9, 12)","(9, 13)","(9, 10)","(10, 12)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(13, 14)","(13, 15)","(14, 15)"
96,33
6,0,3,1
8,0,9,1,6,3,10,5,2,11,14,7,13,12,15,4
9,0,1
10,2,12,3,4
12,1,14,9,13,11,15,2,3,0,7,5,4,10,6,8
0,1,2,3,15
0,2,1,3,15
0,4,2,3,1,6,15,7,5,9,8,13,11,12,10,14
0,5,2,3,1,15,13,14,12,9,11,4,10,8,7,6
0,6,1,3,13,15,14,9,5,2,12,11,10,8,7,4
0,7,2,14,6,1,9,5,11,13,12,4,15,3,8,10
0,11,14,12,2,5,15,3,13,4,1,10,9,6,8,7
0,13,15,14,10,3,12,9,2,1,5,4,6,11,7,8
1,6,0,3
2,4,0,3
2,5,0,3
2,12,1,3,0,15,14,9,4,10,6,13,11,7,5,8
3,6,0,1
3,11,5,12,2,4,10,13,15,8,9,0,1,14,6,7
3,13,5,10,12,9,8,4,2,11,6,1,7,15,0,14
3,14,1,0,5,13,11,2,15,9,12,6,10,8,7,4
11,5,2,12,13,4,15,14,0,3,10,1,8,9,6,7
13,5,2,12,15,11,4,14,0,3,10,1,9,8,6,7
15,4,2,6,1,3,7,0,9,5,13,12,10,8,11,14
15,6,1,13,9,14,11,12,8,2,4,5,10,3,7,0
15,11,14,13
15,13,11,14
0,14,1,2,15,12,3,13,9,10,4,5,11,7,6,8
1,9,6,5,3,8,7,11,13,4,10,2,14,12,15,0
2,7,4,3,6,5,8,9,10,12,1,11,13,14,0,15
2,7,5,3,6,4,8,9,10,12,11,13,1,14,15,0
14,11,12,10,9,8,13,1,5,15,3,6,4,2,7,0
2,3,4,5
