0,1,2,3,4,5,6,7,8
"(0, 2)","(0, 6)","(0, 5)","(1, 8)","(1, 5)","(1, 2)","(1, 7)","(1, 6)","(2, 4)","(2, 3)","(2, 8)","(2, 5)","(3, 5)","(4, 6)","(4, 8)","(5, 7)","(6, 7)","(6, 8)"
47,26
0,1,2,6,5,4,8,7
1,0,5,2,6,7,4,8
3,1,5,2
4,1,2,6,8,0,5,7
7,0,6,5,1,2,4,8
8,0,6,2,4,1,5,7
0,1,2,6,5,4,8,7
0,2,4,6,8,1,5,7
1,2,4,8,6,0,5,7
2,8,0,6,4,1,5,7
3,1,5,2,6,0,7,4,8
5,0,1,2,6,4,8,7
5,1,0,2,6,4,8,7
5,3,1,2
5,7,0,6,1,2,4,8
6,1,5,7,0,2,4,8
6,4,5,7,0,1,2,8
6,7,0,5,1,2,4,8
6,8,0,2,4,1,5,7
7,1,0,6,5,2,4,8
8,1,0,6,2,5,4,7
2,3,4,1,5,6,8,0,7
2,8,1,4,6,0,5,7
5,7,1,0,6,2,4,8
6,1,7,5,0,2,4,8
6,8,1,5,7,0,2,4
