0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 12)","(1, 12)","(2, 12)","(3, 12)","(4, 12)","(5, 12)","(6, 12)","(7, 12)","(8, 12)","(9, 12)","(10, 12)","(11, 12)"
4109,24
0,11,12
1,11,12
2,11,12
3,11,12
4,11,12
5,11,12
6,11,12
7,11,12
8,11,12
9,11,12
10,11,12
11,10,12
0,1,12,2,3,4,5,6,7,8,9,10
0,1,12,2,3,4,5,6,7,8,9,11
0,1,12,2,3,4,5,6,7,8,10,11
0,1,12,2,3,4,5,6,7,9,10,11
0,1,12,2,3,4,5,6,8,9,10,11
0,1,12,2,3,4,5,7,8,9,10,11
0,1,12,2,3,4,6,7,8,9,10,11
0,1,12,2,3,5,6,7,8,9,10,11
0,1,12,2,4,5,6,7,8,9,10,11
0,1,12,3,4,5,6,7,8,9,10,11
0,2,12,3,4,5,6,7,8,9,10,11
1,2,12,3,4,5,6,7,8,9,10,11
