0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 2)","(0, 11)","(0, 4)","(0, 10)","(0, 9)","(0, 6)","(0, 8)","(0, 7)","(0, 1)","(0, 12)","(0, 3)","(0, 13)","(0, 5)","(1, 3)","(1, 13)","(1, 4)","(1, 5)","(1, 11)","(1, 6)","(1, 10)","(1, 7)","(1, 9)","(1, 8)","(1, 2)","(1, 12)","(2, 4)","(2, 5)","(2, 13)","(2, 6)","(2, 11)","(2, 8)","(2, 10)","(2, 3)","(2, 9)","(2, 12)","(3, 6)","(3, 8)","(3, 12)","(3, 9)","(3, 10)","(3, 4)","(3, 5)","(3, 13)","(4, 8)","(4, 9)","(4, 12)","(4, 11)","(4, 5)","(4, 6)","(4, 13)","(5, 6)","(5, 7)","(5, 10)","(5, 13)","(5, 12)","(5, 8)","(5, 9)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 12)","(9, 10)","(9, 11)","(9, 13)","(10, 12)","(10, 13)","(10, 11)","(11, 12)","(12, 13)"
Nombre de convexes,4098
Nombre d'attributs,55
Attributs :
3,7,1,6,8,12,9,10,5,0,13
0,1,2,4,6,8,9,11
0,1,2,4,6,8,11,12
0,1,2,4,6,9,11,12
0,1,2,4,8,9,11,12
0,1,2,6,8,9,10,11
0,1,2,6,8,10,11,12
0,1,2,6,9,10,11,12
0,1,2,8,9,10,11,12
0,1,4,6,8,9,11,12
0,1,6,7,8,9,10,11
0,1,6,7,8,9,11,12
0,1,6,7,8,10,11,12
0,1,6,7,9,10,11,12
0,1,7,8,9,10,11,12
0,2,4,6,8,9,11,12
0,2,6,8,9,10,11,12
0,6,7,8,9,10,11,12
1,2,4,6,8,9,11,12
1,2,6,8,9,10,11,12
1,6,7,8,9,10,11,12
0,1,2,4,6,8,9,11,12
0,1,2,6,8,9,10,11,12
0,1,5,6,7,8,9,10,12
0,1,5,6,7,8,9,10,13
0,1,5,6,7,8,9,12,13
0,1,5,6,7,8,10,12,13
0,1,5,6,7,9,10,12,13
0,1,5,7,8,9,10,12,13
0,1,6,7,8,9,10,11,12
0,1,6,7,8,9,10,12,13
0,5,6,7,8,9,10,12,13
1,5,6,7,8,9,10,12,13
0,1,2,3,4,5,6,8,9,12
0,1,2,3,4,5,6,8,9,13
0,1,2,3,4,5,6,8,12,13
0,1,2,3,4,5,6,9,12,13
0,1,2,3,4,5,8,9,12,13
0,1,2,3,4,6,8,9,12,13
0,1,2,3,5,6,8,9,10,12
0,1,2,3,5,6,8,9,10,13
0,1,2,3,5,6,8,10,12,13
0,1,2,3,5,6,9,10,12,13
0,1,2,3,5,8,9,10,12,13
0,1,2,3,6,8,9,10,12,13
0,1,2,4,5,6,8,9,12,13
0,1,2,5,6,8,9,10,12,13
0,1,3,4,5,6,8,9,12,13
0,1,5,6,7,8,9,10,12,13
0,2,3,4,5,6,8,9,12,13
0,2,3,5,6,8,9,10,12,13
1,2,3,4,5,6,8,9,12,13
1,2,3,5,6,8,9,10,12,13
0,1,2,3,4,5,6,8,9,12,13
0,1,2,3,5,6,8,9,10,12,13
