0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 11)","(1, 2)","(1, 3)","(2, 4)","(2, 6)","(3, 4)","(3, 5)","(4, 5)","(4, 6)","(4, 12)","(5, 6)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(8, 9)","(8, 10)","(9, 11)","(10, 11)","(11, 12)"
89,32
3,0,1
4,1,3,2
5,0,4,2,6,12,3,1,10,11,8,9,7
6,1,2
7,1,6,2,5,3,4
8,0,9,11,10,6,2,5,4,7,12,3,1
0,9,11,1,6,2
0,10,11,9,8,6,2,5,4,12,3,1,7
1,5,3,0,4,2,6,12,10,11,8,9,7
2,5,4,6,0,12,3,1,10,11,8,9,7
2,8,6,0,9,11,10,5,4,7,12,3,1
4,1,3,2,5,6,0,12,10,11,8,9,7
9,4,6,0,11,2,12
10,3,5,2,11,0,8,6,4,1,12,9,7
10,4,5,2,11,0,8,6,12,9,1,3,7
10,5,2,11,0,8,6,4,9,12,1,3,7
10,4,5,6,8,7,2,11,0,12,9,1,3
10,4,5,11,12,3,0,1,2,6,8,9,7
11,5,10,3,12,4,0,1,2,6,8,9,7
11,8,10,9,3,5,12,4,0,1,7,6,2
12,3,4,5,2,0,1,6,11,10,9,8,7
0,1,6,2,8,11,10,9,5,3,4,12,7
0,4,12,2,6,8,11,10,9,5,3,1,7
0,4,12,2,11,5,1,3,6,10,9,8,7
1,2,11,0,5,3,4,6,10,12,9,8,7
2,4,5,6,7,0,12,3,1,10,11,9,8
2,9,6,8,3,1,4,7,5,10,0,11,12
10,3,5,4,2,11,0,8,6,1,12,9,7
11,6,9,5,10,7,8,3,12,4,0,1,2
12,0,9,11,1,6,2,4,3,5,7,10,8
12,4,5,2,0,6,1,3,11,10,9,8,7
12,4,6,5,2,0,1,3,11,10,9,8,7
