0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 7)","(0, 5)","(0, 9)","(0, 6)","(0, 4)","(1, 11)","(1, 5)","(1, 9)","(1, 12)","(2, 7)","(2, 3)","(2, 8)","(2, 13)","(3, 11)","(4, 9)","(4, 13)","(5, 8)","(5, 12)","(5, 13)","(5, 6)","(6, 7)","(6, 8)","(7, 8)","(7, 10)","(7, 11)","(8, 11)","(8, 10)","(11, 13)"
105,34
3,0,2,7,11,8,13,5,6,4,1,9
0,1,5,9,4,13,11,7,8,6,2,3
0,4,3,7,2,11,13,8,5,6,1,9
0,1,5,9,10,7,11,8,6,13,4,2,3
0,1,5,9,12,4,13,11,7,8,6,2,3
1,3,11,8,5,2,13,7,6,0,9,4
2,6,7,8,12,5,13,0,11,1,4,9,3
4,5,13,0,3,11,2,8,1,7,6,9
4,6,0,3,13,11,2,7,8,5,1,9
4,7,0,5,13,6,8,11,2,1,3,9
5,8,0,7,6
7,0,1,11,5,9,13,8,6,2,4,3
7,9,0,3,2,11,1,13,4,8,5,6
8,2,5,13,11,3,7,1,6,0,4,9
9,10,0,7,3,1,11,2,8,5,13,4,6
9,11,1,2,4,13,0,7,8,3,5,6
10,0,7,3,2,8,11,13,5,6,4,1,9
10,2,7,8,5,13,6,0,11,4,3,1,9
10,4,7,0,8,13,11,5,2,6,1,3,9
11,1,2,13,8,3,7,5,6,0,9,4
11,3,0,7,2,8,13,5,6,4,1,9
12,3,1,11,8,5,2,13,7,6,0,9,4
13,2,3,11,8,7,5,1,0,6,9,4
2,7,8,5,13,6,0,11,4,3,1,9
4,7,0,6,8,13,11,5,2,1,3,9
4,9,0,5,13,1,11,7,8,6,2,3
4,9,6,0,5,13,1,11,8,7,2,3
4,9,7,0,5,13,1,6,8,11,2,3
5,12,8,4,0,13,1,9,7,6,11,2,3
5,12,13,4,0,1,9,11,8,7,2,6,3
7,6,0,3,2,11,8,13,5,4,1,9
7,11,8,5,6,0,13,1,4,9,2,3
9,6,0,7,3,1,11,2,8,5,13,4
9,12,1,11,2,4,13,0,7,5,8,3,6
