0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 10)","(0, 1)","(0, 2)","(0, 7)","(1, 2)","(1, 10)","(1, 8)","(1, 3)","(1, 11)","(1, 6)","(1, 4)","(2, 6)","(2, 8)","(2, 4)","(2, 10)","(3, 10)","(3, 7)","(3, 8)","(3, 6)","(4, 13)","(4, 11)","(4, 12)","(4, 8)","(4, 9)","(4, 10)","(5, 10)","(5, 9)","(5, 11)","(5, 7)","(6, 7)","(6, 12)","(7, 9)","(7, 13)","(7, 8)","(7, 12)","(8, 10)","(8, 9)","(8, 13)","(9, 10)","(9, 13)","(10, 12)","(11, 13)"
91,56
3,0,10,7,1,8,5,12,9,6,2,4,11,13
4,0,10,2,1
5,1,10,11,4,9,8,13,7,6,3,0,12,2
6,0,7,2,1,8,3,10,12,5,9,4,11,13
8,0,10,2,1,7,3,5,12,9,6,11,4,13
9,0,7,10,3,5,8,12,1,6,2,4,11,13
11,0,1
12,3,6,10,7,2,1,8,0,5,9,4,11,13
0,7,12,10,8,3,5,9,2,1,4,6,11,13
1,3,2,10,8,6,12,7,4,0,9,5,13,11
1,4,0,10,2
1,6,0,7,2,3,8,10,12,5,9,4,11,13
1,8,0,10,2,7,3,5,12,9,6,11,4,13
1,9,10,8,4,0,7,2,6,3,5,12,13,11
1,13,8,11,4,0,7,10,2,6,3,5,9,12
2,4,0,10,1
2,6,0,7,1,8,3,10,12,5,9,4,11,13
2,8,0,10,1,7,3,5,12,9,6,11,4,13
2,9,8,4,10,0,7,1,6,13,12,3,5,11
7,3,5,10,8,0,12,9,2,1,4,6,11,13
7,5,4,9,13,8,12,10,11,1,0,3,6,2
7,6,2,0,8,1,10,3,5,12,9,11,4,13
7,8,2,6,0,1,3,10,5,12,9,11,4,13
7,9,4,13,8,12,10,0,3,5,1,2,6,11
7,12,5,10,8,0,3,9,4,2,1,6,13,11
10,3,0,7,1,9,5,8,12,6,4,11,2,13
10,4,0,2,1
10,5,1,11,4,9,8,13,7,3,0,12,6,2
10,8,0,2,1,7,6,3,9,5,12,4,11,13
10,9,0,7,3,5,8,12,1,6,2,4,11,13
10,12,3,6,7,2,1,9,0,5,8,4,11,13
10,13,8,4,9,1,11,5,7,3,0,12,6,2
12,4,9,10,7,8,0,3,5,13,2,1,6,11
13,2,4,8,0,7,10,1,6,9,12,3,5,11
13,4,0,7,10,2,1,9,8,12,3,5,6,11
0,1,2,3,10,7,6,8,5,12,9,11,4,13
0,1,10
0,2,10
1,2,8,3,6,10,7,12,0,9,5,4,11,13
1,2,11,4,7,0,8,3,6,5,13,12,9,10
1,10,3,2,8,6,7,12,0,9,5,4,11,13
1,10,4,0,2
1,10,8,0,2,7,6,3,9,5,12,4,11,13
1,11,3,5,10,7,4,8,0,12,9,6,13,2
1,11,4,0,10,2,5,9,7,8,13,6,3,12
2,10,4,0,1
2,10,8,0,1,7,3,6,9,5,12,4,11,13
7,5,6,8,10,9,2,1,3,0,12,4,11,13
7,8,3,12,10,4,6,0,5,9,1,2,13,11
7,9,5,4,13,8,12,10,11,1,0,3,6,2
7,13,6,8,2,1,3,0,4,10,11,12,9,5
7,13,8,2,6,0,4,1,3,12,10,9,11,5
0,1,10,2,3,7,6,8,9,5,12,4,11,13
1,2,4,8,7,0,3,6,13,12,9,10,11,5
1,2,10,8,3,6,12,7,4,0,9,5,13,11
1,2,4,10,8,7,0,3,6,13,12,9,5,11
