0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 16)","(0, 15)","(0, 14)","(0, 11)","(0, 12)","(0, 4)","(0, 7)","(0, 2)","(1, 2)","(1, 3)","(1, 4)","(1, 12)","(2, 4)","(2, 7)","(2, 11)","(2, 10)","(3, 4)","(3, 15)","(3, 5)","(3, 11)","(3, 16)","(4, 5)","(4, 7)","(4, 12)","(5, 6)","(5, 8)","(5, 14)","(6, 7)","(6, 15)","(6, 12)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(11, 12)","(11, 14)","(11, 15)","(12, 14)","(12, 16)","(12, 15)","(13, 14)","(13, 15)","(13, 16)","(14, 15)"
116,66
0,1,12,4,2,11,10,3,7,15,16,6,9,8,13,5,14
1,0,2,4,12,11,10,3,7,15,16,6,9,8,13,5,14
3,0,4,15,11,16,12,2,13,1,10,14,5,7,8,6,9
5,0,4,14,12,6,7,15,8,9,10,3,11,2,16,1,13
6,0,7,15,12,9,4,10,11,5,3,2,8,14,16,1,13
8,4,7,5,6,12,11,10,9,0,14,2,3,15,1,16,13
9,0,7,11,12,8,10,2,6,4,5,1,15,3,14,16,13
10,1,12,2,11,0,4,3,7,15,16,6,9,8,13,5,14
13,4,14,12,15,16,0,5,3,11,6,1,2,8,7,10,9
0,2,3,16,15,11,4,1,13,12,14,5,10,6,8,7,9
1,2,3,4,11,0,12,16,15,10,13,7,14,5,6,8,9
3,1,2,4,11,0,12,16,15,10,13,7,14,5,6,8,9
4,0,1,12,2,11,10,3,7,15,16,6,9,8,13,5,14
4,1,0,2,12,11,10,3,7,15,16,6,9,8,13,5,14
4,3,0,15,11,16,12,13,2,1,14,10,5,7,8,6,9
4,5,0,14,12,6,7,15,8,9,10,3,11,2,16,1,13
7,0,1,4,2,12,11,10,9,6,8,3,15,5,16,14,13
8,5,7,4,6,12,11,10,9,14,0,3,2,15,1,16,13
10,2,6,12,7,11,0,4,1,9,15,8,3,5,14,16,13
11,0,1,12,2,3,4,10,16,15,7,13,8,9,6,14,5
11,3,8,5,14,15,6,12,7,4,16,1,10,9,0,2,13
11,8,7,10,9,0,2,12,4,6,1,3,5,15,16,14,13
11,9,2,10,7,8,0,12,4,1,6,3,5,15,16,14,13
11,10,1,12,2,3,0,4,16,15,7,13,8,9,6,14,5
12,0,3,11,4,16,1,15,2,13,10,14,5,7,8,6,9
12,1,3,11,4,16,15,2,0,13,10,14,5,7,8,6,9
12,6,0,7,15,9,4,10,11,5,3,2,8,14,1,16,13
12,8,11,10,9,14,5,4,6,3,7,2,0,15,1,16,13
12,9,0,7,11,6,4,10,8,2,15,5,3,1,14,16,13
14,0,1,12,4,2,11,10,5,3,8,7,6,15,16,9,13
14,2,11,0,13,15,16,3,12,5,4,1,10,8,6,7,9
14,5,12,4,6,0,7,15,8,9,10,3,11,2,1,16,13
14,9,12,11,8,5,10,4,6,3,0,7,2,15,1,16,13
14,10,12,11,8,5,9,4,6,3,0,2,7,15,1,16,13
14,10,12,11,15,8,5,9,4,6,3,0,2,7,1,16,13
15,0,1,3,12,4,2,11,16,10,13,7,14,5,6,9,8
15,2,0,11,13,14,16,12,3,10,4,1,5,7,8,6,9
15,3,10,11,12,4,16,1,0,2,7,13,14,6,8,9,5
15,6,10,11,12,7,9,8,0,2,4,5,1,3,14,16,13
15,8,11,7,0,6,10,9,2,12,5,4,1,14,3,16,13
15,9,11,12,7,0,6,10,8,2,4,5,1,3,14,16,13
15,10,11,12,7,0,6,9,8,2,4,5,1,3,14,16,13
16,0,1,12,3,4,2,11,15,10,13,7,14,5,6,9,8
16,2,0,6,12,7,15,11,10,4,1,9,13,3,8,14,5
16,3,4,0,12,15,11,1,13,2,14,5,10,6,8,7,9
16,7,0,1,12,3,4,2,10,9,6,11,15,5,8,13,14
16,9,12,8,0,11,3,7,10,5,15,4,2,14,1,6,13
16,10,12,8,0,11,3,7,9,5,2,15,4,14,1,6,13
0,2,4,6,15,12,7,5,11,3,14,10,1,9,8,16,13
1,2,4,6,12,7,5,11,10,0,9,14,8,3,15,16,13
2,7,0,3,1,4,11,16,15,12,10,9,8,13,6,14,5
3,1,4,2,11,12,0,16,15,10,13,7,14,5,6,8,9
4,7,0,1,2,12,11,10,9,6,3,8,15,5,16,14,13
8,5,9,7,4,6,12,11,10,14,0,3,2,15,1,16,13
11,0,2,13,14,15,16,12,3,10,4,1,5,7,8,6,9
11,3,9,8,5,14,15,12,6,4,16,1,10,7,2,0,13
11,8,9,7,10,0,2,12,4,6,1,3,5,15,16,14,13
11,12,0,13,14,15,16,3,4,1,5,2,8,6,10,7,9
11,12,9,7,10,8,0,2,4,6,5,15,1,3,14,16,13
14,9,12,11,10,13,15,16,0,3,7,2,4,5,1,6,8
14,11,0,1,12,2,3,4,10,16,15,5,7,8,13,6,9
15,11,0,1,3,12,2,4,16,10,13,7,14,5,6,8,9
11,8,9,10,7,0,2,12,4,6,1,3,5,15,16,14,13
11,12,0,14,13,15,16,3,4,1,5,2,8,6,10,7,9
15,11,12,0,13,14,16,3,4,1,5,2,6,8,10,7,9
14,11,12,15,9,8,5,10,3,4,6,1,16,0,2,7,13
