0,1,2,3,4,5,6,7,8,9,10
"(0, 1)","(0, 10)","(0, 9)","(0, 8)","(0, 5)","(0, 7)","(1, 2)","(1, 10)","(1, 4)","(1, 5)","(2, 3)","(2, 4)","(2, 5)","(2, 10)","(2, 6)","(2, 9)","(2, 8)","(3, 4)","(3, 6)","(3, 9)","(3, 7)","(4, 5)","(4, 6)","(4, 7)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(8, 9)"
98,34
2,0,1,5,10,9,8
4,0,5,1,7
0,1,4,5,7
1,3,2,4,9,0,5,6,7,10,8
3,2,0,9,7,1,5,10,8,4,6
5,2,0,1,10,9,8
5,4,0,1,7
6,2,0,5,8,9,1,10,4,7,3
8,0,2,1,10,9,5
8,2,4,7,6,5,9,3
10,2,0,1,5,9,8
10,3,2,0,9,7,1,5,8,4,6
10,4,1,2,0,5,7,9,8,3,6
10,6,2,1,5,4,0,9,8,7,3
1,2,4,0,5,10,9,8,7,6,3
5,6,2,0,8,9,1,10,4,7,3
7,3,4,1,5,0,2,6,9,10,8
8,6,2,1,5,0,4,9,10,7,3
8,7,0,4,6,5,2,1,3,9,10
8,9,0,2,1,10,5
8,9,2,4,7,6,5,3
9,2,3,1,0,5,4,10,8,7,6
9,3,6,1,0,2,5,4,7,8,10
9,6,2,1,0,5,4,8,10,7,3
9,7,0,2,8,5,4,3,1,10,6
0,5,7,8,6,9,4,3,2,1,10
0,5,7,9,6,8,4,3,2,1,10
1,4,5,2,3,6,7,9,8,0,10
5,8,2,6,1,0,4,10,9,7,3
5,9,2,6,1,0,4,10,8,7,3
8,9,6,2,1,5,0,4,10,7,3
8,9,7,0,4,6,5,2,3,1,10
9,3,6,2,1,0,5,4,7,8,10
5,8,6,9,2,1,0,4,10,7,3
