0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 11)","(0, 6)","(0, 1)","(0, 7)","(1, 12)","(1, 7)","(1, 9)","(1, 13)","(1, 6)","(2, 14)","(2, 9)","(2, 4)","(2, 6)","(2, 8)","(2, 11)","(2, 12)","(2, 15)","(3, 14)","(3, 10)","(3, 13)","(3, 16)","(3, 11)","(3, 4)","(4, 14)","(4, 8)","(4, 9)","(4, 5)","(4, 15)","(4, 6)","(4, 16)","(5, 15)","(5, 14)","(5, 16)","(5, 12)","(6, 15)","(6, 7)","(6, 13)","(7, 15)","(7, 12)","(8, 16)","(9, 14)","(9, 10)","(9, 15)","(10, 11)","(10, 12)","(10, 16)","(10, 14)","(11, 12)","(11, 13)","(13, 14)","(14, 16)"
93,42
2,3,14,4,11,13,10,6,9,12,16,0,15,1,7,5,8
5,0,15,7,12,6,4,1,11,2,9,13,3,14,10,16,8
8,1,4,9,2,6,12,5,15,10,7,16,14,3,11,13,0
9,0,1
12,0,1,11,7,13,6,2,9,15,14,10,4,5,3,16,8
13,0,1,11,6,12,2,7,14,9,15,5,4,10,3,16,8
14,0,2,6,4,13,11,3,10,9,1,12,15,7,16,5,8
16,1,5,12,10,3,13,14,9,4,6,15,11,2,7,0,8
0,1,5,11,12,7,6,15,4,13,2,3,9,14,16,10,8
0,3,11,9,1,14,10,4,2,13,12,6,16,7,5,15,8
0,4,6,5,11,12,1,7,15,3,2,13,9,14,16,10,8
1,12,4,9,6,5,2,10,15,14,7,3,16,13,11,0,8
2,4,5,14,12,15,10,9,7,11,3,16,1,6,13,0,8
3,4,2,14,11,13,10,6,9,16,12,0,15,1,7,8,5
4,5,2,15,14,12,9,7,10,1,6,13,3,16,11,0,8
6,2,3,4,13,14,11,10,0,9,16,12,1,15,7,8,5
6,5,15,4,14,2,13,9,12,11,3,1,7,10,0,16,8
6,8,4,2,14,13,16,3,11,0,10,1,9,12,15,7,5
6,13,0,1,11,12,2,7,14,9,15,5,4,10,3,16,8
6,16,4,3,13,14,2,8,11,0,10,1,9,12,15,7,5
7,4,15,6
8,2,3,4,16,14,11,10,13,9,12,6,1,15,5,7,0
10,0,11,2,9,12,14,6,1,4,15,7,5,13,3,16,8
10,9,2,11,12,14,3,13,1,5,4,16,6,0,15,8,7
11,0,2,6,13,1,14,12,9,3,10,4,7,5,15,16,8
11,2,7,0,12,6,15,1,5,13,9,14,4,10,3,16,8
11,8,2,10,16,14,9,12,3,4,5,13,1,6,15,0,7
11,12,1,0,13,7,6,2,9,14,15,10,4,3,5,16,8
13,1,2,11,14,6,12,9,0,10,3,4,5,7,15,16,8
15,0,7,6,3,4,11,1,13,12,10,2,9,14,5,16,8
15,2,3,4,14,11,5,9,13,10,12,16,1,6,7,8,0
0,1,6,5,11,12,7,15,4,13,2,3,9,14,16,10,8
1,6,13,5,12,15,4,14,7,2,11,10,9,3,0,16,8
1,7,0,5,12,15,11,6,4,2,9,13,3,14,10,16,8
2,4,6,7,12,15,5,1,14,9,13,10,11,3,16,0,8
6,15,2,3,4,13,14,11,5,9,10,0,12,16,7,1,8
8,2,4,5,16,14,12,15,10,9,7,11,3,1,6,13,0
10,11,12,2,9,14,1,3,13,5,0,6,4,16,15,7,8
11,12,2,7,0,6,15,1,13,5,9,14,4,10,3,16,8
15,2,4,5,14,12,9,10,7,1,11,3,16,6,13,0,8
15,4,5,3,14,16,2,9,12,11,8,10,7,1,13,6,0
4,6,15,2,7,12,5,1,14,9,13,10,3,11,16,0,8
