0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 14)","(0, 2)","(0, 8)","(1, 2)","(1, 3)","(1, 14)","(2, 3)","(2, 4)","(2, 13)","(3, 5)","(3, 9)","(3, 11)","(4, 7)","(4, 5)","(5, 6)","(5, 13)","(5, 9)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(8, 10)","(8, 11)","(9, 10)","(10, 11)","(10, 12)","(12, 13)","(12, 14)","(13, 14)"
98,35
3,0,2,1
4,1,2
5,0,6,8,3,2,4,13,1,14,7,11,10,12,9
9,0,10,8,7,3,2,1,11,12,13,14,4,5,6
13,1,14,2,0
0,3,1,2,7,8,9,4,11,10,5,12,14,13,6
0,6,8,5,1,3,2,14,13,4,11,7,12,10,9
0,7,8,1,9,3,4,2,10,5,11,12,14,13,6
0,7,8,11,5,1,3,2,14,13,4,6,9,12,10
1,3,0,2
1,4,2
1,5,3,8,0,6,11,2,14,13,4,7,12,10,9
1,9,3,0,10,8,7,2,11,12,14,13,4,5,6
1,11,3,0,8,2
1,12,14
1,13,2,14,0,11,3,12,10,5,8,9,4,6,7
2,3,0,1
2,9,3,0,10,8,7,1,11,12,13,14,4,5,6
2,11,3,0,8,1
6,3,5,7,9,4,2,13,0,8,14,12,10,1,11
6,4,5,7,9,3,2,13,0,8,14,12,10,1,11
6,5,2,3,4,7,13,8,0,9,11,1,12,10,14
7,3,9,6,5,4,2,13,0,8,14,12,10,1,11
7,4,0,8,2
8,5,6,2,0,3,4,13,7,1,14,11,9,12,10
10,0,8,5,9,1,3,2,14,13,4,6,7,12,11
10,3,9,11,4,7,8,5,2,6,0,13,12,1,14
10,5,9,2,3,11,8,0,12,13,4,1,14,7,6
11,3,0,8,2,1
12,5,13,8,10,6,14,0,2,9,3,11,4,7,1
14,5,13,11,0,8,12,10,1,3,2,4,6,9,7
0,6,8,7,10,9,3,2,1,5,11,4,13,12,14
10,0,8,6,9,1,3,2,7,5,11,14,12,4,13
11,0,8,6,5,3,1,2,14,13,4,7,12,10,9
11,0,8,10,5,3,1,2,14,13,4,6,9,12,7
