0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 14)","(0, 13)","(0, 3)","(0, 10)","(1, 2)","(1, 14)","(1, 13)","(1, 10)","(1, 7)","(2, 3)","(2, 14)","(2, 10)","(2, 4)","(3, 4)","(3, 5)","(3, 6)","(4, 5)","(4, 6)","(4, 7)","(5, 6)","(5, 7)","(5, 8)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(7, 10)","(7, 12)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(12, 14)","(13, 14)"
108,56
2,0,1,3,14,10,13,12,11,7,9,6,5,4,8
7,0,10,1
11,4,10,7,12,9,8,2,14,6,5,13,0,1,3
12,3,13,0,10,14,2,9,6,7,5,4,1,11,8
0,1,6,3,7,2,4,5,10,14,8,9,12,11,13
0,3,2,1,14,10,13,12,11,9,6,7,5,4,8
0,4,3,2,1,14,10,7,13,12,11,6,5,8,9
0,5,3,2,1,14,10,4,7,12,11,8,13,6,9
0,6,3,2,1,14,10,4,7,12,9,11,8,13,5
0,7,1,10,6,3,9,8,4,5,2,14,12,13,11
1,2,3,0,14,10,13,12,11,7,9,6,5,4,8
1,5,7,4,2,3,10,0,6,8,14,9,12,11,13
1,6,7,4,2,3,10,0,5,9,8,14,12,11,13
1,6,7,8,10,9,4,2,5,3,0,14,12,11,13
3,2,1,0,14,10,13,12,11,9,6,7,5,4,8
3,7,4,5,6,2,10,1,0,8,9,14,12,11,13
3,8,5,6,2,10,4,0,7,9,1,14,11,12,13
3,9,6,2,10,4,0,8,7,1,14,5,12,11,13
4,2,0,3,1,14,10,7,13,12,11,6,5,8,9
5,2,4,3,1,7,0,10,6,14,8,9,11,12,13
6,2,4,3,1,7,0,10,5,14,9,8,11,12,13
7,0,10,1,8,6,3,9,4,5,2,14,12,13,11
7,0,10,1,9,6,3,8,4,5,2,14,12,13,11
8,2,10,7,1,4,5,6,3,9,0,14,11,13,12
8,4,7,6,5,2,10,1,3,9,0,14,11,12,13
8,5,0,10,3,7,2,6,1,4,14,9,11,12,13
8,4,7,6,5,9,2,10,1,3,0,14,11,12,13
9,2,10,7,1,4,6,3,8,0,5,14,12,11,13
9,4,7,6,2,10,1,3,8,0,5,14,12,11,13
9,5,8,7,6,0,10,3,1,2,4,14,12,11,13
9,6,0,10,3,8,7,2,5,1,4,14,12,11,13
9,5,8,7,6,10,0,3,1,4,2,14,12,11,13
10,2,0,1,3,14,13,12,11,7,9,6,5,4,8
10,5,8,7,0,3,1,2,6,4,14,9,13,12,11
10,6,9,8,7,0,3,1,2,5,4,14,13,12,11
10,7,0,1
10,6,9,8,7,11,12,4,2,5,14,3,1,0,13
11,5,8,4,10,7,12,9,2,14,6,13,0,1,3
12,4,7,3,13,0,10,14,2,9,6,5,1,11,8
14,2,0,1,3,10,11,12,13,9,6,8,5,7,4
14,11,7,12,1,10,9,8,13,0,2,3,4,5,6
0,4,3,5,2,1,14,10,7,12,11,8,13,6,9
0,6,3,4,2,1,14,10,7,12,9,11,8,13,5
0,10,1,6,3,9,8,7,2,5,4,14,13,12,11
0,10,13
1,5,7,6,4,2,3,10,0,8,9,14,12,11,13
3,2,4,1,0,7,14,10,6,5,12,13,11,9,8
3,4,8,5,6,7,2,10,1,0,9,14,11,12,13
8,1,7,10,5,4,6,2,9,3,0,14,11,12,13
10,1,2,3,0,14,13,12,11,7,9,6,5,4,8
13,0,1,9,12,11,10,7,14,8,2,3,4,6,5
13,0,14
13,1,10
13,1,14
13,10,11,7,12,1,9,8,14,0,2,3,4,5,6
14,0,1,12,13,10,7,11,2,9,8,3,4,6,5
