0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 15)","(0, 2)","(0, 14)","(0, 3)","(0, 5)","(0, 7)","(0, 9)","(0, 1)","(1, 3)","(1, 15)","(1, 13)","(1, 10)","(1, 2)","(1, 9)","(1, 8)","(2, 5)","(2, 15)","(2, 14)","(2, 12)","(2, 10)","(2, 7)","(2, 3)","(2, 11)","(3, 4)","(3, 5)","(3, 6)","(3, 15)","(3, 8)","(3, 13)","(3, 12)","(4, 5)","(4, 13)","(4, 12)","(4, 6)","(4, 15)","(5, 7)","(5, 8)","(5, 9)","(5, 15)","(5, 6)","(5, 11)","(5, 13)","(6, 8)","(6, 10)","(6, 11)","(6, 14)","(7, 8)","(7, 9)","(7, 11)","(7, 10)","(7, 12)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(9, 14)","(9, 12)","(10, 11)","(10, 12)","(11, 14)","(12, 13)","(12, 14)","(13, 15)","(14, 15)"
161,80
4,1,3,13,15
6,2,3,10,5,11,14,1,8,12,0,15,9,7,13,4
8,0,7,5,3,1,12,2,9,10,15,13,14,4,11,6
10,0,9,1,2,7,11,5,14,12,8,6,3,15,13,4
11,1,10,9,8,2,7,5,14,0,12,3,15,13,6,4
12,1,13,2,9,10,3,15,5,0,14,7,11,8,6,4
13,0,15,1,3,5,2,9,8,12,14,10,7,11,4,6
0,5,1,3,2,8,9,15,13,12,10,7,11,14,4,6
0,7,1,8,9,10,2,5,3,11,14,12,15,13,6,4
0,14,1,15,2,9,5,12,10,7,11,6,3,8,13,4
1,8,2,7,10,5,11,3,9,0,12,6,15,13,14,4
1,10,0,9,2,7,11,5,14,12,8,3,15,13,6,4
1,13,2,12,15,3,5,9,10,14,4,7,8,0,11,6
2,10,0,9,1,7,11,5,14,12,8,6,3,15,13,4
2,11,4,5,15,12,3,6,7,9,13,14,10,8,0,1
2,12,1,13,9,10,3,15,5,7,11,14,0,8,6,4
3,6,2,10,5,11,14,8,1,12,9,7,0,15,13,4
3,8,0,7,5,1,12,2,9,10,15,13,14,4,11,6
3,12,1,13,2,9,10,15,5,0,14,7,11,8,6,4
3,13,0,15,1,5,2,9,8,12,14,10,7,11,4,6
5,4,0,3,15
5,6,2,3,10,11,14,1,8,12,0,15,9,7,13,4
5,8,2,7,10,11,3,1,0,12,9,6,15,13,14,4
5,11,1,3,2,8,9,0,15,13,10,6,12,7,14,4
5,13,2,12,15,1,3,4,7,9,14,10,0,8,6,11
7,8,4,5,12,6,3,2,9,13,10,14,11,0,1,15
7,10,1,8,9,0,2,5,11,3,14,12,6,15,13,4
7,11,1,8,9,0,10,2,5,3,14,12,15,13,6,4
7,12,1,8,9,0,10,2,13,3,5,11,14,15,6,4
9,10,0,1,2,7,8,5,14,12,11,3,6,15,13,4
9,11,4,5,12,6,3,7,2,13,14,10,1,0,8,15
9,12,6,10,11,5,14,4,3,8,2,7,1,13,0,15
14,6,7,12,0,11,2,9,8,10,5,4,3,13,1,15
14,11,1,15,0,2,9,10,8,5,3,7,12,6,13,4
14,12,1,15,0,2,9,13,10,3,4,5,7,11,6,8
15,4,1,3,13
15,13,0,1,3,5,2,9,8,12,14,10,7,11,4,6
0,2,5,1,3,8,9,15,13,12,7,10,11,14,4,6
0,2,7,4,15,3,5,12,14,13,8,9,11,6,1,10
0,2,14,13,15,3,5,1,12,4,6,9,11,8,7,10
0,3,5,1,2,8,9,15,13,10,7,11,14,12,6,4
0,9,5,6,14,3,10,11,15,2,12,1,8,7,4,13
0,9,7,4,15,3,5,12,14,1,2,13,8,11,6,10
0,15,5,1,3,2,8,9,13,12,10,7,11,14,4,6
0,15,14,1,2,9,5,12,10,7,11,6,3,8,13,4
1,2,10,14,15,9,0,11,6,12,5,3,4,13,7,8
1,3,13,2,12,15,5,9,10,14,4,7,8,0,11,6
1,15,13,2,12,3,5,9,10,14,4,7,8,0,11,6
2,5,11,6,14,10,3,15,0,9,12,8,7,1,4,13
2,7,10,9,0,5,14,12,1,11,3,8,6,15,4,13
2,7,11,4,5,15,12,3,6,9,13,0,14,10,8,1
2,7,12,9,0,5,14,1,10,11,3,4,13,15,6,8
2,14,15
3,5,6,2,10,11,14,8,1,12,9,7,15,0,13,4
3,5,8,2,7,10,11,1,0,12,9,6,15,13,14,4
3,5,13,2,12,15,1,4,7,9,14,10,0,8,6,11
3,6,4,2,10,5,11,14,12,15,8,1,9,7,0,13
3,15,13,0,1,5,2,9,8,12,14,10,7,11,4,6
