0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 11)","(0, 5)","(0, 7)","(0, 6)","(0, 8)","(0, 9)","(0, 2)","(0, 1)","(0, 12)","(0, 3)","(1, 14)","(1, 8)","(1, 2)","(1, 10)","(1, 9)","(1, 3)","(1, 7)","(1, 4)","(1, 13)","(1, 12)","(2, 11)","(2, 4)","(2, 8)","(2, 3)","(2, 13)","(3, 6)","(3, 13)","(3, 10)","(3, 4)","(3, 5)","(3, 7)","(3, 9)","(3, 12)","(4, 6)","(4, 13)","(4, 11)","(4, 5)","(4, 12)","(4, 7)","(4, 10)","(4, 8)","(5, 6)","(5, 11)","(5, 12)","(5, 14)","(5, 7)","(5, 8)","(5, 13)","(5, 9)","(6, 10)","(6, 11)","(6, 7)","(6, 14)","(6, 12)","(6, 13)","(7, 12)","(7, 13)","(7, 14)","(7, 8)","(7, 9)","(7, 11)","(8, 14)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(9, 10)","(10, 11)","(10, 13)","(10, 12)","(10, 14)","(11, 12)","(12, 13)","(12, 14)"
435,253
4,0,6,3,11,2,5,12,1,7,8,13,10,14,9
10,0,6,3,1,11,8,9,12,14,4,7,13,5,2
13,0,3,7,12,6,1,2,5,8,4,11,10,14,9
0,5,2,11,3,4,8,13,9,6,12,10,7,1,14
0,6,2,4,3,11,13,5,12,1,7,8,10,9,14
0,11,1,9,12,2,10,4,8,7,3,5,13,14,6
1,4,0,6,3,11,2,5,12,7,8,10,14,13,9
1,10,2,3,11,8,13,4,6,5,7,9,0,12,14
1,13,0,3,7,12,6,2,5,8,4,11,10,14,9
2,4,0,6,3,11,5,12,1,7,8,13,10,14,9
2,13,0,3,7,12,6,1,5,8,4,11,10,14,9
3,4,0,6,11,2,5,12,1,7,8,13,10,14,9
3,10,0,6,1,11,8,9,12,14,4,7,13,5,2
3,13,0,7,12,6,1,2,5,8,4,11,10,14,9
5,4,2,0,11,3,8,13,7,6,1,12,9,10,14
5,13,2,0,11,3,4,8,7,6,1,12,10,9,14
6,4,2,3,11,0,13,10,5,7,9,12,8,1,14
6,10,2,4,3,11,0,13,1,8,5,12,7,9,14
6,13,2,4,3,11,0,5,12,1,7,8,10,9,14
7,4,0,6,3,11,2,5,12,1,8,13,10,14,9
7,13,0,3,12,6,1,2,5,11,4,10,14,8,9
8,4,0,6,3,11,2,5,12,1,7,10,14,13,9
8,10,0,6,3,1,11,9,12,14,5,4,7,13,2
9,10,0,6,3,1,11,8,12,14,5,7,4,13,2
11,4,1,9,0,12,2,10,8,7,3,5,6,14,13
11,10,3,9,0,6,5,12,2,4,7,1,8,14,13
12,4,0,6,3,11,2,5,1,7,8,13,10,14,9
12,10,0,6,3,1,11,8,9,14,4,7,13,5,2
12,13,0,3,7,6,1,2,5,8,4,11,10,14,9
14,10,0,6,3,1,11,8,9,12,4,7,13,5,2
0,1,7,2,13,8,4,3,11,12,6,5,10,9,14
0,1,9,2,11,8,3,12,10,4,7,6,5,13,14
0,1,12,2,11,13,4,3,9,10,8,7,6,5,14
0,2,3
