0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 15)","(0, 2)","(0, 14)","(0, 3)","(0, 8)","(1, 3)","(1, 15)","(1, 14)","(1, 13)","(1, 10)","(2, 3)","(2, 5)","(2, 15)","(2, 12)","(2, 11)","(3, 7)","(3, 4)","(3, 13)","(4, 5)","(4, 13)","(4, 11)","(5, 6)","(5, 11)","(5, 12)","(6, 7)","(6, 9)","(6, 13)","(6, 8)","(7, 8)","(7, 9)","(7, 11)","(7, 13)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 14)","(11, 15)","(12, 14)","(12, 15)","(13, 14)","(13, 15)","(14, 15)"
109,53
0,1,15,14,3,13,2,12,11,10,4,7,8,9,5,6
1,2,3,15,0,13,14,12,11,10,4,7,8,9,5,6
4,1,3,13
5,0,2
7,1,3,13
11,0,14,2,15,12
12,0,14,15,2,11
13,0,14,15,3,1,2,12,11,10,4,7,8,9,5,6
0,2,1,15,14,3,13,12,11,10,4,7,8,9,5,6
1,3,2,15,0,13,14,12,11,10,4,7,8,9,5,6
2,8,0,4,3,5,11,7,9,10,13,6,1,12,14,15
2,9,12,11,8,0,10,7,15,14,3,13,1,4,6,5
2,10,12,11,4,3,5,13,1,7,6,15,14,8,9,0
3,0,1,15,14,13,2,12,11,10,4,7,8,9,5,6
3,6,7,13,0,8,14,15,10,1,11,2,9,12,4,5
5,0,2,4,3,11,7,14,15,6,8,13,12,1,9,10
6,0,8,1,13,15,14,3,10,7,2,12,11,9,5,4
6,1,13,2,5,3,15,4,11,12,10,14,7,0,9,8
6,5,0,8,2
7,0,8,3,6,13,14,15,10,11,1,12,2,9,4,5
7,1,3,13,5,6,11,2,15,4,12,14,10,9,8,0
8,0,1,10,15,14,3,11,12,13,2,7,9,4,6,5
8,1,10,7,3,13,9,11,0,2,4,6,14,15,12,5
9,0,8,2,11,12,14,15,10,7,13,1,3,6,4,5
9,1,10,7,3,13,11,8,2,4,0,6,14,15,12,5
10,0,8,7,9,11,13,3,6,14,2,15,4,1,5,12
10,1,2,11,12,3,15,14,4,7,13,0,5,8,9,6
10,5,11,12,1,4,3,2,13,6,15,14,7,0,9,8
11,0,14,2,15,12,4,3,13,5,7,1,10,6,8,9
13,1,2,15,3,0,14,12,11,10,4,7,8,9,5,6
14,0,1,15,3,13,2,12,11,10,4,7,8,9,5,6
14,1,5,12,11,3,2,15,4,13,10,6,9,7,0,8
14,6,13,0,8,15,3,7,10,1,2,11,9,12,5,4
14,8,0,13,7,10,6,15,3,11,9,12,1,2,4,5
14,9,12,11,13,10,7,6,15,4,1,8,3,5,2,0
14,11,9,12
15,0,1,14,3,13,2,12,11,10,4,7,8,9,5,6
15,1,5,12,2,11,3,4,13,14,10,6,9,0,7,8
15,6,13,0,8,14,3,7,10,1,2,11,9,12,5,4
15,8,0,1,10,14,3,11,12,13,2,7,9,4,6,5
15,9,12,11,1,10,14,13,6,7,4,5,8,3,2,0
15,11,0,14,2,12
2,5,11,10,12
3,4,13,0,14,15,1,11,2,10,7,5,12,8,9,6
3,7,13,0,8,14,15,10,6,1,11,2,9,12,5,4
8,6,7,5,11,10,9,13,12,4,14,15,3,0,1,2
9,6,7,4,11,5,13,3,10,14,15,2,12,8,1,0
12,2,5,10,11
13,1,3,2,15,0,14,12,11,10,4,7,8,9,5,6
14,1,6,13,12,15,10,5,9,11,2,8,4,3,7,0
15,0,2,4,13,11,3,5,14,10,7,6,1,12,8,9
15,1,6,13,12,14,10,5,9,11,8,2,4,3,7,0
15,2,11,9,12
