0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 4)","(0, 5)","(0, 6)","(0, 8)","(0, 7)","(0, 2)","(0, 3)","(0, 12)","(0, 10)","(0, 9)","(0, 11)","(1, 3)","(1, 13)","(1, 4)","(1, 8)","(1, 2)","(1, 12)","(1, 11)","(1, 6)","(1, 5)","(1, 7)","(1, 10)","(2, 13)","(2, 6)","(2, 7)","(2, 11)","(2, 8)","(2, 9)","(2, 3)","(2, 4)","(2, 5)","(2, 12)","(3, 5)","(3, 7)","(3, 13)","(3, 8)","(3, 10)","(3, 4)","(3, 6)","(3, 12)","(4, 5)","(4, 8)","(4, 13)","(4, 10)","(4, 12)","(4, 11)","(4, 6)","(4, 7)","(5, 7)","(5, 9)","(5, 10)","(5, 12)","(5, 6)","(5, 8)","(6, 8)","(6, 11)","(6, 12)","(6, 7)","(6, 9)","(6, 13)","(6, 10)","(7, 10)","(7, 11)","(7, 12)","(7, 8)","(7, 9)","(7, 13)","(8, 9)","(8, 10)","(8, 12)","(8, 13)","(8, 11)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
3553,590
0,9,1,8,10,5,2,7,11,6,12,13,4,3
0,1,10,2,9,11,8,12,7,13,5,4,3,6
0,2,9,4,8,10,5,7,11,6,12,13,3,1
0,5,9,1,8,10,2,7,11,6,12,13,4,3
0,6,9,1,8,10,5,2,7,11,12,13,4,3
0,7,9,1,8,10,5,2,11,6,12,13,4,3
0,8,9,1,10,5,2,7,11,6,12,13,4,3
0,10,9,4,8,5,2,7,11,6,12,13,1,3
0,11,9,1,8,10,5,2,7,6,12,13,4,3
0,12,9,1,8,10,5,2,7,11,6,13,4,3
0,13,9,1,8,10,5,2,7,11,6,12,4,3
0,1,2,11,3,10,7,6,4,12,13,8,9,5
0,1,3,10,2,9,11,8,12,7,13,5,4,6
0,1,4,10,2,9,11,8,12,7,13,5,3,6
0,1,5,10,2,9,11,8,12,7,13,4,3,6
0,1,6,10,2,9,11,8,12,7,13,5,4,3
0,1,7,10,2,9,11,8,12,13,5,4,3,6
0,1,8,10,2,9,11,12,7,13,5,4,3,6
0,1,11,10,3,7,6,2,4,12,13,8,9,5
0,1,12,10,2,9,11,8,7,13,5,4,3,6
0,1,13,10,2,9,11,8,12,7,5,4,3,6
0,2,5,9,4,8,10,7,11,6,12,13,3,1
0,2,6,9,4,8,10,5,7,11,12,13,3,1
0,2,7,9,4,8,10,5,11,6,12,13,3,1
0,2,8,9,4,10,5,7,11,6,12,13,3,1
0,2,11,9,5,10,7,6,4,12,8,1,13,3
0,2,12,9,4,8,10,5,7,11,6,13,3,1
0,2,13,9,5,12,1,10,3,8,4,6,7,11
0,5,6,9,1,8,10,2,7,11,12,13,4,3
0,5,7,9,1,8,10,2,11,6,12,13,4,3
0,5,8,9,1,10,2,7,11,6,12,13,4,3
0,5,10,9,4,8,2,7,11,6,12,13,3,1
0,5,12,9,1,8,10,2,7,11,6,13,4,3
0,6,7,9,1,8,10,5,2,11,12,13,4,3
0,6,8,9,1,10,5,2,7,11,12,13,4,3
0,6,10,9,4,8,5,2,7,11,12,13,1,3
0,6,11,9,1,8,10,5,2,7,12,13,4,3
0,6,12,9,1,8,10,5,2,7,11,13,4,3
0,6,13,9,1,8,10,5,2,7,11,12,4,3
0,7,8,9,1,10,5,2,11,6,12,13,4,3
0,7,10,9,4,8,5,2,11,6,12,13,1,3
0,7,11,9,1,8,10,5,2,6,12,13,4,3
0,7,12,9,1,8,10,5,2,11,6,13,4,3
0,7,13,9,1,8,10,5,2,11,6,12,4,3
0,8,10,9,4,5,2,7,11,6,12,13,1,3
0,8,11,9,1,10,5,2,7,6,12,13,4,3
0,8,12,9,1,10,5,2,7,11,6,13,4,3
0,8,13,9,1,10,5,2,7,11,6,12,4,3
0,10,11,9,5,7,6,2,4,12,8,1,13,3
0,10,12,9,4,8,5,2,7,11,6,13,1,3
0,10,13,9,5,12,1,2,3,8,4,6,7,11
0,11,12,9,1,8,10,5,2,7,6,13,4,3
0,11,13,9,1,8,10,5,2,7,6,12,4,3
0,12,13,9,1,8,10,5,2,7,11,6,4,3
0,1,2,4,11,5,10,7,6,9,12,8,13,3
0,1,2,6,11,3,10,7,4,12,13,8,9,5
0,1,2,7,11,3,10,6,4,12,13,8,9,5
0,1,2,8,11,3,10,7,6,4,12,13,9,5
0,1,2,12,11,3,10,7,6,4,13,8,9,5
0,1,2,13,11,3,10,7,6,4,12,8,9,5
0,1,3,4,10,2,9,11,8,12,7,13,5,6
0,1,3,5,10,2,9,11,8,12,7,13,4,6
0,1,3,6,10,2,9,11,8,12,7,13,5,4
0,1,3,7,10,2,9,11,8,12,13,5,4,6
0,1,3,8,10,2,9,11,12,7,13,5,4,6
0,1,3,12,10,2,9,11,8,7,13,5,4,6
0,1,3,13,10,2,9,11,8,12,7,5,4,6
0,1,4,5,10,2,9,11,8,12,7,13,3,6
0,1,4,6,10,2,9,11,8,12,7,13,5,3
0,1,4,7,10,2,9,11,8,12,13,5,3,6
0,1,4,8,10,2,9,11,12,7,13,5,3,6
0,1,4,11,10,5,7,6,2,9,12,8,13,3
0,1,4,12,10,2,9,11,8,7,13,5,3,6
0,1,4,13,10,2,9,11,8,12,7,5,3,6
0,1,5,6,10,2,9,11,8,12,7,13,4,3
0,1,5,7,10,2,9,11,8,12,13,4,3,6
0,1,5,8,10,2,9,11,12,7,13,4,3,6
0,1,5,12,10,2,9,11,8,7,13,4,3,6
0,1,6,7,10,2,9,11,8,12,13,5,4,3
0,1,6,8,10,2,9,11,12,7,13,5,4,3
0,1,6,11,10,3,7,2,4,12,13,8,9,5
0,1,6,12,10,2,9,11,8,7,13,5,4,3
0,1,6,13,10,2,9,11,8,12,7,5,4,3
0,1,7,8,10,2,9,11,12,13,5,4,3,6
0,1,7,11,10,3,6,2,4,12,13,8,9,5
0,1,7,12,10,2,9,11,8,13,5,4,3,6
0,1,7,13,10,2,9,11,8,12,5,4,3,6
0,1,8,11,10,3,7,6,2,4,12,13,9,5
0,1,8,12,10,2,9,11,7,13,5,4,3,6
0,1,8,13,10,2,9,11,12,7,5,4,3,6
0,1,11,12,10,3,7,6,2,4,13,8,9,5
0,1,11,13,10,3,7,6,2,4,12,8,9,5
0,1,12,13,10,2,9,11,8,7,5,4,3,6
0,2,5,6,9,4,8,10,7,11,12,13,3,1
0,2,5,7,9,4,8,10,11,6,12,13,3,1
0,2,5,8,9,4,10,7,11,6,12,13,3,1
0,2,5,12,9,4,8,10,7,11,6,13,3,1
0,2,6,7,9,4,8,10,5,11,12,13,3,1
0,2,6,8,9,4,10,5,7,11,12,13,3,1
0,2,6,11,9,5,10,7,4,12,8,1,13,3
0,2,6,12,9,4,8,10,5,7,11,13,3,1
0,2,6,13,9,5,12,1,10,3,8,4,7,11
0,2,7,8,9,4,10,5,11,6,12,13,3,1
