0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 2)","(0, 3)","(0, 5)","(0, 7)","(0, 9)","(0, 10)","(0, 11)","(0, 13)","(0, 14)","(0, 15)","(1, 2)","(1, 3)","(1, 7)","(1, 8)","(1, 9)","(2, 3)","(2, 5)","(2, 6)","(2, 7)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(2, 15)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 9)","(3, 12)","(3, 13)","(3, 14)","(3, 15)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(4, 14)","(4, 15)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(6, 7)","(6, 10)","(6, 14)","(6, 15)","(7, 8)","(7, 9)","(7, 11)","(7, 12)","(7, 15)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(9, 10)","(9, 12)","(9, 13)","(9, 14)","(10, 11)","(10, 13)","(10, 15)","(11, 12)","(11, 13)","(12, 14)","(12, 15)","(13, 14)","(13, 15)","(14, 15)"
496,332
4,0,3,5,7,9,10,11,13,14,15,2,8,12,6,1
6,0,2,5,7,10,14,15,3,12,13,4,8,9,11,1
8,0,1,3,5,7,9,10,11,13,14,2,4,15,12,6
12,1,2,3,7,8,9,5,10,11,13,0,4,15,6,14
0,5,1,2,3,7,8,9,10,11,12,13,14,4,15,6
0,10,1,2,8,9,3,5,7,11,12,13,14,4,15,6
0,11,1,2,7,8,3,5,10,12,13,9,14,4,15,6
0,13,1,2,3,8,9,5,7,10,11,12,14,4,15,6
0,14,2,3,5,6,12,13,15,4,7,10,9,11,8,1
0,15,1,2,3,7
1,8,2,3,5,7,10,11,12,13,0,4,9,15,6,14
2,6,0,5,7,10,14,15,3,4,12,13,8,9,11,1
2,12,1,3,7,8,9,5,10,11,13,0,4,15,6,14
3,4,0,5,7,9,10,11,13,14,15,2,6,12,8,1
3,8,0,1,5,7,9,10,11,13,14,2,4,6,15,12
3,12,1,2,7,8,9,5,10,11,13,0,4,15,6,14
5,4,2,3,6,7,10,11,12,13,15,14,0,8,9,1
5,6,1,0,2,3,7,8,9,10,14,15,11,13,12,4
5,8,2,1,3,7,10,11,12,13,0,9,4,15,6,14
5,12,1,0,2,3,7,8,9,11,14,15,10,13,4,6
7,4,0,3,5,9,10,11,13,14,15,2,8,12,6,1
7,6,0,2,5,10,14,15,3,12,13,4,8,9,11,1
7,8,0,1,3,5,9,10,11,13,14,2,4,15,12,6
7,12,1,2,3,8,9,5,10,11,13,0,4,6,15,14
9,4,0,3,5,7,10,11,13,14,15,2,8,12,6,1
9,8,0,1,3,5,7,10,11,13,14,2,4,15,12,6
9,12,2,0,1,3,5,7,10,13,11,14,15,8,4,6
10,4,3,0,2,5,8,9,13,15,7,11,14,1,6,12
10,6,1,0,2,8,9,7,5,14,15,3,11,13,12,4
10,8,3,0,2,4,5,9,13,15,1,7,11,14,12,6
11,4,3,0,2,5,7,8,12,13,9,10,14,15,1,6
11,8,3,0,2,4,5,7,12,13,1,9,10,14,15,6
11,12,1,0,2,7,8,3,9,5,14,15,10,13,4,6
13,4,2,3,5,6,7,10,11,12,15,14,0,8,9,1
13,8,2,1,3,5,7,10,11,12,0,9,4,15,6,14
14,4,2,0,3,5,6,12,13,15,7,10,11,9,8,1
14,6,3,2,4,5,7,15,0,12,13,10,11,8,9,1
14,8,2,0,3,5,6,12,13,15,1,7,10,11,9,4
14,12,2,0,3,5,6,13,15,7,9,11,10,4,8,1
15,4,2,3,5,6,7,10,11,12,13,14,0,8,9,1
15,6,1,0,2,3,7,5,10,14,4,12,13,8,9,11
15,12,1,0,2,3,7,8,9,5,11,14,10,13,4,6
0,1,9,2,3,5,7,10,12,13,4,8,15,6,11,14
0,2,5,1,3,7,8,9,10,11,13,14,12,4,15,6
0,2,10,4,3,5,7,9,11,13,14,15,6,12,8,1
0,2,11,4,3,5,7,9,10,13,14,15,6,12,8,1
0,2,13,1,3,8,9,5,7,10,11,14,12,4,15,6
0,2,15,1,3,7
0,3,5,1,2,7,8,9,10,11,12,13,14,4,15,6
0,3,13,1,2,8,9,5,7,10,11,12,14,4,15,6
0,3,14,4,5,7,9,10,11,13,15,2,6,12,8,1
0,3,15,1,2,7
0,7,5,1,2,3,8,9,10,11,12,13,14,4,6,15
0,7,11,1,2,8,3,5,10,12,13,9,14,4,15,6
0,7,15,1,2,3
0,9,5,2,1,3,7,10,12,13,8,4,15,6,11,14
0,9,10,4,3,5,7,11,13,14,15,2,8,12,6,1
0,9,13,2,1,3,5,7,10,12,8,4,15,11,6,14
0,9,14,2,1,3,5,7,10,12,13,6,15,8,4,11
1,7,8,2,3,5,10,11,12,13,0,4,9,15,6,14
1,8,3,2,5,7,10,11,12,13,0,9,4,6,15,14
1,9,8,2,0,3,5,7,10,12,13,11,14,15,4,6
2,3,12,4,5,6,7,10,11,13,15,0,14,8,9,1
2,5,6,4,3,7,10,11,12,13,15,14,0,8,9,1
2,5,12,1,0,3,7,8,9,11,14,15,10,13,4,6
2,7,6,0,5,10,14,15,3,4,12,13,8,9,11,1
2,7,12,1,3,8,9,5,10,11,13,0,4,6,15,14
2,10,6,4,3,5,7,11,12,13,15,0,8,9,14,1
2,11,12,4,3,5,6,7,10,13,15,0,8,14,9,1
2,15,6,5,0,3,4,7,10,12,13,14,9,11,8,1
2,15,12,1,0,3,7,8,9,5,11,14,10,13,4,6
3,5,4,6,2,7,14,15,10,11,12,13,0,8,9,1
3,5,8,2,1,7,10,11,12,13,0,9,4,6,15,14
3,5,12,1,0,2,7,8,9,11,14,15,10,13,4,6
3,7,4,0,5,9,10,11,13,14,15,2,6,12,8,1
3,7,8,0,1,5,9,10,11,13,14,2,4,12,15,6
3,7,12,1,2,8,9,5,10,11,13,0,4,15,6,14
3,9,4,0,5,7,10,11,13,14,15,2,6,12,8,1
3,9,8,0,1,5,7,10,11,13,14,2,4,6,15,12
3,9,12,2,0,1,5,7,10,13,11,14,15,8,4,6
3,13,4,2,5,6,7,10,11,12,15,0,14,8,9,1
3,13,8,2,1,5,7,10,11,12,0,9,4,15,6,14
3,14,4,2,0,5,6,12,13,15,7,10,11,9,8,1
3,14,8,2,0,5,6,12,13,15,1,7,10,11,9,4
3,14,12,2,0,5,6,13,15,7,9,11,10,4,8,1
3,15,4,6,2,5,7,14,10,11,12,13,0,8,9,1
3,15,12,1,0,2,7,8,9,5,11,14,10,13,4,6
5,7,4,2,3,6,10,11,12,13,15,14,0,8,9,1
5,7,6,1,0,2,3,8,9,10,14,15,11,13,12,4
5,7,8,2,1,3,10,11,12,13,0,9,4,15,6,14
5,7,12,1,0,2,3,8,9,11,14,15,10,13,4,6
5,9,4,2,0,1,3,7,10,12,13,6,11,15,14,8
5,9,8,2,0,1,3,7,10,12,13,11,14,15,4,6
5,9,12,2,0,1,3,7,10,13,11,14,15,8,4,6
5,10,0,1,2,3,7,8,9,11,12,13,4,15,6,14
5,10,4,3,0,2,8,9,13,15,7,11,14,1,6,12
5,10,6,1,0,2,3,7,8,9,14,15,11,13,12,4
5,10,8,3,0,2,4,9,13,15,1,7,11,14,12,6
5,11,0,1,2,3,7,8,9,10,12,13,4,14,15,6
5,11,4,6,2,7,10,3,12,13,15,0,8,9,14,1
5,11,8,3,0,2,4,7,12,13,1,9,10,14,15,6
5,11,12,1,0,2,3,7,8,9,14,15,10,13,4,6
5,13,0,1,2,3,7,8,9,10,11,12,4,15,14,6
5,13,4,2,3,6,7,10,11,12,15,14,0,8,9,1
5,13,8,2,1,3,7,10,11,12,0,9,4,15,6,14
5,14,0,2,3,6,12,13,15,4,7,10,9,11,8,1
5,14,4,2,0,3,6,12,13,15,7,10,11,9,8,1
5,14,6,3,2,4,7,15,0,12,13,10,11,8,9,1
5,14,8,2,0,3,6,12,13,15,1,7,10,11,9,4
5,14,12,2,0,3,6,13,15,7,9,11,10,4,8,1
7,9,4,0,3,5,10,11,13,14,15,2,8,12,6,1
7,9,8,0,1,3,5,10,11,13,14,2,4,15,12,6
7,9,12,2,0,1,3,5,10,13,11,14,15,8,4,6
7,11,4,3,0,2,5,8,12,13,9,10,14,15,1,6
7,11,8,3,0,2,4,5,12,13,1,9,10,14,15,6
7,11,12,1,0,2,8,3,9,5,14,15,10,13,4,6
7,15,4,2,3,5,6,10,11,12,13,14,0,8,9,1
7,15,6,1,0,2,3,5,10,14,4,12,13,8,9,11
7,15,12,1,0,2,3,8,9,5,11,14,10,13,4,6
9,10,4,3,0,2,5,8,13,15,7,11,14,1,12,6
9,10,8,3,0,2,4,5,13,15,1,7,11,14,12,6
9,13,4,2,0,1,3,5,7,10,12,6,11,15,14,8
9,13,8,2,0,1,3,5,7,10,12,11,14,15,4,6
9,14,4,2,0,1,3,5,7,10,12,13,6,15,11,8
9,14,8,2,0,1,3,5,7,10,12,13,6,15,11,4
9,14,12,2,0,1,3,5,7,10,13,6,15,11,8,4
10,8,4,3,0,2,5,9,13,15,1,7,11,14,12,6
10,11,0,1,2,8,9,7,3,5,12,13,14,4,6,15
10,11,4,3,0,2,5,8,9,13,15,7,12,14,1,6
10,11,8,3,0,2,4,5,9,13,15,7,12,1,14,6
10,13,0,1,2,8,9,3,5,7,11,12,14,4,15,6
10,13,4,3,0,2,5,8,9,15,7,11,14,1,6,12
10,13,8,3,0,2,4,5,9,15,1,7,11,14,12,6
10,15,0,1,2,8,9,3,7,5,11,12,13,4,14,6
10,15,4,5,0,2,3,6,7,12,13,14,9,11,8,1
10,15,6,1,0,2,8,9,3,7,5,14,11,13,12,4
11,8,4,3,0,2,5,7,12,13,1,9,10,14,15,6
11,13,0,1,2,7,8,3,9,5,10,12,4,15,14,6
11,13,4,3,0,2,5,7,8,12,9,10,14,15,1,6
11,13,8,3,0,2,4,5,7,12,1,9,10,14,15,6
13,14,0,2,3,5,6,12,15,4,7,10,8,9,11,1
13,14,4,2,0,3,5,6,12,15,7,10,11,9,8,1
13,14,8,2,0,3,5,6,12,15,1,7,10,11,9,4
13,15,0,1,2,3,8,9,7,5,10,11,12,4,14,6
13,15,4,2,3,5,6,7,10,11,12,14,0,8,9,1
14,6,4,3,2,5,7,15,0,12,13,10,11,8,9,1
14,15,0,2,3,5,6,12,13,4,7,10,9,11,8,1
14,15,4,2,0,3,5,6,12,13,7,10,11,9,8,1
14,15,6,3,2,4,5,7,0,12,13,10,11,8,9,1
14,15,12,2,0,3,5,6,13,7,9,11,10,4,8,1
0,1,2,3,6,5,7,10,14,15,4,8,9,12,13,11
0,1,2,7
0,1,3,9,6,2,5,7,10,14,15,4,12,13,11,8
0,1,7,9,2,3,5,10,12,13,4,8,15,6,11,14
0,2,3,5,6,7,10,14,15,4,8,9,11,12,13,1
0,2,3,13,4,5,7,9,10,11,14,15,6,12,8,1
0,2,3,15,1,7
0,2,7,5,1,3,8,9,10,11,13,14,12,4,6,15
0,2,7,11,4,3,5,9,10,13,14,15,6,12,8,1
0,2,7,15,1,3
0,2,10,5,9,1,3,7,12,13,8,4,15,6,11,14
0,2,11,5,6,7,10,14,15,4,8,9,3,12,13,1
0,3,7,5,1,2,8,9,10,11,12,13,14,4,15,6
0,3,7,15,1,2
0,3,9,5,6,2,7,10,14,15,4,1,12,13,11,8
0,3,9,13,4,5,7,10,11,14,15,2,6,12,8,1
0,3,9,14,4,5,7,10,11,13,15,2,6,12,8,1
0,3,14,5,8,1,7,9,10,11,13,2,4,6,12,15
0,7,9,5,2,1,3,10,12,13,8,4,15,6,11,14
0,9,10,5,12,2,3,7,11,14,15,4,8,1,13,6
1,2,3,7
1,3,7,8,2,5,10,11,12,13,0,9,4,15,6,14
1,7,9,8,2,0,3,5,10,12,13,11,14,15,4,6
1,9,8,3,2,0,5,7,10,12,13,11,14,15,4,6
2,3,5,12,6,4,7,14,15,10,11,13,0,8,9,1
2,3,5,13
2,3,7,12,4,5,6,10,11,13,15,0,14,8,9,1
2,3,13,15
2,3,15,12,6,4,5,7,14,10,11,13,0,8,9,1
2,5,7,12,1,0,3,8,9,11,14,15,10,13,4,6
2,5,11,12,6,4,7,10,14,15,3,13,0,8,9,1
2,5,13,0,1,3,7,8,9,4,11,15,10,12,14,6
2,7,11,12,4,3,5,6,10,13,15,0,8,14,9,1
2,7,15,12,1,0,3,8,9,5,11,14,10,13,4,6
2,10,11,0,4,3,5,6,7,12,13,15,9,14,8,1
2,10,13,0,4,3,5,6,7,11,12,15,9,14,8,1
2,10,13,15
2,10,15,0,12,4,5,8,9,11,3,7,14,6,13,1
2,11,13,0,4,3,5,6,7,10,12,15,9,14,8,1
