0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 3)","(0, 12)","(0, 6)","(0, 8)","(1, 3)","(1, 14)","(1, 4)","(1, 13)","(1, 6)","(1, 8)","(2, 3)","(2, 4)","(2, 5)","(2, 12)","(2, 10)","(3, 4)","(3, 5)","(3, 13)","(3, 7)","(4, 6)","(4, 7)","(4, 10)","(5, 8)","(5, 12)","(5, 13)","(5, 7)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(7, 14)","(8, 11)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(12, 13)","(13, 14)"
87,43
2,0,3,12,5,13,8,1,7,11,4,6,9,14,10
4,0,3,6,1,7,8,14,5,11,10,13,2,12,9
5,1,3,8,13,0,7,11,12,6,4,14,9,2,10
7,1,6,8,4,14,3,0,11,5,10,13,12,9,2
11,1,13,8,14,5,7,12,3,9,6,4,0,10,2
13,0,12,1,3,5,2,8,4,11,7,6,10,14,9
14,0,1
0,1,2,3,12,4,5,13,10,6,8,7,14,11,9
0,3
0,12,5,3,8,2,13,1,7,11,4,10,14,6,9
3,2,0,12,13,5,1,8,4,7,11,6,10,9,14
3,4,0,6,1,7,8,14,5,11,13,10,2,12,9
3,5,1,8,13,7,0,11,6,4,14,9,12,2,10
3,7,1,6,8,4,14,0,5,11,10,13,12,2,9
3,13,0,12,1,5,2,8,4,7,11,6,10,14,9
4,1,0,3,6,7,8,14,5,11,10,13,2,12,9
5,2,1,3,8,13,4,0,7,11,6,12,14,9,10
6,4,0,3,1,7,8,14,5,11,10,13,2,12,9
8,5,1,3,13,0,7,11,12,6,4,14,9,2,10
9,2,10,12,8,7,11,6,5,0,4,3,14,13,1
10,2,1,4,14,3,7,13,9,5,6,8,12,11,0
10,4,1,14,7,9,6,8,3,11,0,5,2,13,12
10,9,1,4,14,6,7,11,8,3,13,5,0,2,12
10,11,1,4,14,13,8,7,3,6,12,5,9,2,0
11,2,10,12,3,13,4,0,5,14,1,6,7,8,9
12,2,3,13,0,5,1,8,4,11,7,10,6,14,9
12,4,10,2,9,6,7,0,5,14,3,1,8,13,11
12,5,1,13,0,3,8,11,2,7,14,10,9,4,6
12,11,1,13,0,8,14,3,5,7,10,2,4,9,6
12,13,4,10,2,1,3,11,14,5,0,8,7,6,9
13,1,2,12,5,3,4,0,10,8,7,6,11,14,9
0,6,1,7,3,8,14,4,5,13,11,10,12,2,9
0,6,8
0,8,1,5,3,12,13,7,2,11,6,4,14,9,10
1,3,4,0,6,7,8,14,5,11,13,10,2,12,9
3,5,2,1,8,13,4,7,0,11,6,12,14,9,10
3,13,1,2,12,5,4,0,10,8,7,6,11,14,9
6,1,8
10,4,2,1,14,3,7,13,9,5,6,8,12,11,0
12,5,2,9,7,10,4,3,14,6,1,0,13,11,8
12,9,10,1,13,0,6,4,14,11,3,7,2,8,5
12,10,2,3,13,0,5,4,14,11,1,8,6,7,9
12,10,11,1,13,0,4,14,8,3,5,6,2,7,9
