0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 16)","(0, 8)","(0, 14)","(0, 4)","(1, 15)","(1, 4)","(2, 14)","(2, 5)","(3, 5)","(3, 8)","(4, 6)","(4, 11)","(5, 6)","(5, 9)","(5, 12)","(6, 8)","(6, 10)","(6, 9)","(6, 7)","(7, 10)","(8, 10)","(9, 11)","(9, 17)","(10, 11)","(10, 14)","(11, 14)","(11, 17)","(12, 13)","(13, 14)","(13, 16)","(14, 16)","(15, 16)","(15, 17)","(16, 17)"
163,51
15,0,16,17,1
0,3,8,15,1,17,16,5,9,4,6,11,14,2,13,12,10
0,3,8,16,1,15,17,9,5,6,11,4,2,14,12,13,10
1,8,0,2,14,6,5,3,10,4,9,17,11,15,16,13,12
1,16,0,15,17,3,8,9,5,6,11,4,2,14,12,13,10
2,3,5,8,14,0,10,6,17,9,4,16,11,13,12
2,5,0,14,6,4,8,3,9,17,10,11,16,13,12
2,3,5,9,11,14,8,10,0,6,17,4,16,13,12
2,3,5,12,8,14,0,10,6,13,17,9,4,16,11
3,5,0,8,6,4,2,14,9,17,10,11,16,13,12
6,1,4,8,0,7,10,14,11,9,17,15,16
7,2,10,14,6,5,11,4,9,0,8,17,3,16,13,12
8,12,6,5,3,4,0,16,13,14,17,9,2,10,11
8,13,10,14,0,16,1,15,11,4,6,17,9,5,12,3,2
8,14,10,0,3,2,5,6,4,9,17,11,16,13,12
8,15,0,1,17,16,3,9,5,6,11,4,2,14,12,13,10
9,0,17,3,5,8,6,4,2,14,10,11,16,13,12
9,2,5,0,17,14,6,4,8,3,16,11,10,13,12
9,3,5,0,17,8,6,4,2,14,11,16,10,13,12
9,5,0,17,6,4,8,3,2,14,11,16,10,13,12
9,3,5,6,8,11,10,4,0,17,14,2,16,13,12
9,3,5,12,0,17,8,6,4,2,14,13,16,11,10
10,2,14,4,11,6,0,5,9,17,8,3,16,13,12
10,3,8,4,11,6,5,0,9,14,17,2,16,13,12
10,5,6,0,8,14,4,3,2,9,17,11,16,13,12
10,5,6,7,0,8,14,4,3,2,9,17,11,16,13,12
11,2,14,4,0,5,6,17,9,8,3,10,16,13,12
11,1,4,14,0,17,15,16,5,9,6,2,8,3,13,12,10
12,0,13,14,16,1,15,5,6,4,17,9,8,3,2,10,11
12,2,5,0,13,14,16,6,4,8,3,9,17,10,11
12,3,5,0,13,14,16,8,6,4,2,9,17,10,11
12,5,0,13,14,16,6,4,8,3,2,9,17,10,11
13,5,12,0,14,16,6,4,8,3,2,9,17,10,11
14,5,2,4,11,0,6,9,17,10,8,3,16,13,12
14,7,10,5,2,6
14,7,10,13,0,8,6,4,16,5,12,9,17,11,2,3
17,5,9,4,0,11,6,8,3,14,2,10,16,13,12
0,1,4,5,17,9,8,6,3,14,2,15,11,16,10,13,12
0,2,14,13,16,1,15,17,11,9,5,4,12,6,8,3,10
6,2,5,9,11,4,10,14,0,8,17,3,16,13,12
8,10,16,0,14,3,2,5,6,9,17,12,13,4,11
13,2,14,5,12,4,11,0,16,6,9,17,10,8,3
13,2,14,10,4,11,0,16,5,6,17,9,8,3,12
13,2,14,11,9,12,5,16,17,0,4,8,6,3,10
14,2,15,16,12,13,5,9,17,11,0,4,1,8,6,3,10
16,0,2,14,1,15,17,11,9,5,4,6,12,13,8,3,10
16,2,14,10,12,13,5,6,9,17,4,0,8,11,3
16,9,17,0,3,8,5,6,2,14,12,13,4,10,11
14,10,11,2,12,13,6,5,9,16,17,4,0,8,3
14,10,11,13,0,8,4,17,16,6,9,5,12,2,3
17,9,15,5,10,11,6,16,14,4,1,0,8,2,13,12,3
