0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 3)","(0, 4)","(0, 10)","(0, 5)","(0, 8)","(0, 6)","(0, 7)","(0, 1)","(0, 2)","(0, 12)","(1, 2)","(1, 3)","(1, 13)","(1, 5)","(1, 11)","(1, 9)","(1, 7)","(1, 8)","(1, 4)","(1, 6)","(2, 3)","(2, 4)","(2, 13)","(2, 7)","(2, 10)","(2, 9)","(3, 4)","(3, 7)","(3, 13)","(3, 11)","(3, 10)","(3, 9)","(3, 5)","(3, 6)","(3, 8)","(4, 8)","(4, 11)","(4, 10)","(4, 5)","(4, 6)","(4, 12)","(4, 7)","(4, 9)","(5, 6)","(5, 7)","(5, 10)","(5, 11)","(5, 8)","(5, 13)","(5, 12)","(6, 8)","(6, 12)","(6, 7)","(6, 9)","(7, 8)","(7, 13)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 12)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 13)","(11, 12)","(12, 13)"
669,285
9,0,8,10,1,2,3,7,6,12,4,13,5,11
11,0,1,4,3,5,10,12,2,13,9,7,8,6
0,10,1,9,8,5,4,3,2,7,11,13,6,12
0,12,3,13,8,6,4,9,11,5,1,7,2,10
1,9,0,8,10,2,3,7,6,12,4,13,5,11
1,11,2,9,4,3,10,8,0,5,7,13,12,6
2,9,0,8,10,1,3,7,6,12,4,13,5,11
3,9,0,8,10,1,2,7,6,12,4,13,5,11
3,11,0,1,4,5,10,12,2,13,9,7,8,6
4,9,0,8,10,1,2,3,7,6,12,13,5,11
4,11,0,1,3,5,10,12,2,13,9,7,8,6
5,11,0,1,4,3,10,12,2,13,9,7,8,6
6,9,0,8,10,1,2,3,7,12,4,13,5,11
7,9,0,8,10,1,2,3,6,12,4,13,5,11
8,9,0,10,1,2,3,7,6,12,4,5,11,13
10,9,1,8,0,5,4,3,2,7,11,13,12,6
10,11,2,9,1,4,3,13,5,0,7,8,12,6
12,9,3,13,8,6,4,0,11,5,1,2,7,10
12,11,3,13,8,6,4,9,0,5,1,10,7,2
0,1,5,2,7,10,4,3,13,9,8,11,12,6
0,1,6,2,4,7,9,3,8,10,12,13,5,11
0,1,8,2,9,10,4,7,3,13,6,12,5,11
0,2,10,1,9,8,5,4,3,7,11,13,6,12
0,3,10,1,9,8,5,4,2,7,11,13,6,12
0,4,10,1,9,8,5,3,2,7,11,13,6,12
0,4,12,3,13,8,6,9,11,5,1,2,7,10
0,5,10,2,7,1,4,3,13,11,9,8,12,6
0,5,12,3,13,8,6,4,9,11,1,7,2,10
0,6,12,3,13,8,4,9,11,5,1,7,2,10
0,7,10,1,9,8,5,4,3,2,11,13,6,12
0,8,10,2,9,4,7,1,3,13,6,12,5,11
0,8,12,3,13,6,4,9,11,5,1,7,2,10
0,13,10,1,9,8,5,4,3,2,7,11,6,12
0,13,12,4,1,2,3,7,5,10,8,11,9,6
1,2,9,0,8,10,3,7,6,12,4,13,5,11
1,3,9,0,8,10,2,7,6,12,4,13,5,11
1,3,11,2,9,4,10,8,0,5,7,13,12,6
1,4,9,0,8,10,2,3,7,6,12,13,5,11
1,4,11,2,9,3,10,8,0,5,7,13,12,6
1,5,11,2,7,0,10,4,3,13,9,12,8,6
1,6,9,2,0,4,7,3,10,8,12,5,11,13
1,7,9,0,8,10,2,3,6,12,4,13,5,11
1,8,9,2,10,4,0,7,3,13,5,11,12,6
2,3,9,0,8,10,1,7,6,12,4,13,5,11
2,4,9,0,8,10,1,3,7,6,12,13,5,11
2,7,9,0,8,10,1,3,6,12,4,13,5,11
2,10,9,1,8,0,5,4,3,7,11,13,12,6
3,4,9,0,8,10,1,2,7,6,12,13,5,11
3,4,11,0,1,5,10,12,2,13,9,7,8,6
3,5,11,0,1,4,10,12,2,13,9,7,8,6
3,6,9,0,8,10,1,2,7,12,4,13,5,11
3,7,9,0,8,10,1,2,6,12,4,13,5,11
3,8,9,0,10,1,2,7,6,12,4,5,11,13
3,10,9,1,8,0,5,4,2,7,11,13,12,6
3,10,11,2,9,1,4,13,5,0,7,8,12,6
4,5,11,0,1,3,10,12,2,13,9,7,8,6
4,6,9,0,8,10,1,2,3,7,12,13,5,11
4,7,9,0,8,10,1,2,3,6,12,13,5,11
4,8,9,0,10,1,2,3,7,6,12,5,11,13
4,10,9,1,8,0,5,3,2,7,11,13,12,6
4,10,11,2,9,1,3,13,5,0,7,8,12,6
4,12,9,5,8,10,11,1,3,7,6,0,13,2
4,12,11,3,13,8,6,9,0,5,1,2,7,10
5,10,11,2,7,1,0,4,3,13,9,8,12,6
5,12,11,3,13,8,6,4,9,0,1,10,7,2
6,7,9,0,8,10,1,2,3,12,4,13,5,11
6,8,9,0,10,1,2,3,7,12,4,5,11,13
6,12,9,3,13,8,4,0,11,5,1,7,2,10
7,8,9,0,10,1,2,3,6,12,4,5,11,13
7,10,9,1,8,0,5,4,3,2,11,13,12,6
8,10,9,2,4,0,7,1,3,13,5,12,6,11
8,12,9,3,13,6,4,0,11,5,1,2,7,10
0,1,3,5,2,7,10,4,13,9,8,11,12,6
0,1,3,6,2,4,7,9,8,10,12,13,5,11
0,1,3,8,2,9,10,4,7,13,6,12,5,11
0,1,4,5,2,7,10,3,13,9,8,11,12,6
0,1,4,6,2,7,9,3,8,10,12,13,5,11
0,1,4,8,2,9,10,7,3,13,6,12,5,11
0,1,7,5,2,10,4,3,13,9,8,11,12,6
0,1,7,6,2,4,9,3,8,10,12,13,5,11
0,1,7,8,2,9,10,4,3,13,6,12,5,11
0,1,13,5,2,7,10,4,3,9,8,11,12,6
0,1,13,8,2,9,10,4,7,3,6,12,5,11
0,2,3,10,1,9,8,5,4,7,11,13,6,12
0,2,4,10,1,9,8,5,3,7,11,13,6,12
0,2,7,10,1,9,8,5,4,3,11,13,6,12
0,2,13,10,1,9,8,5,4,3,7,11,6,12
0,3,4,10,1,9,8,5,2,7,11,13,6,12
0,3,5,10,2,7,1,4,13,11,9,8,12,6
0,3,7,10,1,9,8,5,4,2,11,13,6,12
0,3,8,10,2,9,4,7,1,13,6,12,5,11
0,3,13,10,1,9,8,5,4,2,7,11,6,12
0,4,5,10,2,7,1,3,13,11,9,8,12,6
0,4,5,12,3,13,8,6,9,11,1,2,7,10
0,4,6,12,3,13,8,9,11,5,1,2,7,10
0,4,7,10,1,9,8,5,3,2,11,13,6,12
0,4,8,10,2,9,7,1,3,13,6,12,5,11
0,4,8,12,3,13,6,9,11,5,1,2,7,10
0,5,6,1,2,7,10,4,3,13,9,8,11,12
0,5,6,12,3,13,8,4,9,11,1,7,2,10
0,5,7,10,2,1,4,3,13,11,9,8,12,6
0,5,8,1,2,7,10,4,3,13,9,11,12,6
0,5,8,10,2,7,1,4,3,13,9,11,12,6
0,5,8,12,3,13,6,4,9,11,1,7,2,10
0,5,13,10,2,7,1,4,3,11,9,8,12,6
0,5,13,12,7,8,6,4,9,3,1,2,10,11
0,6,8,1,2,4,7,9,3,10,13,5,12,11
0,6,8,12,3,13,4,9,11,5,1,7,2,10
0,7,8,10,2,9,4,1,3,13,6,12,5,11
0,7,13,10,1,9,8,5,4,3,2,11,6,12
0,8,13,10,2,9,4,7,1,3,6,12,5,11
0,8,13,12,4,1,2,3,7,5,10,11,9,6
1,2,3,9,0,8,10,7,6,12,4,13,5,11
1,2,4,9,0,8,10,3,7,6,12,13,5,11
1,2,7,9,0,8,10,3,6,12,4,13,5,11
1,3,4,9,0,8,10,2,7,6,12,13,5,11
1,3,4,11,2,9,10,8,0,5,7,13,12,6
1,3,5,11,2,7,0,10,4,13,9,12,8,6
1,3,6,9,2,0,4,7,10,8,12,5,11,13
1,3,7,9,0,8,10,2,6,12,4,13,5,11
1,3,8,9,2,10,4,0,7,13,5,11,12,6
1,4,5,11,2,7,0,10,3,13,9,12,8,6
1,4,6,9,2,0,7,3,10,8,12,5,11,13
1,4,7,9,0,8,10,2,3,6,12,13,5,11
1,4,8,9,2,10,0,7,3,13,5,11,6,12
1,6,7,9,2,0,4,3,10,8,12,5,11,13
1,6,8,9,2,0,4,7,3,10,13,12,5,11
1,7,8,9,2,10,4,0,3,13,5,11,12,6
2,3,4,9,0,8,10,1,7,6,12,13,5,11
2,3,7,9,0,8,10,1,6,12,4,13,5,11
2,3,10,9,1,8,0,5,4,7,11,13,12,6
2,4,7,9,0,8,10,1,3,6,12,13,5,11
2,4,10,9,1,8,0,5,3,7,11,13,12,6
2,7,10,9,1,8,0,5,4,3,11,13,12,6
3,4,5,11,0,1,10,12,2,13,9,7,8,6
3,4,6,9,0,8,10,1,2,7,12,13,5,11
3,4,7,9,0,8,10,1,2,6,12,13,5,11
3,4,8,9,0,10,1,2,7,6,12,5,11,13
3,4,10,9,1,8,0,5,2,7,11,13,12,6
3,4,10,11,2,9,1,13,5,0,7,8,12,6
3,5,10,11,2,7,1,0,4,13,9,8,12,6
3,6,7,9,0,8,10,1,2,12,4,13,5,11
3,6,8,9,0,10,1,2,7,12,4,5,11,13
3,7,8,9,0,10,1,2,6,12,4,5,11,13
3,7,10,9,1,8,0,5,4,2,11,13,12,6
3,8,10,9,2,4,0,7,1,13,5,12,6,11
4,5,10,11,2,7,1,0,3,13,9,8,12,6
4,6,7,9,0,8,10,1,2,3,12,13,5,11
4,6,8,9,0,10,1,2,3,7,12,5,11,13
4,6,12,9,7,13,8,0,5,1,2,3,10,11
4,7,8,9,0,10,1,2,3,6,12,5,11,13
4,7,10,9,1,8,0,5,3,2,11,13,12,6
4,8,10,9,2,0,7,1,3,13,6,12,5,11
4,8,12,9,5,10,11,1,3,7,6,0,13,2
5,8,12,13
6,7,8,9,0,10,1,2,3,12,4,5,11,13
6,8,12,9,3,13,4,0,11,5,1,7,2,10
7,8,10,9,2,4,0,1,3,13,5,12,6,11
0,1,2,3,4,6,7,9,8,10,12,13,5,11
0,1,2,3,13,6,4,7,9,12,5,8,10,11
0,1,2,4,7
0,1,2,7,13
0,1,3,4,5,2,7,10,13,9,8,11,12,6
0,1,3,4,6,2,7,9,8,10,12,13,5,11
0,1,3,4,8,2,9,10,7,13,6,12,5,11
0,1,3,7,5,2,10,4,13,9,8,11,12,6
