0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 6)","(0, 8)","(0, 9)","(0, 4)","(1, 6)","(1, 7)","(1, 9)","(1, 3)","(1, 5)","(2, 7)","(2, 3)","(2, 10)","(2, 11)","(2, 8)","(3, 9)","(3, 5)","(3, 11)","(3, 6)","(3, 10)","(4, 9)","(4, 10)","(4, 11)","(4, 6)","(4, 8)","(5, 11)","(5, 6)","(5, 12)","(5, 10)","(5, 8)","(6, 11)","(7, 12)","(7, 8)","(7, 11)","(8, 12)","(8, 9)","(9, 10)","(9, 11)","(9, 12)","(10, 11)"
80,43
0,1,6,9,11,4,3,5,7,10,8,12,2
1,2,7,3,11,5,6,9,10,8,12,0,4
3,0,9,6,4,1,11,10,7,5,2,8,12
5,0,6,8,4,10,11,9,3,2,7,1,12
11,1,5,6,3,7,9,12,8,10,0,4,2
0,2,8,6,3,11,4,5,9,10,7,1,12
1,3,4,6,9,11,10,0,5,7,8,12,2
2,3,5,10,11,8,4,9,7,6,1,12,0
2,7,0,8
4,0,5,10,11,6,8,9,3,2,7,1,12
4,10,0,9
4,11,5,10,6,8,3,2,9,0,7,1,12
4,12,9,8
5,1,2,11,3,10,8,7,6,9,4,12,0
6,0,3,9,4,1,11,10,7,5,2,8,12
6,1,2,11,3,7,5,9,10,8,12,4,0
6,3,0,9,4,1,11,10,7,5,2,8,12
7,0,8,1,6,9,5,11,4,3,12,10,2
8,0,1,7,9,5,6,12,11,3,10,4,2
8,5,11,7,9,2,4,1,12,3,10,6,0
9,0,3,6,1,11,4,7,5,10,12,8,2
9,1,2,3,8,10,11,7,5,4,6,12,0
9,3,0,6,1,11,4,7,5,10,12,8,2
9,11,2,3,8,10,5,7,4,12,1,6,0
9,12,4,8
10,2,1,9,5,3,7,8,11,12,4,6,0
10,3,1,9,5,8,11,12,2,4,7,6,0
11,2,1,5,6,3,7,9,10,8,12,0,4
12,0,8,9,3,5,6,2,11,1,10,4,7
12,5,4,8,9,11,6,10,7,2,0,3,1
12,7,1,5,9,11,8,3,10,6,4,2,0
1,3,5,4,6,9,11,10,8,0,12,7,2
4,8,0,7,11,5,2,9,6,10,12,1,3
4,9,0,7,11,8,1,12,6,5,2,3,10
4,9,11,8,5,2,7,6,10,3,12,1,0
6,1,3,4,9,11,10,0,5,7,8,12,2
7,8,12,1,9,5,11,3,10,4,2,6,0
8,9,0,3,2,5,6,10,11,12,1,4,7
9,10,3,8,4,2,5,11,6,12,1,7,0
9,11,3,8,5,4,2,7,12,1,10,6,0
10,2,3,9,11,8,5,4,7,12,1,6,0
11,2,3,5,10,8,4,9,7,6,1,12,0
4,8,0,9,11,7,2,5,6,1,12,10,3
