0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 6)","(0, 7)","(0, 8)","(0, 10)","(0, 12)","(0, 13)","(0, 14)","(0, 15)","(0, 16)","(0, 17)","(1, 2)","(1, 5)","(1, 6)","(1, 7)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(1, 14)","(1, 15)","(1, 16)","(1, 17)","(2, 3)","(2, 4)","(2, 6)","(2, 7)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(2, 14)","(2, 15)","(2, 16)","(2, 17)","(3, 5)","(3, 6)","(3, 7)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(3, 14)","(3, 15)","(3, 16)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(4, 14)","(4, 15)","(4, 16)","(4, 17)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 12)","(5, 13)","(5, 14)","(5, 15)","(5, 16)","(5, 17)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 15)","(6, 16)","(6, 17)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(7, 14)","(7, 15)","(7, 16)","(7, 17)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 14)","(8, 15)","(8, 16)","(8, 17)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(9, 17)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(10, 17)","(11, 12)","(11, 14)","(11, 15)","(11, 16)","(11, 17)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(12, 17)","(13, 14)","(13, 16)","(13, 17)","(14, 15)","(14, 16)","(14, 17)","(15, 16)","(15, 17)"
7037,4928
5,0,1,3,4,6,7,8,10,12,13,14,15,16,17,2,9,11
9,0,1,2,3,4,6,7,8,10,12,13,14,15,16,17,5,11
11,0,1,2,3,4,6,7,8,10,12,14,15,16,17,5,9,13
0,3,1,2,5,6,7,9,10,11,12,13,14,15,16,4,17,8
0,4,1,2,5,6,7,9,10,11,12,13,14,15,16,17,3,8
0,8,3,5,7,9,10,11,12,14,15,16,1,4,6,13,17,2
1,5,4,0,2,6,7,9,10,11,12,13,14,15,16,17,3,8
1,9,0,2,3,4,6,7,8,10,12,13,14,15,16,17,11,5
1,11,0,2,3,4,6,7,8,10,12,14,15,16,17,9,5,13
2,9,0,1,3,4,6,7,8,10,12,13,14,15,16,17,5,11
2,11,0,1,3,4,6,7,8,10,12,14,15,16,17,5,9,13
3,5,4,0,2,6,7,9,10,11,12,13,14,15,16,1,8,17
3,9,1,0,2,5,6,7,10,11,12,13,14,15,16,4,8,17
3,11,1,0,2,5,6,7,9,10,12,13,14,15,16,4,8,17
4,5,3,0,2,6,7,9,10,11,12,13,14,15,16,1,8,17
4,9,1,0,2,5,6,7,10,11,12,13,14,15,16,17,3,8
4,11,1,0,2,5,6,7,9,10,12,13,14,15,16,17,3,8
6,5,0,1,3,4,7,8,10,12,13,14,15,16,17,2,9,11
6,9,0,1,2,3,4,7,8,10,12,13,14,15,16,17,5,11
6,11,0,1,2,3,4,7,8,10,12,14,15,16,17,5,9,13
7,5,0,1,3,4,6,8,10,12,13,14,15,16,17,2,9,11
7,9,0,1,2,3,4,6,8,10,12,13,14,15,16,17,5,11
7,11,0,1,2,3,4,6,8,10,12,14,15,16,17,5,9,13
8,5,3,0,7,9,10,11,12,14,15,16,1,4,6,13,17,2
8,9,3,0,5,7,10,11,12,14,15,16,1,2,4,6,13,17
8,11,3,0,5,7,9,10,12,14,15,16,1,2,4,6,17,13
10,5,0,1,3,4,6,7,8,12,13,14,15,16,17,2,9,11
10,9,0,1,2,3,4,6,7,8,12,13,14,15,16,17,5,11
10,11,0,1,2,3,4,6,7,8,12,14,15,16,17,5,9,13
12,5,0,1,3,4,6,7,8,10,13,14,15,16,17,2,9,11
12,9,0,1,2,3,4,6,7,8,10,13,14,15,16,17,5,11
12,11,0,1,2,3,4,6,7,8,10,14,15,16,17,5,9,13
13,5,0,1,3,4,6,7,8,10,12,14,15,16,17,2,9,11
13,9,0,1,2,3,4,6,7,8,10,12,14,15,16,17,5,11
14,5,0,1,3,4,6,7,8,10,12,13,15,16,17,2,9,11
14,9,0,1,2,3,4,6,7,8,10,12,13,15,16,17,5,11
14,11,0,1,2,3,4,6,7,8,10,12,15,16,17,5,9,13
15,5,0,1,3,4,6,7,8,10,12,13,14,16,17,2,9,11
15,9,0,1,2,3,4,6,7,8,10,12,13,14,16,17,5,11
15,11,0,1,2,3,4,6,7,8,10,12,14,16,17,5,9,13
16,5,0,1,3,4,6,7,8,10,12,13,14,15,17,2,9,11
16,9,0,1,2,3,4,6,7,8,10,12,13,14,15,17,5,11
16,11,0,1,2,3,4,6,7,8,10,12,14,15,17,5,9,13
17,5,0,1,3,4,6,7,8,10,12,13,14,15,16,2,9,11
17,9,0,1,2,3,4,6,7,8,10,12,13,14,15,16,5,11
17,11,0,1,2,3,4,6,7,8,10,12,14,15,16,5,9,13
0,1,2,5,3,4,6,7,8,10,12,13,14,15,16,17,9,11
0,2,3,5,1,4,6,7,8,10,12,13,14,15,16,17,9,11
0,2,4,5,1,3,6,7,8,10,12,13,14,15,16,17,9,11
0,6,3,1,2,5,7,9,10,11,12,13,14,15,16,4,17,8
0,6,4,1,2,5,7,9,10,11,12,13,14,15,16,17,3,8
0,7,3,1,2,5,6,9,10,11,12,13,14,15,16,4,17,8
0,7,4,1,2,5,6,9,10,11,12,13,14,15,16,17,3,8
0,7,8,3,5,9,10,11,12,14,15,16,1,4,6,13,17,2
0,8,4,6,5,9,10,11,12,15,16,17,1,3,7,13,14,2
0,10,3,1,2,5,6,7,9,11,12,13,14,15,16,4,17,8
0,10,4,1,2,5,6,7,9,11,12,13,14,15,16,17,3,8
0,10,8,3,5,7,9,11,12,14,15,16,1,4,6,13,17,2
0,12,3,1,2,5,6,7,9,10,11,13,14,15,16,4,17,8
0,12,4,1,2,5,6,7,9,10,11,13,14,15,16,17,3,8
0,12,8,3,5,7,9,10,11,14,15,16,1,4,6,13,17,2
0,13,3,1,2,5,6,7,9,10,11,12,14,15,16,4,17,8
0,13,4,1,2,5,6,7,9,10,11,12,14,15,16,17,3,8
0,14,3,1,2,5,6,7,9,10,11,12,13,15,16,4,17,8
0,14,4,1,2,5,6,7,9,10,11,12,13,15,16,17,3,8
0,14,8,3,5,7,9,10,11,12,15,16,1,4,6,13,17,2
0,15,3,1,2,5,6,7,9,10,11,12,13,14,16,4,17,8
0,15,4,1,2,5,6,7,9,10,11,12,13,14,16,17,3,8
0,15,8,3,5,7,9,10,11,12,14,16,1,4,6,13,17,2
0,16,3,1,2,5,6,7,9,10,11,12,13,14,15,4,17,8
0,16,4,1,2,5,6,7,9,10,11,12,13,14,15,17,3,8
0,16,8,3,5,7,9,10,11,12,14,15,1,4,6,13,17,2
0,17,4,1,2,5,6,7,9,10,11,12,13,14,15,16,3,8
0,17,8,3,2,5,6,7,9,10,11,12,13,14,15,16,4,1
1,2,9,5,3,4,6,7,10,12,13,14,15,16,17,0,11,8
1,2,11,5,3,4,6,7,9,10,12,13,14,15,16,17,8,0
1,5,6,8,0,7,9,10,11,12,14,15,16,17,4,3,13,2
1,6,9,0,2,3,4,7,8,10,12,13,14,15,16,17,11,5
1,6,11,0,2,3,4,7,8,10,12,14,15,16,17,9,5,13
1,7,5,8,0,9,10,11,12,14,15,16,17,3,4,6,13,2
1,7,9,0,2,3,4,6,8,10,12,13,14,15,16,17,11,5
1,7,11,0,2,3,4,6,8,10,12,14,15,16,17,9,5,13
1,10,5,4,0,2,6,7,9,11,12,13,14,15,16,17,3,8
1,10,9,0,2,3,4,6,7,8,12,13,14,15,16,17,11,5
1,10,11,0,2,3,4,6,7,8,12,14,15,16,17,9,5,13
1,12,5,4,0,2,6,7,9,10,11,13,14,15,16,17,3,8
1,12,9,0,2,3,4,6,7,8,10,13,14,15,16,17,11,5
1,12,11,0,2,3,4,6,7,8,10,14,15,16,17,9,5,13
1,13,5,4,0,2,6,7,9,10,11,12,14,15,16,17,3,8
1,13,9,0,2,3,4,6,7,8,10,12,14,15,16,17,11,5
1,14,5,6,0,2,3,4,9,10,11,12,13,15,16,17,7,8
1,14,9,0,2,3,4,6,7,8,10,12,13,15,16,17,11,5
1,14,11,0,2,3,4,6,7,8,10,12,15,16,17,9,5,13
1,15,5,4,0,2,6,7,9,10,11,12,13,14,16,17,3,8
1,15,9,0,2,3,4,6,7,8,10,12,13,14,16,17,11,5
1,15,11,0,2,3,4,6,7,8,10,12,14,16,17,9,5,13
1,16,5,4,0,2,6,7,9,10,11,12,13,14,15,17,3,8
1,16,9,0,2,3,4,6,7,8,10,12,13,14,15,17,11,5
1,16,11,0,2,3,4,6,7,8,10,12,14,15,17,9,5,13
1,17,5,4,0,2,6,7,9,10,11,12,13,14,15,16,3,8
1,17,9,0,2,3,4,6,7,8,10,12,13,14,15,16,11,5
1,17,11,0,2,3,4,6,7,8,10,12,14,15,16,9,5,13
2,3,9,5,1,4,6,7,10,12,13,14,15,16,17,0,11,8
2,3,11,5,1,4,6,7,9,10,12,13,14,15,16,17,8,0
2,4,9,5,1,3,6,7,10,12,13,14,15,16,17,0,11,8
2,4,11,5,1,3,6,7,9,10,12,13,14,15,16,17,8,0
2,6,9,0,1,3,4,7,8,10,12,13,14,15,16,17,5,11
2,6,11,0,1,3,4,7,8,10,12,14,15,16,17,5,9,13
2,7,9,0,1,3,4,6,8,10,12,13,14,15,16,17,5,11
2,7,11,0,1,3,4,6,8,10,12,14,15,16,17,5,9,13
2,10,9,0,1,3,4,6,7,8,12,13,14,15,16,17,5,11
2,10,11,0,1,3,4,6,7,8,12,14,15,16,17,5,9,13
2,12,9,0,1,3,4,6,7,8,10,13,14,15,16,17,5,11
2,12,11,0,1,3,4,6,7,8,10,14,15,16,17,5,9,13
2,13,9,0,1,3,4,6,7,8,10,12,14,15,16,17,5,11
2,14,9,0,1,3,4,6,7,8,10,12,13,15,16,17,5,11
2,14,11,0,1,3,4,6,7,8,10,12,15,16,17,5,9,13
2,15,9,0,1,3,4,6,7,8,10,12,13,14,16,17,5,11
