0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 15)","(0, 13)","(0, 8)","(0, 2)","(0, 6)","(0, 1)","(1, 3)","(1, 17)","(1, 4)","(1, 16)","(1, 14)","(1, 7)","(1, 15)","(1, 6)","(1, 11)","(2, 10)","(2, 3)","(2, 5)","(3, 4)","(3, 6)","(3, 10)","(3, 14)","(4, 5)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 6)","(5, 11)","(5, 10)","(5, 12)","(6, 7)","(7, 10)","(7, 11)","(7, 16)","(8, 9)","(8, 10)","(8, 11)","(8, 17)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)","(12, 17)","(13, 14)","(13, 15)","(14, 15)","(14, 16)","(15, 17)","(16, 17)"
112,54
3,0,1,6,2,5,4,10,11,13,8,7,9,14,15,12,17,16
4,0,1,13,14,15,11,3,8,6,2,10,17,5,7,12,9,16
5,1,4,6,11,3,7,10,2,9,8,13,0,12,17,14,15,16
7,0,6,1
10,0,8,13,2
11,0,13,8,1,14,15,4,17,3,16,10,12,6,2,7,9,5
14,0,13,15,1,11,4,8,3,17,10,6,2,16,12,5,7,9
16,0,1
17,0,15,1,8,13,11,12,14,4,9,16,3,10,7,6,2,5
0,1,5,2,6,4,11,3,10,7,13,8,14,9,15,12,17,16
0,2,7,6,1,10,5,3,4,8,13,11,12,14,17,15,9,16
0,7,6,1,14,15,13,16,3,17,11,10,4,2,8,12,5,9
0,8,1,11,17,13,12,15,14,4,9,16,3,10,7,6,2,5
0,13,1,14,11,15,4,3,8,6,2,10,17,5,7,12,9,16
1,3,2,0,6,5,4,11,10,13,8,7,9,14,15,12,17,16
1,4,2,3,0,5,10,6,13,8,11,7,14,15,12,17,9,16
1,7,0,6
1,11,2,3,0,5,4,6,10,13,8,7,9,14,15,12,17,16
2,3,8,10,0,13,6,1,14,4,11,15,5,7,17,12,16,9
2,5,9,10,11,12,8,7,13,4,0,17,6,1,3,15,16,14
2,9,10,1,0,3,11,7,4,8,13,6,5,12,17,14,15,16
6,3,0,1,2,5,4,10,11,13,7,8,9,14,15,12,17,16
6,5,11,7,1,10,4,3,9,8,13,2,14,0,12,17,15,16
6,7,0,1
6,8,0,12,5,9,11,17,13,10,2,4,7,3,1,15,16,14
6,13,0,7,11,10,1,5,8,9,4,3,2,14,15,12,17,16
6,15,0,1,5,13,12,17,11,10,4,2,14,8,9,3,7,16
6,17,1,2,5,3,0,15,8,10,12,4,11,13,14,9,7,16
8,3,10,7,11,1,6,4,9,13,5,17,0,12,14,15,2,16
9,3,10,1,11,7,4,13,8,5,6,12,14,15,0,17,2,16
12,2,5,10,13,9,4,0,11,8,3,6,1,7,17,14,15,16
12,4,2,5,3,10,6,9,13,1,0,7,11,8,14,17,15,16
13,4,9,12,11,10,8,5,17,7,6,15,1,16,0,3,2,14
13,11,3,14,10,4,1,9,8,7,5,15,0,12,17,6,16,2
13,14,7,11,10,16,1,9,8,4,5,3,15,0,12,17,6,2
14,1,2,3,0,6,15,13,5,11,4,10,12,17,8,7,9,16
15,3,14,1,13,4,10,0,11,7,8,2,9,5,6,16,17,12
16,0,1,5,17,12,4,6,7,11,10,2,15,8,3,13,9,14
17,1,2,15,0,8,3,10,12,5,13,14,11,4,6,9,7,16
0,1,6,5,2,4,11,3,10,13,8,7,14,9,15,12,17,16
1,3,4,10,7,6,11,5,9,13,8,2,12,0,14,15,17,16
1,6,3,13,4,14,15,0,11,10,5,2,8,7,9,12,17,16
2,10,3,8,0,13,6,1,14,4,11,15,5,7,17,12,16,9
8,9,10,2,0,13,12,11,17,4,5,7,1,15,3,16,6,14
13,8,0,1,14,11,15,4,17,3,16,12,10,6,2,7,9,5
13,11,4,10,9,8,5,7,12,6,1,17,0,3,14,15,16,2
13,12,4,10,9,5,8,11,17,7,15,1,16,6,0,2,14,3
13,12,11,3,14,10,4,1,9,5,8,7,15,0,17,6,2,16
14,1,3,5,13,12,11,10,4,6,2,15,0,17,9,8,7,16
15,0,1,5,13,12,17,11,10,4,2,6,14,8,9,3,7,16
15,1,14,2,0,3,13,6,11,4,10,5,8,7,9,12,17,16
16,1,3,14,13,4,15,0,11,10,17,2,6,8,7,9,5,12
16,1,7,0,6
17,1,3,5,12,4,6,11,10,2,13,9,7,0,8,15,14,16
