0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 6)","(0, 7)","(0, 8)","(0, 12)","(0, 1)","(0, 3)","(0, 5)","(0, 10)","(1, 7)","(1, 9)","(1, 2)","(1, 8)","(1, 11)","(2, 7)","(2, 3)","(2, 8)","(2, 10)","(2, 4)","(2, 5)","(2, 9)","(2, 12)","(3, 9)","(3, 11)","(3, 10)","(3, 5)","(3, 4)","(3, 7)","(4, 12)","(4, 5)","(4, 6)","(4, 10)","(4, 9)","(4, 11)","(5, 11)","(5, 6)","(5, 10)","(5, 7)","(5, 8)","(6, 7)","(6, 12)","(6, 9)","(6, 11)","(6, 8)","(6, 10)","(7, 12)","(7, 8)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(9, 12)"
169,105
2,0,7,3,8,1,10,5,12,6,9,11,4
4,1,2,9,11,3,8,5,0,7,10,6,12
9,0,3,1,8,10,6,12,2,11,7,5,4
11,0,5,3,6,1,8,7,2,9,10,4,12
0,1,6,7,9,8,11,2,12,3,5,10,4
0,3,4,6,12,5,10,7,9,11,2,8,1
0,5,2,7,8,12,1,3,10,6,9,11,4
0,6,4,12,3,5,10,7,9,2,11,8,1
0,10,2,7,8,12,1,3,5,6,9,11,4
0,12,5,4,7,6,2,10,3,9,8,1,11
1,2,6,7,9,8,0,11,10,4,5,12,3
1,9,0,3,8,10,6,12,2,11,7,5,4
1,11,7,5,3,6,8,0,2,9,10,4,12
3,2,1,9,11,0,7,8,10,6,12,5,4
3,4,1,2,9,11,0,7,8,5,10,12,6
3,9,1,2,11,0,7,8,4,5,10,12,6
3,11,2,5,9,1,8,4,6,10,0,7,12
4,2,1,9,11,5,3,8,0,7,6,10,12
5,2,1,11,0,7,8,3,9,4,6,12,10
5,4,1,11,0,7,2,8,9,3,6,12,10
5,11,2,3,9,1,8,4,0,7,10,6,12
6,4,3,0,5,7,9,11,10,12,8,1,2
6,9,3,0,5,7,4,11,10,8,12,1,2
6,11,3,0,5,7,4,9,10,8,1,12,2
7,2,0,3,8,1,10,5,12,9,11,4,6
8,2,0,7,3,1,10,5,12,6,9,11,4
8,9,0,3,1,10,6,12,2,11,5,7,4
8,11,0,5,3,6,1,7,2,9,10,4,12
10,2,1,9,8,0,3,6,12,7,5,11,4
10,4,1,9,2,8,0,11,3,6,12,7,5
10,9,1,2,8,0,7,3,5,12,6,11,4
12,2,3,4,7,0,9,5,6,10,1,8,11
12,4,1,7,0,9,2,11,6,5,3,8,10
12,9,1,7,0,2,6,8,3,10,5,11,4
0,1,7,6,9,8,11,3,10,12,2,5,4
0,3,5,6,9,11,10,4,7,1,8,12,2
