0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 13)","(0, 11)","(0, 7)","(1, 4)","(1, 12)","(2, 4)","(2, 6)","(2, 5)","(3, 5)","(3, 13)","(4, 6)","(4, 12)","(5, 7)","(5, 6)","(6, 9)","(6, 10)","(7, 14)","(7, 10)","(7, 12)","(7, 11)","(8, 12)","(8, 9)","(8, 11)","(9, 14)","(9, 11)","(10, 12)","(11, 12)","(12, 14)","(13, 14)"
127,59
0,1,14,12,11,7,9,6,4,8,5,10,2
1,0,12,11,7,14,9,6,4,8,5,10,2
0,2,7,5,3,13,14,9,6,12,4,11,8,10
1,2,4,0,12,11,7,14,5,9,6,8,10
2,3,5,0,7,13,14,9,6,12,4,11,8,10
2,1,4,6,0,5,7,12,11,14,9,10,8
2,1,4,10,6,12,0,5,7,11,14,9,8
2,1,4,12,0,5,7,11,14,6,9,10,8
3,0,13,1,5,7,12,14,2,4,6,11,10,9,8
3,2,5,6,0,13,7,9,14,11,10,12,4,8
3,2,5,7,4,6,12,10,14,13,0,9,11,8
3,2,5,8,7,12,13,14,11,0,6,9,4,10
4,1,0,12,11,7,14,9,6,8,5,10,2
5,0,7,1,12,2,4,6,14,11,10,9,8
6,1,4,0,9,14,11,5,7,10,12,8,2
7,0,1,12,14,11,9,6,4,8,5,10,2
7,1,12,0,11,14,9,6,4,8,5,10,2
7,3,5,6,10,0,13,9,14,11,12,4,8,2
7,3,5,13,14,0,1,12,2,4,6,11,10,9,8
8,0,11,1,12,14,7,9,6,4,5,10,2
8,1,12,2,4,9,6,14,11,10,7,5,0
8,6,9,10,12,4,11,14,7,0,5,2
9,0,14,11,7,12,8,1,6,4,5,10,2
9,2,6,0,14,11,5,7,10,12,4,8
9,4,6,0,14,11,12,7,5,10,8,2
9,5,6,0,14,11,7,10,12,8,4,2
9,6,0,14,11,5,7,10,12,8,4,2
10,0,7,1,12,14,11,9,6,4,8,5,2
10,1,12,0,7,11,14,9,6,4,8,5,2
10,5,7,6,1,12,2,4
11,0,1,12,14,7,9,6,4,8,5,10,2
11,1,12,2,4,7,5,9,6,14,10,8,0
11,6,9,7,5,10,14,12,0,4,8,2
12,1,0,11,7,14,9,8,6,4,10,5,2
13,0,1,14,12,11,7,9,6,4,8,5,3,10,2
13,1,14,12,3,4,2,5,6,7,9,10,0,8,11
14,0,1,12,11,7,9,6,4,8,5,10,2
14,1,12,2,7,5,9,6,4,11,10,8,0
14,3,13
3,5,6,0,13,7,9,14,11,10,12,4,8,2
7,4,12,1,0,11,14,9,6,8,5,10,2
8,1,12,4,6,9,10,14,11,7,0,5,2
8,7,12,11,1,2,4,9,6,5,14,10,0
8,7,12,11,13,14,9,0,1,6,4,5,10,3,2
9,2,6,4,0,14,11,5,7,10,12,8
9,5,6,2,0,14,11,7,10,12,4,8
10,4,6,12,1,0,7,11,14,9,5,8,2
11,1,12,4,6,9,10,8,14,7,0,5,2
11,5,7,0,1,12,2,4,6,14,10,9,8
11,7,0,1,12,14,9,6,4,8,5,10,2
11,7,1,12,2,4,5,9,6,14,8,10,0
12,4,1,0,11,7,14,9,8,6,10,5,2
14,1,12,4,6,9,10,8,11,7,0,5,2
14,3,13,0,1,12,5,7,2,4,6,11,10,9,8
14,5,7,0,1,12,2,4,6,11,10,9,8
14,7,0,1,12,11,9,6,4,8,5,10,2
14,7,1,12,2,5,9,6,4,11,8,10,0
11,1,12,4,7,6,9,10,5,8,14,2,0
11,7,10,12,1,6,9,5,4,14,8,2,0
