0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 12)","(0, 5)","(0, 9)","(1, 2)","(1, 3)","(1, 4)","(1, 11)","(1, 8)","(2, 4)","(2, 10)","(3, 4)","(3, 12)","(3, 7)","(4, 6)","(4, 5)","(5, 7)","(6, 7)","(6, 10)","(6, 11)","(6, 13)","(7, 8)","(8, 9)","(9, 10)","(10, 12)","(11, 13)","(12, 13)"
84,29
2,0,1
3,0,1,12
4,0,1,5
8,0,9,1
11,0,13,1
0,2,1,3,12,4,10,5,9,6,7,8,13,11
0,3,1,12,10,9,2,8,7,4,5,6,13,11
0,4,1,5
0,6,13,8,1,9,7,11,4,3,10,5,2,12
0,10,12,9,5,2,4,6,7,1,3,8,13,11
0,11,1,13,2,12,10,6,4,3,9,5,7,8
1,6,4,11,0,13,5,7,8,3,9,12,10,2
1,10,2,3,12,4,0,6,9,5,13,11,7,8
6,2,4,10,0,13,1,5,9,12,11,8,3,7
6,4,0,13,1,5,11,7,3,8,12,9,10,2
7,3,0,5,1,12,4,8,6,9,10,13,11,2
9,5,0,12,10,2,4,6,7,1,3,8,13,11
9,7,8,5,0,1,3,4,12,10,2,6,13,11
10,2,0,9,12,1,8,3,7,4,6,5,13,11
12,5,0,11,13,7,6,4,1,3,8,10,9,2
13,5,0,8,1,11,9,6,7,4,3,10,2,12
0,13,9,4,1,5,6,8,10,2,11,7,12,3
1,3,4,0,12,5,7,8,6,9,10,11,13,2
1,4,8,0,5,9,7,10,2,6,3,12,11,13
1,8,2,3,7,4,6,5,10,11,0,12,9,13
1,8,11,0,9,13,10,6,7,2,12,4,3,5
1,11,2,3,4,6,10,7,12,8,5,0,13,9
13,6,7,10,12,3,4,5,2,0,9,1,11,8
13,6,11,5,0,7,4,1,3,8,12,9,10,2
