0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 15)","(0, 2)","(0, 14)","(0, 3)","(0, 13)","(0, 4)","(0, 6)","(1, 7)","(1, 5)","(1, 13)","(1, 9)","(1, 6)","(2, 3)","(2, 4)","(2, 15)","(2, 13)","(2, 10)","(2, 7)","(3, 12)","(3, 9)","(3, 5)","(4, 6)","(4, 7)","(4, 10)","(4, 12)","(4, 8)","(4, 5)","(5, 9)","(5, 13)","(6, 12)","(7, 10)","(7, 12)","(7, 14)","(7, 15)","(8, 13)","(8, 12)","(8, 9)","(8, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 10)","(9, 11)","(10, 11)","(11, 12)","(12, 13)","(14, 15)"
101,57
5,0,1,13,3,4,9,7,6,2,12,8,14,10,15,11
7,0,4,1,14,15,2,6,5,9,13,12,3,10,8,11
8,0,13,4,2,5,12,3,7,9,1,6,14,15,10,11
9,0,13,14,3,1,2,5,12,7,10,15,4,6,11,8
10,0,4,2
11,0,12,3,9,6,4,10,8,13,14,1,2,7,5,15
12,2,3,7,4,13,0,5,9,1,8,6,15,14,10,11
0,1,5,3,13,4,9,2,12,8,6,7,14,10,15,11
0,2,1,13,7,12,4,14,15,3,6,9,5,8,10,11
0,3,1,9,5,13,14,4,2,12,8,7,6,10,15,11
0,4,1,6,7,5,12,14,15,2,13,3,9,8,10,11
0,10,2,4,5,1,3,13,9,7,6,12,8,14,15,11
0,14,5,1,3,13,4,9,7,6,2,12,8,10,15,11
0,15,1,7,4,14,2,6,5,9,13,12,3,10,8,11
1,5,8,13,9,4,0,2,12,10,6,7,3,14,15,11
1,6
1,9,4,0,7,5,6,12,10,8,14,3,13,15,2,11
2,3
2,6,0,4,9,3,13,10,12,1,14,8,5,7,11,15
2,7,3,12,4,13,0,5,8,1,9,15,14,6,10,11
2,10,0,4
2,13
3,5,8,12,9,13,4,10,0,2,11,7,1,6,14,15
3,8,12,9,10,2,4,11,7,13,0,5,1,14,6,15
3,9,4,2,0,12,5,10,8,13,7,1,14,6,11,15
4,7,1,6,0,5,12,15,2,14,3,13,9,8,10,11
4,8,5,13,9,0,2,12,10,1,3,14,6,7,11,15
4,10,0,2
4,12,5,9,3,13,10,8,2,0,7,11,6,1,14,15
6,12,3,0,13,4,1,9,2,5,8,7,14,10,15,11
11,1,9,4,12,10,8,0,7,5,6,13,3,2,14,15
12,3,7,2,4,13,0,5,8,9,1,6,15,14,10,11
13,5,0,1,3,4,9,7,6,2,12,8,14,10,15,11
13,8,0,4,2,12,5,3,7,6,9,1,14,15,10,11
13,9,0,14,3,1,7,2,12,5,10,4,15,6,11,8
13,12,7,2,1,3,4,0,9,6,5,8,10,15,14,11
14,5,9,10,7,4,1,12,0,8,6,13,3,11,2,15
14,6,0,13,9,12,1,3,7,4,2,5,15,10,8,11
14,7,13,0,9,1,12,2,15,4,3,6,10,8,5,11
14,8,9,10,7,4,11,12,1,0,5,6,13,3,2,15
14,9,4,0,7,12,5,10,8,1,3,13,15,2,6,11
15,6,0,13,2,12,1,4,3,7,9,8,5,10,14,11
15,7,1,0,2,14,4,13,9,6,5,12,8,10,3,11
0,2,3,14,15,7,9,4,1,12,10,13,5,8,6,11
0,4,2,5,1,3,13,7,6,9,12,8,14,15,10,11
0,6,4,1,7,5,14,15,2,12,13,3,9,8,10,11
0,13,2,14,9,15,7,3,1,10,12,4,5,6,11,8
0,15,2,1,7,13,4,14,12,6,5,8,9,3,10,11
1,5,9,10,7,4,12,14,6,0,8,13,3,11,2,15
2,4,7,9,3,13,10,12,8,5,1,14,0,11,6,15
2,15,7,9,3,13,10,14,1,12,0,5,4,11,6,8
4,6,12,7,1,0,5,13,9,3,15,2,14,8,10,11
13,1,5,8,9,4,12,10,2,0,6,7,3,11,14,15
13,1,9,4,0,8,2,5,12,7,6,10,14,3,15,11
13,12,8,7,2,1,4,3,0,9,6,5,15,14,10,11
15,14,0,5,1,7,3,2,13,4,9,6,12,10,8,11
13,12,8,9,10,2,11,7,4,3,1,14,0,5,6,15
