0,1,2,3,4,5,6,7,8,9,10
"(0, 1)","(0, 10)","(0, 2)","(0, 9)","(0, 3)","(0, 8)","(0, 4)","(1, 3)","(1, 10)","(1, 4)","(1, 9)","(1, 8)","(2, 4)","(2, 5)","(2, 10)","(2, 9)","(2, 7)","(3, 4)","(3, 6)","(3, 8)","(3, 10)","(4, 6)","(4, 10)","(5, 6)","(5, 7)","(5, 8)","(6, 7)","(6, 8)","(6, 9)","(7, 8)","(7, 10)","(8, 10)","(8, 9)"
89,36
5,0,2,8,10,9,7,1,6,4,3
6,2,5,7,4,9,8,10,1,0,3
7,0,8,10,2,5,9,6,1,4,3
0,1,2,10,4,9,8,6,7,5,3
0,2,1,4,10,9,6,8,3,5,7
2,5,6,4,9,7,1,0,10,8,3
2,7,4,6,10,5,9,8,3,0,1
2,9
3,6,2,4,0,10,5,7,9,1,8
4,6,2,5,7,9,8,10,0,1,3
8,5,0,2,10,9,7,1,6,4,3
8,6,2,7,10,5,0,9,4,3,1
8,7,0,10,2,5,9,6,1,4,3
9,6,7,2,8,4,5,0,10,1,3
10,7,0,8,2,5,9,6,1,4,3
0,1,3,2,10,4,9,8,6,7,5
0,4,1,2,10,9,8,6,3,7,5
0,4,2,1,10,9,8,6,3,7,5
0,8,1,2,7,10,5,9,4,6,3
0,8,9
0,9,1,7,10,2,8,6,3,4,5
0,10,1,2,4,9,6,8,3,7,5
0,10,2,1,4,9,6,8,3,7,5
1,8,9
2,4,10
8,3,6,4,10,0,1,7,9,2,5
8,10,7,0,2,5,9,6,1,4,3
0,1,3,4,9,6,8,2,5,7,10
0,4,10,1,2,9,6,8,3,7,5
0,4,10,2,1,9,6,8,3,7,5
0,8,1,3,9,6,4,10,2,7,5
0,8,3,10
0,8,10,1,2,7,5,9,4,6,3
0,10,1,3,2,4,9,6,8,7,5
1,3,4,10
1,3,8,10
