0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 2)","(0, 3)","(0, 4)","(0, 11)","(0, 10)","(1, 2)","(1, 3)","(1, 14)","(1, 4)","(1, 13)","(1, 5)","(1, 12)","(2, 3)","(2, 4)","(2, 5)","(2, 14)","(2, 8)","(2, 7)","(3, 5)","(3, 14)","(3, 8)","(3, 4)","(3, 9)","(3, 13)","(3, 12)","(3, 6)","(4, 6)","(4, 7)","(4, 10)","(4, 5)","(4, 9)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 13)","(6, 9)","(6, 10)","(6, 14)","(6, 12)","(6, 13)","(7, 9)","(7, 10)","(7, 14)","(7, 8)","(7, 12)","(8, 10)","(8, 11)","(8, 12)","(9, 11)","(9, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(12, 14)","(13, 14)"
132,89
0,1,14,2,3,4,10,6,7,13,5,8,12,9,11
1,0,2,3,14,4,10,6,7,13,5,8,12,9,11
5,0,3,2,10,4,14,8,13,6,7,1,12,11,9
6,2,5,4,14,3,7,1,10,13,0,9,12,8,11
7,1,5,4,14,12,2,6,3,10,13,8,9,0,11
8,1,5,12,3,2,6,7,9,14,10,4,13,11,0
9,2,7,5,3,4,14,8,12,11,6,13,1,10,0
12,0,11,14,3,9,13,8,4,7,6,5,1,10,2
13,0,14,11,10,3,8,12,9,6,5,4,2,7,1
0,2,1,14,3,4,10,6,7,8,5,13,12,9,11
1,2,0,3,14,4,10,6,7,13,5,8,12,9,11
2,5,0,3,10,4,14,8,13,6,7,1,12,11,9
2,7,3,5,9,4,14,8,12,6,1,10,13,11,0
2,8,1,5,12,3,6,7,9,14,4,10,13,11,0
3,0,1,14,2,4,10,6,7,8,13,5,12,9,11
3,1,0,2,14,4,10,6,7,8,13,5,12,9,11
3,5,0,2,10,4,14,8,7,13,6,1,12,11,9
3,6,2,5,4,14,7,1,10,13,0,9,8,12,11
3,8,1,5,12,2,6,7,9,14,10,4,13,11,0
3,9,2,7,5,4,14,8,12,11,6,13,1,10,0
3,12,0,11,14,9,13,8,4,7,6,5,1,10,2
3,13,0,14,11,10,12,9,8,6,5,4,1,7,2
4,0,1,14,2,3,10,6,7,13,5,8,12,9,11
4,1,0,2,3,14,10,6,7,13,5,8,12,9,11
4,5,0,3,2,10,14,8,13,6,7,1,12,11,9
4,6,2,5,14,3,7,1,10,13,0,9,12,8,11
4,7,1,5,14,12,2,6,3,10,13,8,9,0,11
4,9,2,7,5,3,14,8,12,0,1,10,6,11,13
5,1,0,3,2,10,4,14,8,13,6,7,12,11,9
10,0,3,8,13,6,14,5,4,11,2,12,7,1,9
10,5,3,8,13,6,14,0,4,11,12,7,2,1,9
10,6,3,8,13,14,0,5,4,12,11,7,2,1,9
10,7,3,8,13,6,14,0,5,4,9,12,2,11,1
10,8,4,5,3,7,2,0,14,13,6,9,12,11,1
10,13,4,1,5,3,6,14,12,0,8,2,7,11,9
11,0,13,14,3,10,8,9,12,5,4,6,2,7,1
11,8,10,13,14,0,5,3,12,2,7,9,6,1,4
11,9,10,13,8,14,0,7,6,5,4,3,1,12,2
11,12,7,9,8,14,5,3,6,10,2,13,1,0,4
11,13,12,14,1,3,6,4,5,0,8,9,10,7,2
12,1,2,14,8,7,3,11,10,5,4,9,13,0,6
13,1,2,14,5,3,10,6,7,4,8,0,12,9,11
14,0,1,2,3,4,6,7,10,5,12,13,9,8,11
14,1,0,2,3,4,6,7,10,5,12,13,9,8,11
14,6,2,5,4,3,7,1,10,13,0,9,12,8,11
14,7,1,5,4,12,2,6,3,10,13,8,9,0,11
14,12,0,11,3,9,13,8,7,6,4,5,1,10,2
14,13,0,11,10,3,8,12,9,6,5,4,7,2,1
0,2,3,1,14,4,10,6,7,8,5,13,12,9,11
1,2,3,0,14,4,10,6,7,13,5,8,12,9,11
2,3,5,0,10,4,8,7,14,13,6,11,12,9,1
2,3,8,4,10,5,7,14,0,13,6,9,12,11,1
2,4,0,1,14,3,10,6,7,8,5,13,12,9,11
2,4,1,0,3,14,10,6,7,8,5,13,12,9,11
2,4,5,0,3,10,14,8,13,6,7,1,12,11,9
2,4,7,3,5,9,14,8,12,6,1,10,13,11,0
2,5,1,0,3,10,4,14,8,13,6,7,12,11,9
2,14,0,1,3,4,6,7,10,5,12,13,9,8,11
2,14,1,0,3,4,6,7,10,5,12,13,9,8,11
3,4,0,1,14,2,10,6,7,8,13,5,12,9,11
3,4,1,0,2,14,10,6,7,8,13,5,12,9,11
3,4,5,0,2,10,14,8,7,13,6,1,12,11,9
3,4,6,2,5,14,7,1,10,13,0,9,8,12,11
3,4,9,2,7,5,14,8,12,0,1,10,6,11,13
3,5,1,0,2,10,4,14,8,7,13,6,12,11,9
3,12,1,13,11,14,6,9,8,0,5,4,7,2,10
3,13,1,4,10,5,6,8,14,0,12,11,2,7,9
3,14,0,1,2,4,6,7,10,5,12,13,9,8,11
3,14,1,0,2,4,6,7,10,5,12,13,9,8,11
3,14,6,11,0,8,9,13,12,4,10,2,7,5,1
3,14,12,0,11,9,13,8,7,6,4,5,1,10,2
3,14,13,0,11,10,12,9,8,6,5,4,1,7,2
4,5,1,0,3,2,10,14,8,13,6,7,12,11,9
4,10,5,3,8,13,6,14,0,7,2,11,12,1,9
4,10,6,3,8,13,14,0,5,7,2,12,11,1,9
4,10,7,3,8,13,6,14,0,5,9,12,2,11,1
10,8,5,6,12,3,14,7,9,1,0,4,13,11,2
10,13,5,4,1,3,6,14,12,0,8,2,7,11,9
10,14,6,12,8,7,11,3,2,5,9,4,13,0,1
10,14,13,5,1,2,3,6,7,4,12,0,8,9,11
14,12,1,2,8,7,3,10,11,5,4,9,6,13,0
14,13,1,2,5,3,6,7,10,4,12,9,8,0,11
1,2,3,4,0,14,10,6,7,13,5,8,12,9,11
2,3,4,5,0,10,8,7,14,13,6,11,12,9,1
2,3,5,1,0,10,4,14,8,7,13,6,12,11,9
2,4,5,1,0,3,10,14,8,13,6,7,12,11,9
3,4,5,1,0,2,10,14,8,7,13,6,12,11,9
3,4,6,5,8,2,7,10,12,14,0,1,9,13,11
3,4,9,5,2,7,14,8,12,0,1,10,6,11,13
