0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 4)","(0, 5)","(0, 7)","(0, 8)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 9)","(1, 10)","(1, 12)","(1, 13)","(2, 3)","(2, 4)","(2, 5)","(2, 9)","(2, 10)","(2, 11)","(3, 4)","(3, 5)","(3, 6)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 13)","(4, 6)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(5, 6)","(5, 7)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 7)","(6, 8)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 8)","(7, 13)","(8, 9)","(8, 11)","(8, 12)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
278,210
0,3,4,5,8,10,11,13,1,2,6,9,7,12
1,0,4,5,10,12,13,2,3,6,9,11,8,7
2,0,4,5,10,11,1,3,6,9,12,13,8,7
3,0,4,5,8,10,11,13,1,2,6,9,7,12
6,0,4,5,7,8,10,11,12,13,1,2,3,9
9,0,4,5,8,10,11,12,1,2,3,6,7,13
0,4,7,6,8,5,10,11,12,13,1,2,3,9
1,2,0,4,5,10,12,13,11,3,6,9,8,7
3,1,0,4,5,8,10,11,13,12,2,6,9,7
4,1,0,5,10,12,13,2,3,6,9,11,8,7
4,2,0,5,10,11,1,3,6,9,12,13,8,7
4,3,0,5,8,10,11,13,1,2,6,9,7,12
4,6,0,5,7,8,10,11,12,13,1,2,3,9
4,9,0,5,8,10,11,12,1,2,3,6,7,13
5,0,6,4,7,8,10,11,12,13,1,2,3,9
5,1,0,4,10,12,13,2,3,6,9,11,8,7
5,2,0,4,10,11,1,3,6,9,12,13,8,7
5,3,0,4,8,10,11,13,1,2,6,9,7,12
5,6,0,4,7,8,10,11,12,13,1,2,3,9
5,9,0,4,8,10,11,12,1,2,3,6,7,13
6,1,2,3,4,5,10,11,0,9,12,13,7,8
7,0,4,6,8,5,10,11,12,13,1,2,3,9
8,0,3,4,5,10,11,13,1,2,6,9,7,12
8,3,1,4,6,9,12,13,0,10,11,5,7,2
9,1,0,4,5,8,10,11,12,13,2,3,6,7
10,0,3,4,5,8,11,13,1,2,6,9,7,12
10,1,0,4,5,12,13,2,3,6,9,11,8,7
10,2,0,4,5,11,1,3,6,9,12,13,8,7
