0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 3)","(0, 12)","(0, 5)","(0, 6)","(0, 8)","(0, 7)","(0, 9)","(0, 1)","(0, 14)","(1, 2)","(1, 3)","(1, 13)","(1, 10)","(1, 6)","(1, 14)","(2, 14)","(2, 8)","(2, 9)","(2, 11)","(2, 10)","(2, 4)","(2, 3)","(2, 7)","(3, 4)","(3, 10)","(3, 12)","(3, 9)","(4, 13)","(4, 10)","(4, 5)","(4, 11)","(4, 14)","(4, 12)","(5, 14)","(5, 6)","(5, 8)","(5, 10)","(5, 7)","(6, 8)","(6, 10)","(6, 14)","(7, 8)","(7, 10)","(7, 14)","(7, 13)","(7, 9)","(8, 9)","(8, 11)","(8, 14)","(8, 10)","(9, 12)","(9, 13)","(9, 14)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(11, 13)","(11, 12)","(13, 14)"
172,100
2,0,1,14,8,9,3,7,10,6,13,4,12,5,11
4,1,3,13,10,2,14,9,0,11,7,6,5,8,12
10,0,7,6,3,12,1,5,8,14,2,9,13,4,11
11,1,13,2,10,14,9,4,7,8,5,6,0,3,12
13,0,14,1,9,7,2,3,10,11,4,8,6,12,5
0,1,2,3,8,7,9,14,10,4,6,13,12,5,11
0,5,4,3,12,14,10,1,2,9,7,6,8,13,11
0,7,4,3,12,5,14,10,13,2,9,1,11,8,6
0,8,4,3,12,5,14,2,11,10,9,1,7,13,6
0,9,2,3,8,7,1,14,10,4,6,13,12,5,11
0,12,2,3,8,7,9,1,14,11,10,4,6,5,13
1,2,0,14,8,9,3,7,4,6,10,13,5,12,11
1,10,0,7,6,3,12,5,8,14,13,2,9,4,11
1,13,9,2,3,0,14,11,10,4,7,8,12,6,5
3,2,0,1,14,8,9,7,10,6,13,4,12,5,11
3,4,1,13,10,2,14,9,11,7,6,5,8,0,12
3,10,0,7,6,12,1,5,8,2,9,14,13,4,11
4,2,1,3,13,10,14,9,0,11,7,6,5,8,12
5,4,9,0,14,8,7,3,13,2,11,12,1,10,6
5,10,3,0,4,12,6,8,7,1,14,9,11,2,13
6,10,0,7,3,12,1,5,8,14,2,9,13,4,11
7,2,6,8,10,0,14,5,1,3,12,4,13,9,11
7,10,1,0,14,13,2,3,12,5,6,8,9,4,11
7,13,8,14,11,9,10,2,4,5,6,1,12,3,0
8,2,6,1,14,10,0,13,5,7,4,3,9,12,11
8,10,1,6,2,0,14,9,3,7,12,5,13,4,11
8,11,1,6,2,0,14,10,13,9,3,7,4,12,5
9,2,1,13,0,14,3,11,4,7,10,8,12,5,6
9,11,1,13,2,0,14,3,10,4,7,8,12,5,6
9,13,6,8,0,14,1,10,7,11,2,3,12,5,4
11,2,3,12,10,4,9,7,8,13,14,0,5,1,6
12,4,2,9,11,3,10,13,14,8,7,1,0,5,6
12,10,2,9,11,3,4,13,8,7,14,1,0,5,6
12,11,3,2,10,4,9,7,8,13,14,0,5,1,6
14,2,0,1,8,9,3,7,10,6,13,4,5,12,11
14,4,1,3,13,10,2,0,9,11,7,6,5,8,12
14,13,0,1,9,7,2,3,10,11,4,8,6,5,12
0,3,9,11,12,8,4,10,2,5,14,13,7,6,1
0,3,12,8,10,2,9,11,7,6,1,5,13,14,4
0,5,6,7,8,10,14,3,12,1,2,4,13,9,11
0,6,1,13,7,9,14,10,8,5,2,3,12,11,4
0,6,8,4,3,12,5,14,10,2,11,1,9,7,13
0,7,5,6,8,10,14,3,12,1,2,4,13,9,11
0,8,5,4,3,12,14,2,11,10,9,1,13,6,7
0,14,1,5,10,6,7,3,12,8,2,4,13,9,11
0,14,5,4,3,12,1,2,9,10,6,13,8,7,11
0,14,7,4,3,12,5,10,13,2,1,9,11,8,6
0,14,8,4,3,12,5,2,11,10,1,9,7,13,6
0,14,9,4,3,12,5,13,2,11,1,10,8,7,6
1,2,3,9,13,0,14,11,4,7,10,8,12,5,6
1,3,10,0,7,6,12,5,8,14,13,2,9,4,11
1,6,14
1,10,2,0,7,6,3,12,5,8,14,9,13,4,11
3,4,2,9,13,11,14,12,1,10,7,8,0,6,5
3,9,12
3,12,4,9,13,2,11,14,1,10,7,8,0,6,5
3,12,10,2,9,11,4,13,8,7,14,1,0,5,6
5,6,10,7,8,0,14,3,12,1,13,2,4,9,11
5,7,10,6,8,0,14,3,12,1,13,2,4,9,11
5,8,10,4,2,11,14,7,13,9,6,1,0,12,3
6,8,10,4,14,5,2,11,13,7,1,9,0,3,12
7,2,8,6,10,0,14,5,1,3,12,4,13,9,11
7,8,0,4,10,14,13,2,5,11,3,12,6,1,9
7,8,10,1,0,14,13,2,6,3,12,5,9,4,11
7,9,0,4,10,14,13,2,5,12,3,11,8,6,1
7,9,2,6,8,10,0,14,5,1,3,11,12,13,4
7,9,13,12,10,0,11,4,3,2,8,6,1,5,14
7,10,2,6,8,0,14,5,1,3,12,9,13,4,11
7,14,2,6,8,10,0,5,1,4,13,3,12,9,11
7,14,13,8,11,9,10,2,4,12,3,6,1,5,0
8,9,0,4,2,5,11,14,10,12,13,3,1,7,6
8,9,2,6,0,14,1,10,3,7,12,5,13,4,11
8,9,11,1,6,2,0,14,10,13,3,7,4,12,5
8,10,2,6,1,14,0,13,5,7,4,3,12,9,11
8,11,2,7,13,10,9,14,1,4,3,12,5,6,0
8,14,2,6,1,10,0,7,4,5,13,3,9,12,11
9,11,2,7,13,10,8,14,1,4,3,12,5,6,0
9,12,0,2,11,3,10,4,8,7,1,14,13,6,5
9,14,2,6,8,0,1,10,3,7,12,5,13,11,4
9,14,13,6,8,0,1,10,7,11,2,3,12,5,4
11,2,4,9,3,13,14,12,10,1,0,7,8,6,5
12,11,4,9,3,13,2,14,10,1,0,7,8,6,5
0,5,6,8,13,7,9,1,14,4,10,11,2,3,12
0,6,14,5,7,8,10,3,12,1,2,4,13,9,11
0,6,14,8,4,3,12,5,10,2,11,1,9,7,13
0,7,5,8,6,10,14,3,12,1,2,4,13,9,11
0,14,7,5,6,8,10,3,12,1,2,4,13,9,11
0,14,8,5,4,3,12,2,11,10,1,9,7,13,6
5,6,8,14
5,7,8,14
7,2,8,9,13,1,14,11,10,4,0,6,3,5,12
7,8,9,0,4,10,14,13,2,5,11,12,3,6,1
7,8,14,0,4,10,13,2,5,11,3,12,6,1,9
7,8,14,2,6,10,0,5,1,4,13,3,12,9,11
7,9,14,0,4,10,13,2,5,12,3,11,8,6,1
7,9,14,2,6,8,10,0,5,1,3,11,12,13,4
8,9,14,0,4,2,5,11,10,12,13,3,1,7,6
8,9,14,2,6,0,1,10,3,7,12,5,13,11,4
0,14,7,5,8,6,10,3,12,1,2,4,13,9,11
7,8,9,14,0,4,10,13,2,5,11,12,3,6,1
