0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 11)","(1, 13)","(2, 5)","(2, 7)","(2, 14)","(4, 6)","(6, 8)","(6, 9)","(6, 10)","(6, 15)","(11, 12)"
3904,30
0
2,0,1
3,0,1
4,0,1
5,0,2,1
6,0,4,1
7,0,2,1
8,0,6,4,1
9,0,6,4,1
10,0,6,4,1
11,0,1
12,0,11,1
13,0,1
14,0,2,1
15,0,6,4,1
3,0,1,5,2,7,12,11,13,14
3,0,1,4,5,2,7,12,11,13,14
3,0,1,8,4,6,9,10,12,11,13,15
3,0,1,5,2,7,8,4,6,9,10,12,11,13,14
3,0,1,5,2,7,8,4,6,9,10,12,11,13,15
3,0,1,5,2,7,8,4,6,9,10,12,11,14,15
3,0,1,5,2,7,8,4,6,9,10,13,14,15
3,0,1,5,2,7,8,4,6,9,12,11,13,14,15
3,0,1,5,2,7,8,4,6,10,12,11,13,14,15
3,0,1,5,2,7,9,4,6,10,12,11,13,14,15
3,0,1,5,2,8,4,6,9,10,12,11,13,14,15
3,0,1,7,2,8,4,6,9,10,12,11,13,14,15
5,0,2,1,7,8,4,6,9,10,12,11,13,14,15
3,0,1,5,2,7,8,4,6,9,10,11,13,14,15
1,3,5,2,7,8,4,6,9,10,12,11,13,14,15
