0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 11)","(0, 2)","(1, 2)","(1, 7)","(2, 4)","(2, 9)","(2, 11)","(3, 4)","(3, 9)","(3, 11)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(6, 8)","(6, 11)","(7, 8)","(7, 10)","(8, 9)","(8, 10)","(9, 11)","(9, 10)","(10, 11)"
67,27
4,1,2
5,0,4,2,6,11,7,1,3,8,10,9
7,0,1
8,0,7,1,9,11,6,10,2,5,4,3
9,1,2
0,4,2
0,7,1
0,10,11,1,7,2,9,8,6,5,4,3
0,11,1,2
1,5,7,0,4,2,6,11,3,8,10,9
2,5,4,0,6,11,7,1,8,3,10,9
3,4,2,9,11,6,8,10,7,5,1,0
3,9,7,4,5,8,10,11,2,6,1,0
6,4,3,11,2,9,8,10,7,5,1,0
6,5,3,4,11,2,9,8,7,10,1,0
6,7,5,8,3,4,11,9,10,2,1,0
6,8,3,4,11,9,2,10,7,5,1,0
8,1,7,9,2,10,11,6,0,5,4,3
10,1,7,4,11,6,8,3,9,2,5,0
10,2,11,9
10,5,7,0,11,4,2,6,1,3,9,8
10,7,0,11,1,2,9,8,6,5,4,3
11,1,0,2,8,10,9,6,7,5,4,3
0,1,2,3,11,4,9,6,5,7,8,10
6,4,5,3,11,2,9,8,7,10,1,0
6,8,4,3,11,9,10,2,7,5,1,0
11,3,9,8,10,6,4,2,5,7,1,0
