0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 12)","(0, 4)","(0, 10)","(0, 9)","(0, 7)","(0, 3)","(0, 13)","(0, 11)","(0, 5)","(0, 6)","(1, 2)","(1, 3)","(1, 13)","(1, 4)","(1, 5)","(1, 11)","(1, 6)","(1, 10)","(1, 7)","(1, 8)","(1, 12)","(2, 3)","(2, 4)","(2, 5)","(2, 7)","(2, 11)","(2, 10)","(2, 9)","(2, 13)","(2, 6)","(2, 8)","(3, 5)","(3, 7)","(3, 12)","(3, 11)","(3, 10)","(3, 13)","(3, 8)","(3, 6)","(3, 9)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 13)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 6)","(6, 11)","(6, 13)","(6, 7)","(6, 8)","(6, 9)","(6, 12)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 10)","(8, 11)","(8, 12)","(8, 9)","(8, 13)","(9, 13)","(9, 11)","(9, 10)","(9, 12)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
Nombre de convexes,2593
Nombre d'attributs,176
Attributs :
0,1,2,3,5,6,7
0,1,2,3,5,6,11
0,1,2,3,5,7,10
0,1,2,3,5,10,11
0,1,2,3,6,7,13
0,1,2,3,6,11,13
0,1,2,3,7,10,13
0,1,2,3,10,11,13
0,1,2,4,5,6,7
0,1,2,4,5,6,11
0,1,2,4,5,7,10
0,1,2,4,5,10,11
0,1,2,4,6,7,13
0,1,2,4,6,11,13
0,1,2,4,7,10,13
0,1,2,4,10,11,13
0,1,3,5,6,7,12
0,1,3,5,6,11,12
0,1,3,5,7,10,12
0,1,3,5,10,11,12
0,1,3,6,7,12,13
0,1,3,6,11,12,13
0,1,3,7,10,12,13
0,1,3,10,11,12,13
0,1,4,5,6,7,11
0,1,4,5,7,10,11
0,1,4,6,7,11,13
0,1,4,7,10,11,13
0,1,5,6,7,11,12
0,1,5,7,10,11,12
0,1,6,7,11,12,13
0,1,7,10,11,12,13
0,2,3,5,6,7,9
0,2,3,5,6,9,11
0,2,3,5,7,9,10
0,2,3,5,9,10,11
0,2,3,6,7,9,13
0,2,3,6,9,11,13
0,2,3,7,9,10,13
0,2,3,9,10,11,13
0,2,4,5,6,7,9
0,2,4,5,6,9,11
0,2,4,5,7,9,10
0,2,4,5,9,10,11
0,2,4,6,7,9,13
0,2,4,6,9,11,13
