0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 11)","(0, 6)","(0, 2)","(0, 5)","(0, 10)","(0, 8)","(1, 2)","(1, 3)","(1, 12)","(1, 8)","(1, 4)","(1, 6)","(1, 11)","(2, 3)","(2, 12)","(2, 8)","(2, 10)","(2, 4)","(2, 9)","(3, 4)","(3, 5)","(3, 7)","(3, 12)","(3, 8)","(3, 9)","(4, 5)","(4, 6)","(4, 12)","(4, 10)","(4, 9)","(4, 11)","(5, 7)","(5, 8)","(5, 9)","(5, 12)","(5, 6)","(6, 12)","(6, 7)","(7, 8)","(7, 10)","(7, 11)","(7, 12)","(8, 11)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(9, 12)","(10, 12)","(10, 11)","(11, 12)"
139,84
3,0,2,1,5,8,12,4,9,6,11,10,7
4,0,5,6,2,1,10,11,3,8,9,12,7
7,2,8,10,3,12,5,11,1,9,4,0,6
9,1,11,12,3,2,4,8,7,0,10,5,6
12,0,11,10,1,2,5,6,9,8,4,7,3
0,5,4,1,11,6,2,10,3,12,8,9,7
0,10,1,12,2,4,11,8,5,6,9,3,7
1,3,0,2,5,8,12,4,9,6,11,10,7
1,4,0,5,6,2,10,11,3,8,12,9,7
1,12,0,11,10,2,5,6,9,8,4,7,3
2,3,0,1,5,8,12,4,6,9,11,10,7
2,4,0,5,6,1,10,11,3,8,9,12,7
2,9,1,11,12,3,4,8,0,10,7,5,6
2,12,0,11,10,1,5,6,9,8,4,7,3
5,3,2,4,8,9,12,0,1,10,11,6,7
5,4,2,3,8,9,12,0,1,11,10,7,6
5,7,2,4,3,8,9,12,0,10,6,11,1
5,9,2,4,3,8,12,0,1,10,11,6,7
5,12,2,4,3,8,9,0,1,10,11,6,7
6,4,0,5,2,1,10,11,3,8,9,12,7
6,7,4,5,10,3,11,12,8,9,0,2,1
6,12,0,11,10,1,2,5,7,4,9,8,3
7,3,4,5,10,11,12,6,8,9,0,2,1
8,3,0,2,1,5,12,4,9,6,11,10,7
8,7,2,10,3,12,9,4,11,1,5,6,0
8,9,1,11,12,3,2,4,7,0,10,5,6
10,4,1,12,2,11,0,8,5,6,9,3,7
10,7,6,12,4,0,11,1,2,5,3,8,9
10,9,1,12,2,4,11,0,8,3,5,6,7
10,12,1,2,4,11,0,8,9,5,6,3,7
11,4,0,5,6,2,1,10,7,8,9,12,3
11,7,6,12,0,1,4,10,2,5,8,3,9
11,9,3,12,8,7,1,4,10,2,5,6,0
11,12,0,10,1,2,5,6,4,8,9,7,3
0,1,2,7,11,6,5,10,8,3,12,9,4
0,1,11,7,6,5,10,8,3,12,4,9,2
0,2,10,7,11,6,5,8,3,12,9,1,4
0,8,10,1,12,2,4,11,5,6,9,3,7
0,11,10,7,6,5,8,4,12,1,9,2,3
1,2,3,0,5,8,4,12,6,9,10,11,7
1,2,4,0,5,6,10,11,3,8,12,9,7
1,2,12,0,11,10,5,6,9,8,4,7,3
1,6,4,11,0,12,7,2,5,10,8,3,9
1,6,12,3,4,5,7,10,11,8,0,2,9
1,8,3,0,2,5,12,4,9,6,11,10,7
1,8,11
1,11,4,10,0,2,12,8,6,5,9,3,7
1,11,12,3,9,8,7,4,2,10,5,6,0
2,8,3,0,1,5,12,4,6,9,11,10,7
2,8,9,1,11,12,3,4,0,10,7,5,6
2,9,3,1,11,12,4,8,0,10,7,5,6
2,10,4,8,3,5,1,9,11,7,12,0,6
2,10,9,3,12,7,4,8,11,1,5,6,0
2,10,12,3,9,7,4,8,11,5,6,1,0
5,3,4,8,2,1,10,9,11,12,0,6,7
5,6,4,8,0,1,7,3,2,10,9,11,12
5,6,7,11,4,8,9,12,0,1,3,10,2
5,6,12,3,4,1,7,10,11,0,8,9,2
5,7,3,6,4,1,12,10,11,0,8,9,2
5,8,3,6,7,1,0,4,12,11,10,2,9
5,8,7,2,4,3,9,12,0,10,1,11,6
5,8,9,2,4,3,12,0,1,10,11,6,7
5,9,3,2,4,8,12,0,1,10,11,6,7
5,12,3,2,4,8,9,0,1,10,11,6,7
8,7,3,4,5,11,2,1,9,10,12,6,0
8,10,7,9,5,3,11,12,4,0,2,1,6
8,10,9,1,12,2,4,11,0,3,5,7,6
8,11,7,9,5,10,3,12,4,0,2,1,6
8,11,9,7,10,12,5,3,4,0,2,1,6
10,11,4,8,3,5,2,1,9,7,12,0,6
10,11,7,6,12,4,0,1,2,5,3,8,9
10,11,9,3,12,7,2,4,8,1,5,6,0
10,11,12,3,9,7,2,4,8,1,5,6,0
11,9,4,8,3,5,2,1,10,7,12,0,6
1,2,3,4,11,12,8,10,0,9,7,5,6
1,2,12,3,0,11,10,5,6,8,9,4,7
2,9,3,4,11,1,12,8,10,0,7,6,5
2,10,4,9,11,1,12,8,0,3,5,7,6
2,10,12,4,8,11,1,9,3,5,7,0,6
5,3,4,9,11,7,8,12,0,1,10,6,2
5,6,12,4,8,0,1,7,11,10,9,2,3
5,12,3,4,8,11,10,1,9,2,7,0,6
10,11,4,9,8,3,5,2,1,7,12,0,6
10,11,12,4,8,1,9,2,3,5,7,0,6
