0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 12)","(1, 2)","(1, 3)","(2, 4)","(2, 6)","(3, 4)","(3, 5)","(3, 13)","(4, 5)","(4, 6)","(5, 7)","(5, 9)","(6, 7)","(6, 8)","(7, 8)","(7, 12)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
102,31
3,0,1
4,1,3,2
5,0,4,2,3,1,7,12,6,13,8,10,9,11
6,1,2
8,1,6,2
0,7,12,1,6,2,5,3,4,13,10,8,9,11
0,9,12,11,10,8,2,6,7,4,5,3,13,1
1,5,3,0,4,2,7,12,6,13,8,10,9,11
1,10,0,12,3,13,9,5,11,4,2,7,6,8
1,11,0,12,3,13,9,5,10,4,2,7,6,8
2,5,4,0,3,1,7,12,13,6,10,8,9,11
3,0,1,2,4,5,12,7,13,6,10,8,9,11
3,0,1,12,13,9,5,11,10,4,2,7,6,8
4,1,3,2,6
7,3,5,2,6,4,1,0,12,13,10,8,9,11
7,4,6,5,1,2,3,12,0,13,10,8,9,11
7,5,1,6,2,3,12,0,4,13,10,8,9,11
7,4,6,5,8,9,1,2,3,12,0,13,10,11
9,3,5,0,10,12,11,1,4,2,7,13,8,6
10,5,9,2,8,6,12,0,4,7,11,13,3,1
10,6,8,2,12,0,7
11,5,9,2,12,0,4,8,6,7,10,13,3,1
11,8,10,9,4,5,13,3,6,7,12,0,2,1
12,5,7,2,0,4,6,1,3,13,10,8,9,11
13,3,0,12,1
0,2,7,12,6,5,1,3,4,13,10,8,9,11
2,4,7,6,5,3,1,0,12,13,10,8,9,11
2,4,8,6,3,1,7,5,9,10,13,0,12,11
11,0,12,7,10,8,9,6,2,5,4,3,1,13
11,7,12,13
13,0,12,7,10,8,6,2,4,3,1,5,9,11
