0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 16)","(0, 3)","(0, 15)","(0, 14)","(0, 5)","(0, 13)","(0, 12)","(0, 8)","(1, 2)","(1, 3)","(1, 17)","(1, 16)","(1, 6)","(1, 11)","(1, 12)","(1, 4)","(2, 4)","(2, 17)","(2, 16)","(2, 7)","(2, 15)","(2, 12)","(2, 14)","(2, 8)","(2, 10)","(2, 9)","(3, 4)","(3, 5)","(3, 7)","(3, 17)","(3, 16)","(3, 14)","(3, 6)","(3, 13)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 17)","(4, 12)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 17)","(5, 14)","(5, 13)","(6, 7)","(6, 8)","(6, 9)","(6, 11)","(6, 12)","(6, 15)","(7, 8)","(7, 12)","(7, 13)","(7, 14)","(7, 9)","(8, 9)","(8, 10)","(8, 11)","(8, 13)","(8, 17)","(9, 10)","(9, 11)","(9, 15)","(9, 17)","(9, 12)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(11, 12)","(12, 13)","(13, 14)","(13, 16)","(13, 17)","(14, 17)","(14, 15)","(15, 16)","(15, 17)","(16, 17)"
307,190
2,0,1,17,16,15,12,14,8,6,11,3,4,13,9,10,7,5
4,0,3,5,8,17,12,1,7,6,13,9,10,11,2,14,15,16
6,0,8,1,12,3,15,11,4,2,17,7,9,10,13,5,16,14
7,1,6,4,3,2,12,8,9,15,17,16,14,0,13,11,5,10
9,1,11,6,4,17,2,12,8,13,14,15,16,10,3,7,0,5
10,1,11,12,2,9,8,14,15,16,6,4,17,5,7,0,13,3
11,0,13,8,14,15,16,1,12,10,17,3,7,5,2,9,6,4
0,1,2,17,16,15,14,12,8,13,4,9,11,3,6,10,7,5
0,5,2,1,17,16,15,14,12,8,4,7,9,10,3,6,11,13
0,8,4,1,17,3,5,12,2,6,11,13,9,7,10,16,15,14
0,13,2,1,17,16,15,14,12,8,10,7,3,11,6,4,9,5
0,14,2,1,17,16,15,12,8,3,11,6,4,13,9,10,7,5
0,15,13,16,17,11,10,14,2,3,1,8,9,5,12,7,4,6
1,2,3,4,17,16,7,14,5,13,8,9,15,0,11,6,12,10
1,4,0,3,5,8,17,12,7,6,13,9,10,11,2,14,15,16
1,6,2,7,4,8,9,12,15,3,14,17,11,0,10,13,16,5
1,11,5,0,3,17,4,10,9,13,8,14,16,15,12,6,7,2
