0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 7)","(0, 12)","(1, 2)","(1, 3)","(1, 12)","(1, 8)","(2, 3)","(2, 4)","(2, 5)","(2, 13)","(2, 12)","(2, 10)","(2, 11)","(3, 4)","(3, 6)","(3, 8)","(3, 12)","(3, 13)","(3, 7)","(3, 9)","(4, 5)","(4, 13)","(4, 6)","(4, 11)","(5, 7)","(5, 8)","(5, 12)","(6, 7)","(6, 9)","(6, 10)","(7, 8)","(7, 11)","(7, 13)","(7, 9)","(8, 10)","(8, 11)","(9, 10)","(10, 11)","(10, 12)","(11, 13)"
94,49
2,0,1,13,12,3,7,5,11,8,4,10,6,9
3,0,1,12,13,7,2,8,5,11,10,4,9,6
5,1,2,8,12,3,10,11,4,7,6,9,13,0
8,0,7,1,3,12,13,5,10,2,11,4,9,6
0,1,11,13,7,2,8,3,5,12,10,4,6,9
0,6,7,8,1,3,10,2,12,13,9,11,4,5
0,7,5,12,3,1,13,2,4,8,11,10,6,9
1,2,0,13,12,3,7,8,5,11,10,4,9,6
1,3,0,12,13,7,2,5,8,11,10,4,9,6
1,6,3,8,7,10,0,11,9,2,12,13,4,5
1,8,2,10,5,11,3,12,9,6,4,7,13,0
1,9,3,5,2,12,8,7,4,10,11,13,0,6
4,2,0,13,1,12,3,5,7,8,6,11,10,9
5,2,3,4,7,8,12,13,6,11,0,10,1,9
6,3,0,7,1,12,13,8,5,2,10,4,11,9
7,3,5,2,4,8,12,13,11,1,10,6,0,9
7,5,6,4,3,13,11,2,8,12,10,1,0,9
7,8,2,5,11,13,3,10,1,4,12,0,6,9
9,0,7,5,12,3,10,1,13,2,4,8,6,11
9,3,0,7,1,12,13,8,5,2,10,11,4,6
10,2,9,3,6,8,12,4,7,5,11,1,13,0
10,6,8,7,3,11,9,2,12,4,13,1,5,0
10,8,9,7,3,6,11,2,12,4,13,1,5,0
10,9,5,8,2,12,7,3,11,1,13,0,6,4
10,11,1,8,2,12,5,3,4,7,6,9,13,0
11,2,3,13,8,7,4,10,5,1,6,9,12,0
11,4,1,8,2,3,5,10,13,7,12,6,9,0
12,2,0,1,13,3,7,5,11,8,4,10,6,9
12,3,0,1,13,7,2,8,5,11,10,4,9,6
12,5,1,2,8,3,10,11,4,7,6,9,13,0
13,0,3,1,7,12,2,8,5,11,10,4,9,6
13,2,1,0,3,12,7,5,11,8,4,10,6,9
13,3,1,0,2,7,12,8,5,11,10,4,9,6
1,2,3,0,13,12,7,5,8,11,4,10,6,9
1,12,2,0,13,3,7,8,5,11,10,4,9,6
1,12,3,0,13,7,2,8,5,11,10,4,9,6
7,3,6,8,10,9,11,2,12,13,4,5,1,0
7,9,3,5,2,4,8,12,13,11,10,1,6,0
7,11,13
7,13,0,10,6,8,11,9,2,12,3,4,1,5
7,13,3,8,11,4,2,5,6,1,10,12,0,9
10,2,11,9,3,7,6,8,12,4,13,5,1,0
10,12,2,9,3,6,8,4,7,5,1,11,13,0
11,2,4,12,10,3,5,6,9,8,13,7,1,0
13,2,3,1,0,12,7,5,11,8,4,10,6,9
13,4,2,1,0,3,12,7,5,6,11,8,10,9
13,4,3,1,0,2,7,12,6,5,11,8,10,9
13,4,11,1,0,2,3,8,7,12,5,10,6,9
13,11,2,3,8,7,4,10,5,1,6,9,12,0
