0,1,2,3,4,5,6,7,8,9,10,11
"(0, 8)","(0, 4)","(0, 5)","(0, 7)","(0, 11)","(0, 6)","(0, 10)","(0, 2)","(1, 6)","(1, 9)","(1, 7)","(1, 3)","(1, 11)","(2, 11)","(2, 7)","(2, 8)","(2, 10)","(2, 6)","(2, 9)","(3, 10)","(3, 7)","(3, 8)","(3, 11)","(4, 6)","(4, 11)","(4, 7)","(5, 11)","(5, 9)","(5, 6)","(6, 7)","(6, 11)","(6, 10)","(7, 10)","(8, 10)","(9, 11)","(10, 11)"
114,59
0,1,7,11,6,2,3,4,10,9,8,5
1,2,6,9,7,11,5,0,3,4,10,8
3,0,10,7,8,11,2,6,1,4,9,5
9,0,5,11,2,6,1,7,3,4,10,8
0,2,5,11,6,9,1,7,3,4,10,8
1,3,6,10,7,11,2,0,4,9,8,5
2,9,7,1,6,11,5,10,0,3,4,8
4,0,3,11,7,8,10,2,6,1,9,5
5,0,3,11,8,7,10,2,6,1,4,9
5,9,10,0,11,6,2,1,7,3,4,8
6,0,1,7,11,2,3,4,10,9,8,5
6,1,5,9,11,2,7,0,3,4,10,8
7,0,1,11,6,10,2,3,4,9,8,5
7,1,2,6,9,11,5,10,0,3,4,8
7,3,0,10,8,11,2,6,1,4,9,5
8,0,1,3,7,11,6,10,2,4,9,5
8,3,0,10,7,11,2,6,1,4,9,5
9,1,2,6,7,11,5,0,3,4,10,8
10,0,1,11,3,6,7,2,4,8,9,5
10,3,6,1,7,11,2,0,4,8,9,5
11,0,1,7,6,2,3,4,10,9,8,5
11,1,2,6,9,7,5,0,3,4,10,8
11,3,0,10,7,8,6,2,1,4,9,5
11,9,0,5,2,6,1,7,3,4,10,8
0,2,6,5,11,9,1,7,3,4,10,8
2,7,0,5,11,6,9,10,1,3,4,8
2,8,0,5,11,6,9,10,3,1,7,4
2,8,10
2,10,0,5,11,6,9,1,7,3,4,8
2,11,0,5,6,9,1,7,3,4,10,8
2,11,9,8,10,0,3,5,7,1,6,4
4,6,0,3,11,7,1,10,8,2,9,5
4,6,7
4,6,11
4,7,0,5,6,11,10,2,1,3,9,8
4,11,0,3,7,8,10,6,2,1,9,5
5,6,0,3,11,7,1,10,8,2,4,9
5,6,11
5,11,0,3,8,7,10,2,6,1,4,9
6,7,0,1,11,10,2,3,4,9,8,5
6,10,0,1,11,3,7,2,4,8,9,5
6,11,0,1,7,2,3,4,10,9,8,5
7,10,0,1,11,3,6,2,4,8,9,5
10,8,0,1,11,3,6,7,2,4,9,5
10,11,0,1,3,6,7,8,2,4,9,5
11,1,3,8,10,2,0,6,7,9,5,4
11,9,1,2,6,7,5,0,3,4,10,8
0,2,6,7,9,5,11,1,10,3,4,8
2,6,7,10
2,6,10,0,5,11,9,1,7,3,4,8
2,6,10,11
2,6,11,0,9,1,5,7,3,4,10,8
2,7,10,0,5,11,6,9,1,3,4,8
2,8,10,0,5,11,6,9,3,1,7,4
2,10,11,0,5,6,9,1,7,3,4,8
4,6,11,0,3,7,1,10,8,2,9,5
5,6,11,0,3,7,1,10,8,2,4,9
6,7,10,0,1,11,3,2,4,8,9,5
6,10,11,0,1,3,7,8,2,4,9,5
