0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 2)","(0, 3)","(0, 11)","(0, 4)","(0, 10)","(0, 9)","(1, 2)","(1, 3)","(1, 13)","(1, 4)","(1, 12)","(1, 11)","(1, 6)","(1, 10)","(2, 3)","(2, 5)","(2, 13)","(2, 6)","(2, 12)","(2, 9)","(2, 10)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 10)","(4, 12)","(5, 6)","(5, 7)","(5, 9)","(5, 11)","(6, 9)","(6, 10)","(6, 12)","(6, 8)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(8, 9)","(8, 10)","(8, 12)","(8, 13)","(9, 11)","(9, 13)","(10, 12)","(10, 13)","(11, 12)","(11, 13)"
152,80
5,1,4,6,3,2,11,0,10,12,7,9,13,8
6,0,4,3,9,2,10,1,5,7,8,12,13,11
7,2,5,9,10,3,12,4,6,11,8,13,0,1
8,3,7,4,6,5,9,10,12,2,11,0,13,1
12,0,11,10,1,2,4,13,7,9,5,3,6,8
0,9,1,11,6,13,2,12,5,4,3,10,8,7
1,6,0,4,3,9,2,10,5,7,8,12,11,13
1,12,0,11,10,2,4,13,7,9,5,3,6,8
2,5,1,4,6,3,11,0,10,12,7,9,13,8
2,6,0,4,3,9,10,1,5,12,7,8,13,11
2,12,0,11,10,1,4,9,13,5,7,3,6,8
3,5,1,4,6,2,11,0,10,12,7,9,13,8
3,6,0,4,9,2,10,1,5,7,8,12,13,11
3,7,2,5,9,10,12,4,6,11,0,8,13,1
4,5,2,3,6,1,0,10,12,7,9,11,8,13
4,6,0,3,9,2,10,1,5,7,8,13,11,12
4,7,2,3,5,6,1,0,10,12,9,11,8,13
4,8,5,7,9,6,10,3,12,0,2,13,1,11
4,12,0,11,10,1,2,7,5,13,9,3,6,8
9,5,1,11,6,13,2,0,4,3,12,7,10,8
9,6,1,11,13,2,0,12,5,10,8,3,4,7
9,7,4,8,6,5,0,10,13,3,12,2,1,11
9,8,5,7,4,6,10,3,12,0,13,2,1,11
10,6,0,4,3,9,2,1,5,7,8,12,13,11
10,7,3,6,0,4,2,1,5,9,12,8,11,13
10,8,3,7,6,0,4,2,1,5,9,12,11,13
10,12,0,11,1,2,4,13,7,9,5,3,6,8
11,5,6,12,9,1,2,7,4,8,13,0,3,10
11,7,4,12,0,1,5,10,2,6,3,9,13,8
11,12,0,10,1,2,4,7,13,5,9,3,6,8
13,8,7,11,10,9,12,0,1,6,2,4,3,5
0,1,4,2,3,5,6,10,12,7,9,11,8,13
0,1,11,12,2,4,10,5,13,9,3,6,7,8
0,2,3
0,2,9,12,1,11,4,10,8,7,6,13,3,5
0,3,4
0,4,10
0,11,9,12,1,2,4,10,8,7,6,13,3,5
0,13,9,1,11,6,2,12,5,4,3,10,8,7
1,2,6,0,4,3,9,10,5,12,7,8,11,13
1,2,12,5,3,4,11,6,7,0,10,9,13,8
1,3,6,0,4,9,2,10,5,7,8,12,11,13
1,4,6,2,3,5,0,10,12,7,11,9,8,13
1,4,12,5,2,3,11,6,7,0,10,13,9,8
1,10,6,0,4,3,9,2,5,7,8,12,11,13
1,10,12,0,11,2,4,13,7,9,5,3,6,8
1,11,13
2,3,5,4,1,0,6,12,10,11,9,7,13,8
2,3,6,0,4,9,10,1,5,12,7,8,13,11
2,9,5,4,1,3,0,6,12,10,8,7,13,11
2,9,6,4,1,3,0,5,12,10,8,7,13,11
2,9,13
2,10,6,0,4,3,9,1,5,12,7,8,13,11
2,10,12,0,11,1,4,9,13,5,7,3,6,8
3,4,5,2,6,1,0,10,12,9,11,7,8,13
3,4,6,0,9,2,10,1,7,5,8,13,11,12
3,4,7,2,5,6,1,0,10,12,9,11,8,13
4,8,6,9,5,7,0,3,2,11,10,12,13,1
4,10,6,0,3,9,2,1,7,5,8,13,11,12
4,10,7,6,8,5,9,3,12,2,11,0,13,1
4,10,8,5,7,6,2,9,3,12,1,0,13,11
4,10,12,0,11,1,2,7,5,13,9,3,6,8
9,7,5,10,8,6,13,2,0,4,12,3,1,11
9,11,5,6,12,1,8,2,7,4,0,13,3,10
9,11,7,4,8,6,5,0,12,1,13,10,3,2
9,11,13
11,5,7,8,12,9,13,4,6,2,10,1,0,3
0,1,2,3,12,11,4,10,6,7,9,13,5,8
0,1,2,10,12,11,4,9,13,5,7,3,6,8
0,1,10,13
0,2,10,13
1,2,10,6,11,0,5,13,12,9,7,3,4,8
1,2,10,12,5,3,4,11,6,7,0,9,13,8
1,2,10,13
1,2,12,6,9,0,13,11,8,7,4,10,3,5
1,4,10,6,11,5,7,0,12,13,9,3,2,8
1,4,10,12,5,2,3,11,6,7,0,13,9,8
1,4,12,6,9,0,2,13,11,5,7,8,10,3
4,8,6,10,11,5,1,7,0,12,9,13,2,3
4,10,7,8,11,5,1,0,12,13,9,6,2,3
