0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 7)","(1, 2)","(1, 6)","(1, 8)","(1, 12)","(2, 4)","(2, 9)","(2, 7)","(3, 4)","(3, 5)","(3, 9)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(5, 9)","(5, 11)","(6, 8)","(6, 13)","(7, 8)","(8, 9)","(8, 10)","(9, 12)","(10, 11)","(10, 12)","(11, 12)"
51,24
2,0,1,7,8,9,5,12,4,6,11,10,13,3
4,0,5,7,2,1,6,13,9,8,3,12,11,10
6,0,1,13
8,0,7,1,2,9,5,12,6,4,11,10,13,3
9,1,8,2,12,7,10,5,0,11,6,4,13,3
10,4,11,5,8,6,7,9,2,12,3,1,0,13
11,0,12,1,5,7,9,10,8,2,6,4,13,3
12,0,1
0,1,5,7,6,8,2,13,9,4,12,3,11,10
0,5,7,2,1,4,9,6,8,12,13,3,10,11
1,2,3,4,6,9,8,12,5,11,7,10,0,13
3,4,2,9,5,7,8,6,1,12,0,11,10,13
5,4,2,7,9,8,3,6,1,0,12,13,11,10
5,6,0,7,1,13,8,2,9,4,12,3,11,10
6,0,1,13,11,5,12,7,9,10,8,2,4,3
7,0,2,1,8,9,5,12,4,6,11,10,13,3
8,1,5,7,9,6,0,2,12,13,4,10,11,3
12,0,1,5,11,9,7,6,8,2,10,13,4,3
13,3,6,5,4,10,8,11,9,12,7,1,2,0
13,4,6,2,0,1,7,5,8,9,3,12,11,10
3,4,5,2,9,7,8,6,1,12,0,11,10,13
3,5,6,4,10,11,9,8,12,2,7,1,0,13
7,5,11,2,4,9,12,1,3,6,8,10,0,13
3,5,6,4,11,12,9,1,2,8,7,10,0,13
