0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 2)","(0, 4)","(0, 5)","(0, 10)","(0, 11)","(0, 12)","(0, 14)","(1, 2)","(1, 3)","(1, 4)","(1, 6)","(1, 7)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 3)","(2, 4)","(2, 5)","(2, 7)","(2, 9)","(2, 11)","(2, 14)","(3, 5)","(3, 6)","(3, 7)","(3, 9)","(3, 10)","(3, 11)","(4, 5)","(4, 10)","(4, 11)","(4, 14)","(5, 6)","(5, 10)","(5, 11)","(5, 12)","(5, 14)","(6, 8)","(6, 9)","(6, 13)","(6, 14)","(7, 8)","(7, 9)","(7, 11)","(7, 12)","(8, 9)","(8, 11)","(8, 12)","(8, 13)","(9, 12)","(9, 13)","(10, 11)","(10, 13)","(10, 14)","(11, 14)","(12, 13)","(12, 14)","(13, 14)"
200,96
3,0,1,2,5,10,11,4,6,12,14,9,13,8,7
6,0,1,5,14,2,3,4,10,11,12,13,9,7,8
7,0,1,2,11,12,5,9,14,8,3,4,6,10,13
8,3,6,7,9,11,1,5,14,2,12,13,0,4,10
9,0,1,2,12,5,7,14,3,6,4,10,11,13,8
13,0,1,10,12,14,2,4,6,11,5,9,3,7,8
0,5,1,2,3,4,6,10,11,12,9,14,7,13,8
0,14,1,2,4,6,10,11,12,13,3,5,9,7,8
1,3,0,2,5,10,11,4,14,6,12,13,9,8,7
1,6,2,3,5,9,14,10,11,0,4,12,13,8,7
1,7,0,2,11,12,5,9,14,8,3,4,6,10,13
1,9,0,2,12,5,7,14,3,4,6,10,11,13,8
1,13,5,0,2,3,4,6,10,11,12,14,9,7,8
2,3,0,1,5,10,11,4,6,12,14,9,13,8,7
2,7,0,1,11,12,5,8,14,9,3,4,6,10,13
2,9,0,1,12,5,7,14,3,6,4,10,11,13,8
5,3,1,0,2,4,6,10,11,12,14,9,7,13,8
5,6,2,1,3,9,14,0,4,10,11,12,13,8,7
10,3,0,1,2,5,11,4,6,12,14,13,9,8,7
10,13,0,1,12,14,2,4,6,11,5,3,9,7,8
11,3,0,1,2,5,10,4,6,12,14,8,9,13,7
11,7,0,1,2,12,5,9,14,8,3,4,6,10,13
11,8,3,6,7,9,1,5,14,2,12,13,0,4,10
12,7,0,1,2,11,5,9,14,8,3,4,6,10,13
12,8,6,1,5,9,13,14,7,11,0,2,3,4,10
12,9,0,1,2,5,7,14,3,6,4,10,11,13,8
12,13,0,1,10,14,2,4,6,11,5,7,9,3,8
14,6,4,1,5,0,2,10,11,12,13,3,9,7,8
14,13,5,6,10,12,1,3,8,9,0,2,4,11,7
0,1,2,3,5,10,11,4,6,12,14,9,13,8,7
0,1,10,3,2,5,11,4,14,6,12,13,9,8,7
0,2,5,3,1,10,11,4,6,12,14,9,13,8,7
0,2,14,3,1,5,10,11,6,4,12,13,8,9,7
0,4,5,1,2,3,6,10,11,12,9,14,7,13,8
0,4,14,1,2,6,10,11,12,13,3,5,9,7,8
0,10,5,3,1,2,11,4,6,12,14,13,9,8,7
0,10,14,3,1,2,5,11,6,4,12,13,9,8,7
0,11,5,1,2,3,4,6,10,12,9,14,7,8,13
0,11,14,1,2,4,6,10,12,13,3,5,9,7,8
0,12,5,13,1,10,14,6,2,3,4,11,8,9,7
0,12,14,4,1,5,2,6,10,11,13,3,7,9,8
1,2,3,6,5,9,14,0,4,10,11,12,13,8,7
1,2,7,0,11,12,5,8,14,9,3,4,6,10,13
1,2,9,0,12,5,7,14,3,4,6,10,11,13,8
1,6,3,8,7,9,11,12,13,2,5,14,0,10,4
1,10,3,6,5,13,14,0,2,4,11,12,9,7,8
1,11,3,0,2,5,10,4,14,6,12,13,8,9,7
1,11,7,0,2,12,5,9,14,8,3,4,6,10,13
