0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 8)","(0, 16)","(0, 6)","(0, 10)","(0, 3)","(0, 2)","(0, 11)","(0, 9)","(1, 15)","(1, 5)","(1, 13)","(1, 7)","(1, 12)","(1, 3)","(1, 16)","(1, 11)","(1, 10)","(1, 14)","(2, 8)","(2, 11)","(2, 13)","(2, 9)","(2, 12)","(2, 16)","(2, 4)","(2, 5)","(2, 15)","(3, 8)","(3, 14)","(3, 4)","(3, 10)","(3, 13)","(3, 5)","(3, 12)","(4, 14)","(4, 5)","(4, 10)","(4, 7)","(4, 12)","(5, 10)","(5, 16)","(5, 15)","(5, 11)","(5, 13)","(5, 14)","(5, 8)","(5, 6)","(5, 7)","(6, 14)","(6, 12)","(6, 15)","(6, 7)","(6, 9)","(6, 16)","(6, 13)","(6, 10)","(7, 16)","(7, 14)","(7, 9)","(7, 15)","(7, 8)","(7, 12)","(8, 10)","(8, 11)","(8, 12)","(8, 14)","(9, 13)","(9, 15)","(9, 10)","(9, 16)","(9, 11)","(10, 16)","(10, 13)","(10, 12)","(11, 12)","(11, 14)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(14, 15)","(14, 16)","(15, 16)"
252,167
4,1,3,14,5,10,7,12,8,6,13,16,15,11,2,9,0
5,0,1,10,16,11,3,8,6,2,7,12,14,15,13,9,4
7,0,1,16,9,6,8,15,13,11,10,5,12,14,3,2,4
12,0,8,6,1,11,2,10,3,16,14,5,7,15,13,9,4
13,0,9,1,3,2,10,6,15,7,16,11,5,12,14,8,4
14,0,3,6,16,8,11,1,10,13,5,12,7,9,15,2,4
15,0,1,9,6,16,2,13,7,11,10,5,12,14,3,8,4
0,1,2,15,5,13,12,16,11,9,6,14,10,3,8,4,7
0,2,7,1,8,16,6,9,12,4,5,15,13,11,3,10,14
0,6,8,14,12,7,5,10,3,16,11,1,4,13,2,15,9
0,8,1,10,11,12,3,14,5,7,9,4,16,13,6,2,15
0,9,1,13,15,7,10,16,11,3,2,6,5,14,12,8,4
1,5,2,0,15,13,12,16,11,8,6,10,3,9,14,4,7
1,7,4,5,12,3,10,14,16,15,11,8,6,2,9,13,0
1,12,2,0,15,5,13,16,11,8,6,10,3,9,14,4,7
1,13,2,0,15,5,12,16,11,6,10,3,9,8,14,4,7
1,14,2,0,15,5,13,12,16,11,4,8,6,3,9,10,7
1,15,4,5,7,12,3,10,14,2,16,11,8,6,9,13,0
2,4,3,8,13,12,0,5,10,14,7,1,15,6,9,11,16
2,5,3,8,13,12,0,4,10,14,7,1,15,6,9,11,16
2,12,3,8,13,0,4,5,10,14,7,1,15,6,9,16,11
2,13,4,3,5,14,10,8,0,12,15,16,11,6,1,9,7
2,15,4,5,14,12,7,1,10,16,11,3,8,6,13,9,0
3,4,2,8,13,0,5,12,10,14,7,9,1,6,15,16,11
3,5,0,1,10,16,11,8,6,2,7,12,14,15,13,9,4
3,12,0,8,6,1,11,2,10,16,14,5,7,13,15,9,4
3,13,0,9,1,2,10,6,15,7,16,11,5,12,14,8,4
3,14,0,6,16,8,11,1,12,5,13,10,7,9,15,2,4
6,5,4,14,12,7,10,3,13,16,8,1,11,2,15,9,0
6,7,4,14,12,5,10,3,13,16,8,1,11,2,15,9,0
6,12,5,8,1,11,2,10,3,14,15,4,7,16,0,13,9
6,13,4,14,12,7,5,10,3,2,16,8,1,15,11,9,0
6,14,4,12,7,5,10,8,1,11,2,3,15,16,9,13,0
6,15,4,14,12,7,5,10,2,3,13,16,8,1,11,9,0
8,5,1,10,11,12,3,0,14,7,9,4,16,13,6,2,15
8,7,4,10,12,3,2,14,5,9,16,1,6,0,13,11,15
8,12,1,10,11,3,0,14,5,7,9,4,16,13,6,2,15
8,14,2,4,13,15,16,5,12,11,3,10,7,9,1,6,0
9,7,5,13,15,10,2,6,16,11,1,14,12,8,4,0,3
9,13,1,15,7,10,16,0,11,6,5,12,2,14,4,8,3
9,15,1,13,7,10,16,0,11,5,14,6,2,3,4,8,12
10,4,2,8,5,9,0,16,13,12,3,14,7,11,15,6,1
10,5,0,1,16,11,3,8,6,2,7,12,14,15,13,9,4
10,12,0,8,6,1,11,2,3,16,14,5,7,15,13,9,4
10,13,0,9,1,3,2,6,15,7,16,11,5,12,14,8,4
11,5,0,1,10,16,3,8,6,2,7,12,14,15,13,9,4
11,12,0,8,6,1,2,10,3,16,14,5,7,9,15,13,4
11,14,0,3,6,16,8,1,5,12,10,13,9,7,15,2,4
16,5,0,1,10,11,3,8,6,2,7,12,14,15,13,9,4
16,7,0,1,9,6,8,15,13,11,10,5,12,14,3,2,4
16,12,0,8,6,1,11,2,10,3,14,5,7,15,13,9,4
16,14,0,3,6,8,11,1,10,5,12,13,7,9,15,2,4
16,15,0,1,9,6,2,13,7,11,10,5,12,14,3,8,4
0,1,3,9,15,13,7,16,11,10,6,2,5,14,12,8,4
0,2,8,10,13,9,12,16,4,5,1,3,6,14,15,7,11
0,3,8,9,10,13,11,2,7,5,12,1,4,16,6,14,15
0,6,9,8,14,12,7,5,10,2,11,3,16,1,13,15,4
0,9,2,10,8,13,12,16,4,5,11,7,3,14,1,6,15
0,10,1,2,8,5,9,4,16,13,12,15,11,3,14,7,6
0,10,6,8,14,12,7,5,3,16,11,1,4,13,2,15,9
0,10,8,2,5,9,4,16,13,12,1,11,3,6,15,7,14
0,10,9,5,1,8,16,6,3,2,11,13,15,7,12,14,4
0,11,2,7,1,8,16,6,9,5,12,14,4,15,13,3,10
0,11,8,1,10,12,3,14,5,7,9,4,16,13,6,2,15
0,11,9,1,13,15,7,10,16,3,2,6,5,14,12,8,4
0,16,1,9,15,13,7,11,10,6,2,5,14,12,3,8,4
0,16,2,8,5,7,14,10,12,1,11,3,6,4,15,9,13
0,16,6,8,5,7,14,10,2,12,1,11,3,4,15,9,13
0,16,9,1,13,15,7,10,11,3,2,6,5,14,12,8,4
1,3,5,9,0,15,13,7,16,11,10,6,2,8,14,12,4
1,3,12,9,0,15,13,7,16,11,10,6,2,8,5,14,4
1,3,13,4,5,7,12,10,14,2,16,15,11,8,6,9,0
1,3,14,4,5,7,12,10,16,15,11,8,6,2,9,13,0
1,7,5,13,14,9,6,15,16,11,10,0,2,12,8,4,3
1,10,5,2,0,15,13,12,16,11,8,9,4,6,3,14,7
1,10,12,2,0,15,5,13,16,11,8,9,4,6,3,14,7
1,10,13,2,0,15,5,12,16,11,8,9,4,6,3,14,7
1,11,5,13,2,9,14,12,0,16,15,8,4,7,10,6,3
1,11,12,13,2,5,9,14,6,10,3,15,0,16,8,4,7
1,11,14,4,5,7,12,3,10,2,16,15,8,6,9,0,13
1,15,5,6,0,13,7,12,16,10,14,2,9,8,3,11,4
1,16,5,6,0,15,13,7,12,10,14,8,3,2,11,9,4
1,16,7,4,5,12,3,10,14,2,15,11,8,6,0,13,9
1,16,12,6,0,15,5,13,7,10,14,8,3,2,11,9,4
1,16,14,4,5,7,12,3,10,2,15,11,8,6,9,0,13
1,16,15,4,5,7,12,3,10,14,2,11,8,6,9,0,13
2,8,5,10,13,9,12,0,16,4,3,14,1,15,6,7,11
2,8,12,10,13,9,0,16,4,5,3,14,1,15,6,7,11
2,9,11
2,9,13,14,8,11,12,16,4,5,15,7,6,10,0,3,1
2,9,15,12,7,10,6,16,11,4,5,8,1,14,0,13,3
2,11,5,7,8,9,12,16,4,15,1,14,10,0,3,13,6
2,11,12,7,8,9,16,4,5,15,1,14,10,0,3,6,13
2,13,5,14,8,11,12,16,4,15,10,3,0,7,1,9,6
2,15,5,12,1,10,16,4,11,14,3,8,6,7,0,13,9
