0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 6)","(0, 1)","(0, 9)","(1, 11)","(1, 6)","(1, 10)","(2, 5)","(2, 7)","(3, 10)","(3, 8)","(3, 9)","(4, 7)","(4, 9)","(4, 10)","(4, 8)","(4, 12)","(5, 10)","(5, 6)","(5, 9)","(6, 9)","(6, 7)","(6, 11)","(7, 12)","(7, 11)","(8, 12)","(8, 9)"
86,34
2,3,5,10,9,4,7,8,6,12,1,11,0
10,0,1
11,0,1,6
0,1,5,6,9,10,4,3,7,8,11,2,12
0,3,9,5,6,10,1,4,8,7,12,2,11
0,4,9,5,6,10,7,1,3,2,11,8,12
0,5,6,9,7,2,4,10,1,3,11,8,12
1,5,6,10,9,0,3,4,8,7,12,11,2
2,4,7,10,5,9,6,3,1,8,12,11,0
3,8,6,9
4,6,7,9,11,5,10,2,1,3,0,8,12
5,2,4,10,9,7,3,6,8,12,1,0,11
6,2,5,7,10,1,4,11,9,3,0,8,12
7,1,11,6
7,2,3,4,9,6,10,8,12,5,1,11,0
8,0,9,2,12,7,4,5,6,10,3,1,11
8,7,12,4,0,9,6
9,1,6,0,10,4,3,5,7,8,11,12,2
11,0,1,6,5,9,10,4,3,7,8,2,12
11,1,5,6,10
12,2,7,3,8,5,10,9,4,6,1,11,0
0,1,6,5,9,10,4,3,7,8,11,2,12
0,3,9,6,7,10,4,8,12,1,5,11,2
0,4,9,6,7,5,10,2,1,3,11,8,12
2,4,7,11,10,5,1,9,6,3,0,8,12
3,6,9,8
3,8,0,9,5,10,6,4,1,7,12,2,11
5,6,8,9
7,6,11,0,1
8,4,0,9,5,10,6,3,1,7,12,11,2
8,6,9,0,2,12,7,4,5,10,3,1,11
8,9,12,4,0,7,6
10,1,11,4,7,6,5,9,2,3,0,8,12
12,2,7,4,10,5,6,9,8,1,3,11,0
