0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 3)","(0, 10)","(1, 3)","(1, 12)","(1, 4)","(1, 11)","(1, 8)","(2, 3)","(2, 4)","(2, 5)","(2, 12)","(2, 6)","(3, 4)","(3, 6)","(3, 8)","(3, 11)","(4, 7)","(4, 8)","(4, 10)","(5, 6)","(5, 8)","(5, 11)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(11, 12)"
77,32
4,0,3,2,1,10,8,11,12,6,5,9,7
8,0,10,1,3,11,12,4,9,2,7,5,6
11,0,10,12,1,3,8,4,2,9,6,5,7
0,1,2,3,12,4,11,10,5,8,6,9,7
0,2,1,3,4,12,11,10,5,8,6,9,7
0,7,10,8,1,3,4,12,11,6,2,9,5
0,9,12,10,6,2,3,8,7,4,5,11,1
0,10,6,2,3,8,7,4,12,5,11,1,9
1,4,2,0,3,12,10,11,8,5,6,9,7
1,8,2,0,3,12,4,6,5,10,11,9,7
2,4,1,3,0,12,11,10,5,8,6,9,7
2,6,0,3
3,4,0,2,1,10,12,11,8,9,5,6,7
3,8,0,10,1,11,4,12,2,9,5,6,7
3,11,0,10,12,1,8,4,2,9,6,5,7
7,4,0,10,3,2,1,11,8,12,6,9,5
9,5,8,11,7,6,10,3,2,4,0,12,1
9,6,8,7,5,11,3,10,4,2,0,1,12
10,4,6,8,7,3,2,5,0,11,12,1,9
10,5,11,8,7,6,9,3,4,0,2,1,12
10,6,8,7,5,11,3,9,4,0,2,1,12
11,1,2,12,5,3,0,4,10,8,6,7,9
12,7,10,9
0,2,3,5,6,8,11,10,1,4,12,7,9
1,3,4,7,8,6,2,0,12,5,10,11,9
1,3,8,2,0,12,4,6,5,10,11,9,7
2,3,6
3,11,1,7,4,6,8,10,9,2,5,0,12
9,7,8,3,11,6,4,10,5,1,2,0,12
10,4,7,6,8,3,2,5,0,11,12,1,9
10,7,8,3,11,0,4,6,9,12,1,5,2
10,4,7,8,6,3,2,0,11,12,5,1,9
