0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 2)","(0, 16)","(0, 15)","(0, 14)","(0, 10)","(0, 13)","(0, 8)","(0, 11)","(0, 9)","(1, 2)","(1, 3)","(1, 17)","(1, 4)","(1, 5)","(1, 8)","(1, 12)","(2, 3)","(2, 4)","(2, 5)","(2, 17)","(2, 6)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(4, 5)","(4, 6)","(4, 8)","(4, 12)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 15)","(6, 7)","(6, 8)","(6, 10)","(6, 16)","(7, 8)","(7, 10)","(7, 11)","(7, 16)","(7, 12)","(7, 15)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 16)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 15)","(11, 16)","(12, 13)","(12, 14)","(12, 15)","(12, 17)","(13, 14)","(13, 15)","(13, 16)","(13, 17)","(14, 15)","(14, 16)","(14, 17)","(15, 16)"
159,85
3,0,2,1
4,0,2,1,8,5,6,9,15,10,16,3,12,11,13,7,14,17
5,0,2,8,1,9,15,4,6,7,12,11,13,16,3,10,14,17
6,1,5,4,8,3,2,7,0,12,10,11,16,15,9,17,13,14
7,1,8,5,3,12,6,4,9,10,15,2,16,11,0,13,14,17
12,0,11,13,10,14,9,15,1,17,7,16,8,5,3,6,4,2
0,3,1,2,16,6,7,8,10,5,4,11,15,12,9,13,14,17
0,9,7,16,15,10,8,11,12,5,14,13,6,4,1,17,2,3
0,10,7,16,15,8,11,14,13,6,9,12,5,2,4,1,17,3
0,11,1,12,13,10,14,9,15,17,7,8,16,5,3,4,6,2
0,13,1,12,17,11,10,14,9,15,7,16,8,5,3,6,4,2
0,14,1,12,17,11,13,10,9,15,16,7,8,5,6,3,4,2
0,15,10,14,13,12,7,16,11,9,1,17,8,6,5,3,4,2
1,3,0,2
1,4,0,2,8,5,6,9,15,3,10,16,12,11,13,7,14,17
1,5,0,2,8,9,15,4,6,7,12,11,13,16,3,10,14,17
1,12,0,11,13,10,14,9,15,17,7,16,8,5,3,6,4,2
2,3,0,1
