0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 11)","(0, 3)","(0, 5)","(1, 5)","(1, 4)","(1, 9)","(2, 10)","(2, 5)","(2, 6)","(3, 6)","(3, 10)","(3, 4)","(4, 12)","(4, 10)","(4, 8)","(5, 6)","(6, 11)","(7, 8)","(7, 11)","(7, 9)","(8, 12)","(8, 11)","(8, 10)","(9, 10)","(10, 12)"
84,29
4,0,1,3
9,0,1
12,0,8,11,4,1,3,10,6,9,2,5,7
0,2,5
0,4,1,3,8,11,10,6,9,5,2,7
0,2,5,6,11,3,10,8,4,1,9,7
2,3,10,6,1,5,0,4,9,11,7,8
2,4,10,0,5,1,3,6,9,11,7,8
5,4,1,0,3,6,11,8,10,2,9,7
5,10,2,0,3,6,11,8,4,1,9,7
6,1,5,0,3,11,4,8,10,2,9,7
6,2,0,3,5,11,10,8,4,1,9,7
7,4,8,0,11,1,3,6,9,10,5,2
7,6,11,5,0,9,1,3,10,2,8,4
7,4,8,12,0,11,1,3,10,6,9,2,5
8,0,11,6,3,5,10,4,1,2,9,7
8,1,4,6,11,5,3,0,2,10,9,7
8,2,10,3,4,6,11,0,5,1,9,7
8,4,0,11,1,3,6,10,5,2,9,7
9,0,1,2,10,5,3,4,6,11,7,8
10,2,0,3,5,6,11,8,4,1,9,7
11,1,0,6,5,3,4,8,10,2,9,7
11,4,8,6,3,0,10,1,5,2,9,7
12,1,4,0,8,11,3,10,6,9,2,5,7
2,5,6,0,3,11,10,8,4,1,9,7
3,4,6,1,0,5,11,8,10,2,9,7
10,1,9,4,12,0,3,8,11,6,7,2,5
10,3,12,4,7,9,8,0,11,6,1,2,5
11,6,8,5,0,4,1,10,2,3,9,7
