0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 4)","(0, 5)","(0, 12)","(0, 3)","(1, 9)","(1, 10)","(2, 8)","(2, 7)","(2, 3)","(3, 7)","(3, 8)","(3, 9)","(3, 13)","(4, 14)","(4, 10)","(4, 11)","(5, 7)","(5, 14)","(6, 7)","(6, 9)","(6, 14)","(7, 11)","(8, 9)","(8, 12)","(10, 12)","(11, 12)","(11, 13)","(12, 14)","(13, 14)"
102,52
0,1,4,10,12,3,9,14,11,6,8,13,7,5,2
1,0,9,3,10,12,4,8,6,14,11,7,13,5,2
2,1,8,9,3
10,0,12,4,11,14,13,3,8,9,1,7,2,6,5
11,1,12,10,4,14,0,13,6,9,3,7,8,5,2
13,2,3
0,2,3,4,7,11,5,12,13,14,8,10,6,1,9
1,2,9,8,3,5,6,7,14,10,12,4,0,11,13
3,0,1,9,4,10,12,6,14,8,11,7,13,5,2
3,1,9,0,10,12,4,8,11,14,6,13,7,5,2
3,5,7,0,1,9,6,14,4,10,12,8,13,11,2
3,6,7,9,0,14,5,13,11,12,8,4,10,2,1
3,6,7,9,8,2,0,14,5,12,13,11,4,10,1
4,0,2,3,11,7,13,12,5,14,10,8,6,1,9
4,6,14
4,10,0,12,11,14,13,3,8,9,1,7,2,6,5
5,0,1,7,6,9,14,3,4,10,12,11,8,13,2
6,0,14,3,7,9,13,5,11,12,4,8,10,1,2
6,1,9,0,14,3,10,12,4,13,7,8,11,5,2
6,2,7,0,14,3,5,13,12,8,9,11,4,10,1
6,7,0,14,5,3,13,9,11,12,4,8,10,1,2
7,1,6,9,3,0,5,10,12,4,14,11,8,13,2
7,2,1,6,9,3,8
8,0,3,12,1,9,4,10,6,14,11,7,13,2,5
8,1,9,0,3,12,10,4,11,14,6,13,7,2,5
8,2,1,9,3
8,0,3,12,9,1,4,10,14,11,6,13,7,2,5
9,0,3,1,4,10,12,14,6,11,8,13,7,5,2
9,1,0,3,10,12,4,8,11,14,6,13,7,5,2
9,2,8,3,13,0,12,14,11,6,7,5,4,10,1
10,1,3,12,0,4,8,9,11,14,6,13,7,5,2
11,2,7,1,12,10,4,8,9,3,6,14,0,13,5
12,0,1,10,4,3,9,8,14,11,6,13,7,5,2
12,1,10,7,11,9,6,3,4,8,13,14,0,2,5
13,1,3,9,0,14,10,12,4,6,11,8,7,5,2
13,2,3,0,14,12,8,6,7,5,11,9,4,10,1
13,2,3,8,0,14,12,6,7,5,11,9,4,1,10
14,0,2,13,3,12,8,6,7,5,11,9,4,10,1
14,8,12,5,2,7,3,0,6,13,11,9,4,1,10
14,9,6,7,5,3,0,13,11,12,4,8,10,1,2
5,7,11,1,6,9,14,3,0,4,10,12,8,13,2
8,0,3,12,2,7,5,11,14,4,13,6,10,9,1
8,3,1,9,0,12,10,4,11,14,6,13,7,2,5
8,3,7,2,0,12,5,11,14,13,4,6,10,9,1
8,3,1,9,13,0,12,10,4,14,11,6,7,2,5
13,3,7,11,1,9,6,12,10,4,8,14,0,2,5
13,3,8,0,14,12,11,7,4,2,5,6,10,9,1
13,3,9,0,14,6,7,11,5,12,8,4,10,2,1
14,4,0,3,13,11,12,7,10,8,6,5,1,9,2
14,5,0,3,13,7,11,6,12,4,9,8,10,1,2
14,12,0,4,11,10,13,3,8,7,9,1,2,6,5
8,3,9,13,0,12,14,11,6,7,4,2,5,10,1
