0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 2)","(0, 11)","(0, 6)","(0, 7)","(0, 5)","(0, 4)","(0, 1)","(1, 17)","(1, 14)","(1, 10)","(1, 12)","(1, 9)","(2, 4)","(2, 10)","(2, 9)","(3, 4)","(3, 5)","(3, 9)","(3, 15)","(3, 16)","(3, 8)","(4, 6)","(4, 7)","(4, 8)","(4, 11)","(5, 10)","(5, 13)","(6, 8)","(6, 16)","(6, 10)","(6, 13)","(6, 17)","(7, 14)","(7, 15)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 15)","(9, 11)","(9, 15)","(9, 13)","(9, 16)","(10, 17)","(10, 11)","(11, 12)","(11, 13)","(11, 17)","(12, 14)","(12, 16)","(13, 14)","(13, 15)","(14, 16)","(14, 17)"
104,49
8,2,9,10,4,11,1,3,6,0,12,17,13,5,16,14,15,7
9,0,11,1,2,12,17,10,4,16,14,6,8,5,3,13,7,15
10,0,2,5,1,6,11,9,4,13,17,12,8,3,16,14,15,7
12,0,11,1,9,17,10,16,2,8,14,6,5,3,4,7,13,15
13,1,14,9,16,6,12,0,10,17,8,11,5,7,2,4,15,3
14,0,1,7
17,0,1,11,6,10,12,9,13,8,4,2,5,14,16,3,15,7
0,1,3,5,4,9,10,13,2,8,11,6,14,15,12,17,16,7
0,2,3,5,4,9,10,13,8,11,1,6,15,14,12,17,16,7
1,3,9,14,16,13,12,6,15,5,11,8,7,0,10,17,4,2
1,4,0,6,17,10,11,8,2,5,12,9,13,3,16,14,15,7
1,7,14,0,3,9,4,15,16,5,11,13,2,8,6,12,10,17
1,9,2,10,0,8,11,5,6,4,3,12,17,13,16,14,15,7
2,4
2,9,12,0,11,4,10,1,16,6,5,17,3,8,14,13,15,7
2,10,16,9,6,8,11,1,13,4,0,3,15,12,17,14,5,7
2,13,9,14,0,7,4,1,10,17,16,11,6,5,15,3,8,12
2,15,9,12,0,11,4,10,1,16,13,14,7,8,3,6,5,17
4,8,2,9,10,11,3,1,6,0,12,17,13,5,16,14,15,7
4,12,11,7,14,13,17,6,15,1,16,8,0,10,3,9,5,2
5,0,2,10,1,6,11,9,17,12,13,4,8,3,16,14,15,7
5,10,2,0,11,6,1,13,9,4,8,17,12,14,15,3,16,7
5,13,2,10,0,9,6,11,1,8,3,4,16,17,12,14,15,7
6,0,3,4,8,16,5,11,9,10,13,17,12,1,2,15,14,7
6,8,3,4,16,9,13,11,2,15,5,14,0,17,10,12,7,1
6,10,7,4,0,11,2,8,5,1,13,17,9,15,3,14,12,16
8,3,2,9,10,4,11,1,5,6,0,12,17,13,16,14,15,7
10,1,13,5,6,11,14,9,0,3,17,4,8,16,12,7,2,15
11,0,3,9,8,4,5,1,2,13,6,10,17,12,14,15,16,7
11,8,3,9,4,2,0,10,6,5,1,13,17,16,12,15,14,7
11,9,7,15,13,8,14,6,4,12,17,16,1,3,10,0,2,5
11,10,6,13,8,0,17,4,5,15,9,14,2,1,3,7,16,12
11,12,3,9,8,4,16,1,2,6,17,10,0,14,13,5,7,15
11,13,8,15,9,6,7,16,4,0,10,17,14,12,3,2,5,1
11,17,9,1,10,12,0,8,2,5,6,14,16,4,3,13,15,7
12,1,13,11,14,9,0,17,10,7,16,6,5,2,8,15,4,3
15,1,9,2,10,0,8,11,5,6,7,4,3,13,12,17,16,14
15,3,0,7,4,5,8,13,6,11,10,9,14,16,17,12,2,1
15,7
16,3,4,6,8,9,11,2,13,12,0,17,10,14,15,5,1,7
17,1,9,11,12,0,10,14,16,6,2,5,8,13,7,4,15,3
0,2,4,6,10,5,1,11,8,3,13,9,17,12,16,15,14,7
0,4,6,5,3,10,13,16,8,9,15,2,1,11,14,12,7,17
0,4,11,6,13,8,17,10,5,15,9,14,1,2,3,7,16,12
4,7,11
4,11,8,10,2,6,0,9,13,17,5,1,3,16,15,14,12,7
7,11,0,3,4,15,9,8,5,2,13,1,6,10,14,17,12,16
14,1,17,9,13,16,11,6,12,7,0,10,8,4,15,2,5,3
17,1,10,13,14,11,6,9,5,12,7,16,0,8,4,2,3,15
