0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 2)","(0, 16)","(0, 3)","(0, 15)","(0, 4)","(0, 14)","(1, 2)","(1, 3)","(1, 17)","(1, 4)","(1, 16)","(1, 5)","(1, 15)","(2, 3)","(2, 4)","(2, 5)","(2, 17)","(2, 16)","(2, 9)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 17)","(4, 5)","(4, 8)","(4, 12)","(4, 16)","(5, 6)","(5, 7)","(5, 8)","(5, 14)","(6, 7)","(6, 8)","(6, 9)","(6, 12)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(13, 17)","(14, 15)","(14, 16)","(14, 17)","(15, 16)","(15, 17)","(16, 17)"
191,82
5,0,4,3,2,1,14,12,16,17,15,8,6,9,13,7,10,11
6,1,5,3
7,1,5,3
8,1,5,4
9,1,2
12,3,4,6,5,8,14,7,17,0,16,11,10,9,15,13,1,2
0,6,3,5,1,2,4,14,17,16,15,9,8,12,13,11,10,7
0,7,3,5,1,2,4,14,17,16,15,9,8,12,11,10,13,6
0,9,2
0,14,9,2,13,12,11,10,5,17,16,4,15,3,1,6,7,8
1,5,0,4,3,2,14,12,16,17,15,8,6,9,13,7,10,11
1,6,3,5,4,8,12,7,15,16,14,9,10,11,2,13,0,17
1,7,3,5,4,8,6,12,15,16,11,10,9,14,17,0,13,2
1,9,2
2,5,0,4,3,1,14,12,16,17,15,9,8,6,13,7,10,11
2,10,9,8,4,5,12,7,14,6,16,11,3,17,0,13,1,15
2,11,9,8,4,5,12,7,14,6,16,10,3,17,0,13,15,1
3,5,0,4,2,1,14,12,16,17,15,6,8,9,13,7,10,11
3,10,7,9,2,6,5,8,12,14,4,11,16,17,0,13,15,1
3,11,7,9,2,6,5,8,12,14,4,10,16,17,0,13,1,15
4,5,0,3,2,1,14,17,16,15,12,13,8,6,9,11,10,7
